,id,name,brewery,style,abv,ibu,rating
278,svXHfu,A Little Sumpin' Weisse,Lagunitas Brewing Company,Hefeweizen,7.5% ABV,75 IBU,(3.708)
279,svXHfu,A Little Sumpin' Wild (Aged In Chardonnay Barrels),Lagunitas Brewing Company,IPA - Belgian,6% ABV,N/A IBU,(3.822)
280,svXHfu,A Little Sumpin' Wild Ale (2015),Lagunitas Brewing Company,American Wild Ale,8.9% ABV,72 IBU,(3.966)
281,svXHfu,A Little Sumpin' Sumpin' Ale w/ Passion Fruit,Lagunitas Brewing Company,Pale Wheat Ale - American,7.5% ABV,N/A IBU,(4.033)
282,svXHfu,A Little Sumpin' Sumpin' Ale w/ Prickly Pear Cactus,Lagunitas Brewing Company,Fruit Beer,N/A ABV,N/A IBU,(3.875)
283,svXHfu,A Little Sumpin' Sumpin' Ale (w/ Lemongrass & Grapefruit),Lagunitas Brewing Company,Pale Ale - American,N/A ABV,N/A IBU,(3.563)
284,svXHfu,A Little Sumpin' Bourbon Barrel Aged,Lagunitas Brewing Company,Pale Wheat Ale - American,N/A ABV,N/A IBU,(3.964)
285,svXHfu,A Little Sumpin' Extra (w/ Nelson Sauvin Hops),Lagunitas Brewing Company,Strong Ale - American,8.5% ABV,64 IBU,(4.08)
286,svXHfu,A Little Less Sumpin' Sumpin' Ale,Box Hill Brewery,Homebrew  |  Pale Wheat Ale - American,7.6% ABV,32 IBU,(3.8)
287,svXHfu,A Little Sumpin I Made At Home,Back Porch Brewery,Homebrew  |  Pale Wheat Ale - American,N/A ABV,N/A IBU,(0)
288,svXHfu,A Little Less Sumpin' Sumpin' Ale (Feb. 2017),Box Hill Brewery,Homebrew  |  Pale Wheat Ale - American,5.1% ABV,30 IBU,(0)
289,svXHfu,A Little Less Sumpin' Sumpin’ (June 2016 Wedding),Box Hill Brewery,Homebrew  |  Pale Wheat Ale - American,5.8% ABV,36 IBU,(0)
290,svXHfu,A Little Sumpin' Rashy,Sky Disk Brewing,Homebrew  |  IPA - International,7.1% ABV,40 IBU,(0)
291,svXHfu,A Little Sumpin Pumpkin,Reidl Craft Brews,Homebrew  |  Pumpkin / Yam Beer,5.2% ABV,20 IBU,(0)
292,svXHfu,A Little Sumpin' Bretz,Rock Shop Brewing,Homebrew  |  Pale Ale - American,N/A ABV,N/A IBU,(0)
293,svXHfu,A Little Sumpin' Rashy 2,Sky Disk Brewing,Homebrew  |  IPA - American,8.2% ABV,65 IBU,(0)
294,hbF6tu,ABLE Best Britter,Sierra Nevada Brewing Co.,Extra Special / Strong Bitter,4.3% ABV,N/A IBU,(0)
295,MTLa3r,Afternooner Tea Saison,Situation Brewing,Saison / Farmhouse Ale,6% ABV,25 IBU,(3.812)
296,MTLa3r,Afternooner Tea Saison 4.0,Situation Brewing,Saison / Farmhouse Ale,N/A ABV,N/A IBU,(3.988)
297,MTLa3r,Afternooner Tea Saison 5.0,Situation Brewing,Saison / Farmhouse Ale,6% ABV,N/A IBU,(3.836)
298,MTLa3r,Afternooner Tea Saison 2.0,Situation Brewing,Saison / Farmhouse Ale,6% ABV,25 IBU,(3.963)
299,MTLa3r,Afternooner Tea Saison 3.0,Situation Brewing,Saison / Farmhouse Ale,6% ABV,25 IBU,(3.742)
300,MTLa3r,Afternooner,Zero Gravity Craft Brewery,Pale Ale - Belgian,4.6% ABV,N/A IBU,(3.432)
301,MTLa3r,Mosaic Dry-Hopped Afternooner,Crow Hop Brewing,IPA - American,6.5% ABV,84 IBU,(3.76)
302,MTLa3r,Afternooner,Crow Hop Brewing,IPA - American,6.5% ABV,86 IBU,(3.736)
303,MTLa3r,Afternooner,BootStrap Brew Pub,Pale Ale - American,5.4% ABV,N/A IBU,(0)
304,MTLa3r,Blood Orange Imperial Afternooner,Crow Hop Brewing,IPA - American,8.7% ABV,90 IBU,(0)
305,MTLa3r,Afternooner Earl Grey With Blackberry,Situation Brewing,Fruit Beer,N/A ABV,N/A IBU,(0)
306,MTLa3r,Afternooner Tea Saison With Lime And Cracked Pepper,Situation Brewing,Saison / Farmhouse Ale,N/A ABV,N/A IBU,(0)
307,MTLa3r,Lemon And Mint Afternooner Tea Saison Cask,Situation Brewing,Saison / Farmhouse Ale,N/A ABV,N/A IBU,(0)
308,MTLa3r,Afternooner,Numb Thumb Brewing,Homebrew  |  Blonde Ale,5.2% ABV,31 IBU,(0)
309,6AcqY6,Agave Wheat,Breckenridge Brewery,Pale Wheat Ale - American,4.4% ABV,13 IBU,(3.508)
310,6AcqY6,Welder's Agave Wheat,Tradesman Brewing Company,Pale Wheat Ale - American,7.2% ABV,20 IBU,(3.646)
311,6AcqY6,Agave Wheat,Skyland Ale Works,Pale Wheat Ale - American,6.3% ABV,20 IBU,(3.614)
312,6AcqY6,Agave Wheat,Aztec Brewery,Pale Wheat Ale - American,5.2% ABV,26 IBU,(3.358)
313,6AcqY6,Agave Peach Wheat,Short's Brewing Company,Fruit Beer,5.9% ABV,35 IBU,(3.404)
314,6AcqY6,Agave Wheat,Pacific Plate Brewing,Pale Wheat Ale - American,5.1% ABV,24 IBU,(3.26)
315,6AcqY6,Orange Agave Wheat,Oceanside Ale Works,Pale Wheat Ale - American,5.5% ABV,18 IBU,(3.351)
316,6AcqY6,Skirt Lifter,Skyland Ale Works,Fruit Beer,6.3% ABV,20 IBU,(3.869)
317,6AcqY6,Agave Wheat,IronWorks Brewery & Pub,Pale Wheat Ale - American,5% ABV,N/A IBU,(3.1)
318,6AcqY6,Solitude Double Belgian Agave Wheat,Breckenridge Brewery,Pale Wheat Ale - American,6.7% ABV,N/A IBU,(3.697)
319,6AcqY6,Agave Wheat,Apocalypse Brew Works (Kentucky),Pale Wheat Ale - American,4.8% ABV,14 IBU,(3.454)
320,6AcqY6,Ozona Rush,Stilt House Brewery,Pale Wheat Ale - American,7.1% ABV,21 IBU,(3.462)
321,6AcqY6,Dig Your Own Cactus,Figure Eight Brewing,Lager - Euro,6.6% ABV,N/A IBU,(3.556)
322,6AcqY6,Imperial Agave Wheat,Toltec Brewing Co.,Pale Wheat Ale - American,7.2% ABV,25 IBU,(3.824)
323,6AcqY6,Bumpy Face Agave Wheat Wine,Lafayette Brewing Company,Wheat Wine,8.25% ABV,50 IBU,(3.719)
324,6AcqY6,Agave Lime Wheat,Twin Peaks Restaurants,Witbier,5.4% ABV,15 IBU,(3.27)
325,6AcqY6,Hibiscus Lime Agave Wheat,Chain Reaction Brewing Company,Pale Wheat Ale - American,5.1% ABV,N/A IBU,(3.594)
326,6AcqY6,Blueberry Agave Wheat,Dirty Job Brewing,Hefeweizen,6.2% ABV,N/A IBU,(3.763)
327,6AcqY6,Agave Champagne Wheat,Jackalope Brewing Company,Witbier,4.5% ABV,13 IBU,(3.596)
328,6AcqY6,Agave Wheat,Toltec Brewing Co.,Pale Wheat Ale - American,5.6% ABV,25 IBU,(3.734)
329,6AcqY6,Agave Wheat,Wellsboro House Restaurant & Brewery,Pale Wheat Ale - American,6.8% ABV,N/A IBU,(3.555)
330,6AcqY6,"Tied Pod Wheat- Blue Agave, orange zest, vanilla",Exit Six Brewery,Pale Wheat Ale - American,4.5% ABV,50 IBU,(3.593)
331,6AcqY6,Dragon Bay Agave Wheat,Slow Boat Brewery 悠航鲜啤,Pale Wheat Ale - American,5.25% ABV,15 IBU,(3.51)
332,6AcqY6,Agave Wheat (w/ Orange & Cloves),Breckenridge Brewery,Pale Wheat Ale - American,4.2% ABV,N/A IBU,(3.647)
333,6AcqY6,Lime Agave Wheat,Mindful Homebrewing,Homebrew  |  Witbier,N/A ABV,N/A IBU,(3.443)
334,RK9Po6,IPA,Lagunitas Brewing Company,IPA - American,6.2% ABV,46 IBU,(3.77)
335,RK9Po6,Two Hearted Ale,Bell's Brewery,IPA - American,7% ABV,N/A IBU,(3.974)
336,RK9Po6,All Day IPA,Founders Brewing Co.,IPA - Session / India Session Ale,4.7% ABV,42 IBU,(3.734)
337,RK9Po6,Goose IPA,Goose Island Beer Co.,IPA - English,5.9% ABV,55 IBU,(3.532)
338,RK9Po6,Fat Tire,New Belgium Brewing Company,Red Ale - American Amber / Red,5.2% ABV,22 IBU,(3.578)
339,RK9Po6,Pale Ale,Sierra Nevada Brewing Co.,Pale Ale - American,5.6% ABV,38 IBU,(3.645)
340,RK9Po6,Sculpin,Ballast Point Brewing Company,IPA - American,7% ABV,70 IBU,(3.993)
341,RK9Po6,60 Minute IPA,Dogfish Head Craft Brewery,IPA - American,6% ABV,60 IBU,(3.867)
342,RK9Po6,Stone IPA,Stone Brewing,IPA - American,6.9% ABV,71 IBU,(3.809)
343,RK9Po6,Oberon Ale,Bell's Brewery,Pale Wheat Ale - American,5.8% ABV,N/A IBU,(3.752)
344,RK9Po6,Samuel Adams Summer Ale,Boston Beer Company,Pale Wheat Ale - American,5.3% ABV,7 IBU,(3.39)
345,RK9Po6,Jai Alai,Cigar City Brewing,IPA - American,7.5% ABV,70 IBU,(3.994)
346,RK9Po6,Torpedo Extra IPA,Sierra Nevada Brewing Co.,IPA - American,7.2% ABV,65 IBU,(3.747)
347,RK9Po6,Dale's Pale Ale,Oskar Blues Brewery,Pale Ale - American,6.5% ABV,65 IBU,(3.648)
348,RK9Po6,A Little Sumpin' Sumpin' Ale,Lagunitas Brewing Company,Pale Wheat Ale - American,7.5% ABV,65 IBU,(3.831)
349,RK9Po6,312 Urban Wheat Ale,Goose Island Beer Co.,Pale Wheat Ale - American,4.2% ABV,18 IBU,(3.44)
350,RK9Po6,420 Extra Pale Ale,SweetWater Brewing Company,Pale Ale - American,5.7% ABV,39 IBU,(3.618)
351,RK9Po6,#9,Magic Hat Brewing Company,Pale Ale - American,5.1% ABV,20 IBU,(3.559)
352,RK9Po6,Dead Guy Ale,Rogue Ales,Bock - Maibock / Heller (Helles) / Lentebock,6.8% ABV,40 IBU,(3.716)
353,RK9Po6,Nugget Nectar,Tröegs Independent Brewing,Red Ale - Imperial / Double,7.5% ABV,93 IBU,(4.012)
354,RK9Po6,Samuel Adams Cold Snap,Boston Beer Company,Witbier,5.3% ABV,10 IBU,(3.46)
355,RK9Po6,Anti-Hero,Revolution Brewing Company,IPA - American,6.7% ABV,65 IBU,(3.851)
356,RK9Po6,West Coast IPA (2014-),Green Flash Brewing Company,IPA - Imperial / Double,8.1% ABV,95 IBU,(3.876)
357,RK9Po6,Maximus,Lagunitas Brewing Company,IPA - Imperial / Double,8.2% ABV,72 IBU,(3.909)
358,RK9Po6,Honkers Ale,Goose Island Beer Co.,English Bitter,4.3% ABV,30 IBU,(3.41)
359,yn4ODI,Old Stinkhorn Organic Ale,MPL Communications Limited,English Mild Ale,N/A ABV,N/A IBU,(0)
360,yn4ODI,Ale Communication,Zero Gravity Craft Brewery,IPA - Imperial / Double,7.8% ABV,N/A IBU,(3.788)
361,yn4ODI,Communication Breakdown Brett Ipa,Black Vinyl Ale Project,Sour - Ale,6.5% ABV,45 IBU,(3.816)
362,2cLm8B,All Colorado Apricot Wheat,Oskar Blues Brewery,Pale Wheat Ale - American,5.5% ABV,N/A IBU,(3.759)
363,DbeLZF,All Colorado Wet Hop Pale Ale,Oskar Blues Brewery,Pale Ale - American,5.8% ABV,N/A IBU,(3.727)
364,aG4Ie2,AlphaDog Imperial IPA,Laughing Dog Brewing,IPA - Imperial / Double,8.5% ABV,126 IBU,(3.521)
365,5TQX99,Six Rights IPA (Beer Camp #152),Sierra Nevada Brewing Co.,IPA - Imperial / Double,8% ABV,52 IBU,(3.92)
366,5TQX99,Chocolate Chili Stout,Sierra Nevada Brewing Co.,Spiced / Herbed Beer,8.8% ABV,50 IBU,(3.757)
367,5TQX99,Japance Off,Denver Beer Co.,Saison / Farmhouse Ale,5.7% ABV,N/A IBU,(3.62)
368,5TQX99,Mischievous Kea,Altitude Brewing,IPA - English,5.5% ABV,58 IBU,(3.717)
369,5TQX99,ALTitude,Tuckerman Brewing Company,Altbier,7.3% ABV,42 IBU,(3.59)
370,5TQX99,Coors Altitude,Molson Coors Canada,Lager - North American Adjunct,6.4% ABV,N/A IBU,(2.579)
371,5TQX99,Cruising Altitude,Crux Fermentation Project,IPA - Imperial / Double,8% ABV,50 IBU,(3.929)
372,5TQX99,Aon High Altitude Dry & Wet Fermented Gesha Village Estate Coffee,Omnipollo,Stout - American Imperial / Double,11% ABV,N/A IBU,(4.113)
373,5TQX99,High Altitude Hefeweizen,Big Bear Lake Brewing Company,Hefeweizen,4.8% ABV,N/A IBU,(3.096)
374,5TQX99,Persistent High,Altitude Brewing,Hefeweizen,4.9% ABV,9 IBU,(3.592)
375,5TQX99,Moonlight Track,Altitude Brewing,Stout - Other,6.5% ABV,12 IBU,(3.853)
376,5TQX99,Posturing Professional,Altitude Brewing,Pale Ale - New Zealand,5% ABV,28 IBU,(3.556)
377,5TQX99,7200' Stout,Altitude Chophouse and Brewery,Stout - Foreign / Export,7% ABV,N/A IBU,(3.721)
378,5TQX99,Singletrack Mind,Altitude Brewing,Red Ale - American Amber / Red,5.2% ABV,31 IBU,(3.638)
379,5TQX99,Goldpanner's Profit,Altitude Brewing,Lager - Pale,4.4% ABV,15 IBU,(3.439)
380,5TQX99,Altitude Sickness,Lamplighter Brewing Co.,IPA - American,7.2% ABV,N/A IBU,(3.837)
381,5TQX99,High Plains Pale Ale,Altitude Chophouse and Brewery,Pale Ale - American,6% ABV,N/A IBU,(3.515)
382,5TQX99,Tumblewheat,Altitude Chophouse and Brewery,Pale Wheat Ale - American,5% ABV,N/A IBU,(3.594)
383,5TQX99,ALTitude Red Ale,Front Range Brewing Company,Altbier,5.2% ABV,47 IBU,(3.506)
384,5TQX99,Tropical Altitude,Living The Dream Brewing,Fruit Beer,6.4% ABV,22 IBU,(3.829)
385,5TQX99,I'm Burning For You Chili Ale,Altitude Chophouse and Brewery,Spiced / Herbed Beer,5.25% ABV,N/A IBU,(3.732)
386,5TQX99,Powder Day,Altitude Brewing,Pilsner - Other,5.2% ABV,N/A IBU,(3.568)
387,5TQX99,Ik Ben Gruit - Chardonnay Barrel-Aged Belgian Gruit,Altitude Brewing,Gruit / Ancient Herbed Ale,8.1% ABV,N/A IBU,(3.604)
388,5TQX99,Altitude Training,Twin Leaf Brewery,Pale Ale - American,6% ABV,N/A IBU,(3.39)
389,5TQX99,Altbier,Altitude Chophouse and Brewery,Altbier,5% ABV,50 IBU,(3.689)
390,qIa0fL,Foster's Lager,Foster's Group,Lager - Pale,4% ABV,12 IBU,(2.753)
391,qIa0fL,Boont Amber Ale,Anderson Valley Brewing Company,Red Ale - American Amber / Red,5.8% ABV,15 IBU,(3.518)
392,qIa0fL,Bombardier Amber Beer,Eagle Brewery (formerly Charles Wells),English Bitter,4.1% ABV,35 IBU,(3.445)
393,qIa0fL,Blazing World,Modern Times Beer,Red Ale - American Amber / Red,6.8% ABV,85 IBU,(3.81)
394,qIa0fL,Riverwest Stein,Lakefront Brewery,Lager - American Amber / Red,5.6% ABV,15 IBU,(3.604)
395,qIa0fL,Ruedrich's Red Seal Ale,North Coast Brewing Company,Red Ale - American Amber / Red,5.4% ABV,42 IBU,(3.494)
396,qIa0fL,Zoe,Maine Beer Company,Red Ale - American Amber / Red,7.2% ABV,N/A IBU,(3.885)
397,qIa0fL,Key West Sunset Ale,Florida Beer Company,Red Ale - American Amber / Red,5% ABV,16 IBU,(3.352)
398,qIa0fL,Fulton St Blend Coffee Ale,Goose Island Beer Co.,Golden Ale,5.5% ABV,30 IBU,(3.63)
399,qIa0fL,Bush Ambrée,Brasserie Dubuisson,Belgian Strong Golden Ale,12% ABV,25 IBU,(3.658)
400,qIa0fL,Amber Ale,Laughing Skull Beer,Red Ale - American Amber / Red,5.3% ABV,25 IBU,(3.47)
401,qIa0fL,Austin Amber,Independence Brewing Co.,Red Ale - American Amber / Red,4.9% ABV,32 IBU,(3.454)
402,qIa0fL,Cutlass,Heavy Seas Beer,Lager - Vienna,5.75% ABV,16 IBU,(3.461)
403,qIa0fL,Delirium Argentum,Huyghe Brewery,Belgian Strong Golden Ale,7% ABV,55 IBU,(3.69)
404,qIa0fL,Amber Bitter,Banks's Beer,English Bitter,3.8% ABV,N/A IBU,(3.134)
405,qIa0fL,Death Becomes You,Cervecería Mexicana,Red Ale - American Amber / Red,6.15% ABV,30 IBU,(3.297)
406,qIa0fL,Diablo Rojo,Boneyard Beer,Red Ale - American Amber / Red,5.5% ABV,30 IBU,(3.692)
407,qIa0fL,Dean Mahogany Pale Ale,SingleCut Beersmiths,Red Ale - American Amber / Red,6% ABV,82 IBU,(3.675)
408,qIa0fL,Cape Cod Red,Cape Cod Beer,Red Ale - American Amber / Red,5.5% ABV,35 IBU,(3.486)
409,qIa0fL,Samuel Adams Amber Bock,Boston Beer Company,Bock - Single / Traditional,6% ABV,18 IBU,(3.433)
410,qIa0fL,Fish Tale Vicious Circle,Fish Brewing Company,Red Ale - American Amber / Red,5% ABV,35 IBU,(3.453)
411,qIa0fL,Koźlak,Browar Amber,Bock - Single / Traditional,6.5% ABV,20 IBU,(3.412)
412,qIa0fL,Amber Lager,Alamo Beer Company,Lager - Vienna,5.5% ABV,N/A IBU,(3.487)
413,qIa0fL,Round Trip Amber Ale,Red Truck Beer Company,Red Ale - American Amber / Red,5.2% ABV,N/A IBU,(3.432)
414,qIa0fL,Brunehaut Amber organic,Brasserie de Brunehaut,Gluten-Free,6.5% ABV,17 IBU,(2.957)
415,Zd8Cxd,American Summer Hoppy Wit,Oskar Blues Brewery,Witbier,6% ABV,55 IBU,(3.614)
416,Ota9wv,GUBNA Imperial IPA Aged in Añejo Tequila Barrels,Oskar Blues Brewery,IPA - Imperial / Double,11% ABV,N/A IBU,(3.958)
417,b6nCMj,Fat Tire,New Belgium Brewing Company,Red Ale - American Amber / Red,5.2% ABV,22 IBU,(3.578)
418,b6nCMj,Mad Elf,Tröegs Independent Brewing,Belgian Strong Dark Ale,11% ABV,15 IBU,(3.838)
419,b6nCMj,Lug Tread,Beau's All Natural Brewing Company,Kölsch,5.2% ABV,21 IBU,(3.635)
420,b6nCMj,30th Anniversary Ale,Bell's Brewery,Stout - Imperial / Double,11% ABV,N/A IBU,(4.178)
421,b6nCMj,Juli Goldenberg / Monkey Paw / Stone 24 Carrot Golden Ale,Stone Brewing,Belgian Strong Golden Ale,8.5% ABV,40 IBU,(3.534)
422,b6nCMj,30th Street Pale Ale,Green Flash Brewing Company,Pale Ale - American,6% ABV,45 IBU,(3.644)
423,b6nCMj,Lions Winter Ale,Granville Island Brewing,Winter Ale,5.5% ABV,22 IBU,(3.731)
424,b6nCMj,Anniversary Ale,Port Brewing Company,IPA - Imperial / Double,10.5% ABV,90 IBU,(3.942)
425,b6nCMj,Delirium Argentum,Huyghe Brewery,Belgian Strong Golden Ale,7% ABV,55 IBU,(3.69)
426,b6nCMj,Habitus,Mike Hess Brewing,IPA - Imperial / Double,8% ABV,100 IBU,(3.733)
427,b6nCMj,20th Anniversary Encore Series: Stone 6th Anniversary Porter,Stone Brewing,Smoked Beer,8% ABV,60 IBU,(3.771)
428,b6nCMj,20th Anniversary Encore Series: Stone 02.02.02 Vertical Epic Ale,Stone Brewing,Belgian Strong Golden Ale,7.5% ABV,40 IBU,(3.769)
429,b6nCMj,Anniversary Lager,Jacob Leinenkugel Brewing Company,Lager - Amber,5.4% ABV,25 IBU,(3.496)
430,b6nCMj,Gose,Real Ale Brewing Company,Sour - Gose,4.4% ABV,5 IBU,(3.608)
431,b6nCMj,Labatt 50,Labatt Brewing Company,Blonde Ale,5% ABV,N/A IBU,(2.919)
432,b6nCMj,3rd Anniversary Ale,Prairie Artisan Ales,Saison / Farmhouse Ale,8.4% ABV,N/A IBU,(3.746)
433,b6nCMj,Birthday Suit Sour Farmhouse Ale (21st Anniversary),Uinta Brewing Company,Sour - Ale,6.3% ABV,N/A IBU,(3.878)
434,b6nCMj,Vampire Slayer,Clown Shoes,Stout - Russian Imperial,10% ABV,N/A IBU,(3.981)
435,b6nCMj,Here Comes Mango!,Belching Beaver Brewery,IPA - American,6.6% ABV,55 IBU,(3.774)
436,b6nCMj,19th Anniversary Imperial IPA,Coronado Brewing Company,IPA - Imperial / Double,9% ABV,80 IBU,(3.905)
437,b6nCMj,Twenty Three,Avery Brewing Co.,Saison / Farmhouse Ale,7.9% ABV,12 IBU,(3.703)
438,b6nCMj,20th Anniversary,Weyerbacher Brewing Company,Belgian Strong Dark Ale,11% ABV,30 IBU,(3.921)
439,b6nCMj,4th Anniversary,Prairie Artisan Ales,Sour - Ale,6.5% ABV,N/A IBU,(3.857)
440,b6nCMj,25th Anniversary Ale,Goose Island Beer Co.,Extra Special / Strong Bitter,6.4% ABV,N/A IBU,(3.538)
441,b6nCMj,21st Anniversary Ale,Weyerbacher Brewing Company,Stout - American Imperial / Double,11.9% ABV,N/A IBU,(4.001)
442,fBZZUJ,Fat Tire,New Belgium Brewing Company,Red Ale - American Amber / Red,5.2% ABV,22 IBU,(3.578)
443,fBZZUJ,Mad Elf,Tröegs Independent Brewing,Belgian Strong Dark Ale,11% ABV,15 IBU,(3.838)
444,fBZZUJ,Lug Tread,Beau's All Natural Brewing Company,Kölsch,5.2% ABV,21 IBU,(3.635)
445,fBZZUJ,30th Anniversary Ale,Bell's Brewery,Stout - Imperial / Double,11% ABV,N/A IBU,(4.178)
446,fBZZUJ,Juli Goldenberg / Monkey Paw / Stone 24 Carrot Golden Ale,Stone Brewing,Belgian Strong Golden Ale,8.5% ABV,40 IBU,(3.534)
447,fBZZUJ,30th Street Pale Ale,Green Flash Brewing Company,Pale Ale - American,6% ABV,45 IBU,(3.644)
448,fBZZUJ,Lions Winter Ale,Granville Island Brewing,Winter Ale,5.5% ABV,22 IBU,(3.731)
449,fBZZUJ,Anniversary Ale,Port Brewing Company,IPA - Imperial / Double,10.5% ABV,90 IBU,(3.942)
450,fBZZUJ,Delirium Argentum,Huyghe Brewery,Belgian Strong Golden Ale,7% ABV,55 IBU,(3.69)
451,fBZZUJ,Habitus,Mike Hess Brewing,IPA - Imperial / Double,8% ABV,100 IBU,(3.733)
452,fBZZUJ,20th Anniversary Encore Series: Stone 6th Anniversary Porter,Stone Brewing,Smoked Beer,8% ABV,60 IBU,(3.771)
453,fBZZUJ,20th Anniversary Encore Series: Stone 02.02.02 Vertical Epic Ale,Stone Brewing,Belgian Strong Golden Ale,7.5% ABV,40 IBU,(3.769)
454,fBZZUJ,Anniversary Lager,Jacob Leinenkugel Brewing Company,Lager - Amber,5.4% ABV,25 IBU,(3.496)
455,fBZZUJ,Gose,Real Ale Brewing Company,Sour - Gose,4.4% ABV,5 IBU,(3.608)
456,fBZZUJ,Labatt 50,Labatt Brewing Company,Blonde Ale,5% ABV,N/A IBU,(2.919)
457,fBZZUJ,3rd Anniversary Ale,Prairie Artisan Ales,Saison / Farmhouse Ale,8.4% ABV,N/A IBU,(3.746)
458,fBZZUJ,Birthday Suit Sour Farmhouse Ale (21st Anniversary),Uinta Brewing Company,Sour - Ale,6.3% ABV,N/A IBU,(3.878)
459,fBZZUJ,Vampire Slayer,Clown Shoes,Stout - Russian Imperial,10% ABV,N/A IBU,(3.981)
460,fBZZUJ,Here Comes Mango!,Belching Beaver Brewery,IPA - American,6.6% ABV,55 IBU,(3.774)
461,fBZZUJ,19th Anniversary Imperial IPA,Coronado Brewing Company,IPA - Imperial / Double,9% ABV,80 IBU,(3.905)
462,fBZZUJ,Twenty Three,Avery Brewing Co.,Saison / Farmhouse Ale,7.9% ABV,12 IBU,(3.703)
463,fBZZUJ,20th Anniversary,Weyerbacher Brewing Company,Belgian Strong Dark Ale,11% ABV,30 IBU,(3.921)
464,fBZZUJ,4th Anniversary,Prairie Artisan Ales,Sour - Ale,6.5% ABV,N/A IBU,(3.857)
465,fBZZUJ,25th Anniversary Ale,Goose Island Beer Co.,Extra Special / Strong Bitter,6.4% ABV,N/A IBU,(3.538)
466,fBZZUJ,21st Anniversary Ale,Weyerbacher Brewing Company,Stout - American Imperial / Double,11.9% ABV,N/A IBU,(4.001)
467,iEMsk8,Wee Heavier Anniversary Ale 2007,CB Craft Brewers,Scotch Ale / Wee Heavy,10.6% ABV,N/A IBU,(0)
468,iEMsk8,Vintage Ale (2007),"Fuller, Smith & Turner",Old Ale,8.5% ABV,N/A IBU,(3.98)
469,iEMsk8,Unibroue 17,Unibroue,Belgian Strong Dark Ale,10% ABV,35 IBU,(4.065)
470,iEMsk8,Anniversary Ale (2007),Sierra Nevada Brewing Co.,IPA - American,5.9% ABV,N/A IBU,(3.382)
471,ItEVNY,Anniversary Ale (2009),Sierra Nevada Brewing Co.,IPA - American,N/A ABV,N/A IBU,(3.467)
472,ItEVNY,Mahar's 20th Anniversary Ale (2009),Middle Ages Brewing,English Mild Ale,3.6% ABV,N/A IBU,(0)
473,HIuMUM,Antwerpen Stout,Guinness,Stout - Foreign / Export,8% ABV,52 IBU,(3.732)
474,HIuMUM,Stout Aged In Bulleit Bourbon Barrels,Guinness Open Gate Brewery & Barrel House,Stout - Foreign / Export,10% ABV,60 IBU,(4.047)
475,HIuMUM,Guinness Barrel Aged Antwerpen Stout,The Open Gate Brewery,Stout - Foreign / Export,11% ABV,N/A IBU,(4.046)
476,HIuMUM,Guinness Antwerpen Stout Barrel Finished,Guinness Open Gate Brewery & Barrel House,Stout - Foreign / Export,9% ABV,N/A IBU,(3.974)
477,HIuMUM,Antwerpen Stout Bourbon Barrel Finished,Guinness,Stout - Foreign / Export,11.2% ABV,N/A IBU,(4.044)
478,HIuMUM,Antwerpen Export Stout - Bourbon Barrel Age,The Open Gate Brewery,Stout - Other,10.2% ABV,N/A IBU,(4.059)
479,HIuMUM,Winterbier Stout,Stadsbrouwerij - brasserie 't Pakhuis,Stout - Other,7.5% ABV,N/A IBU,(0)
480,IyyejS,Anubis Imperial Coffee Porter,Laughing Dog Brewing,Porter - Imperial / Double,9.2% ABV,34 IBU,(3.759)
481,JCo28y,Asian Gold Blonde Ale,Harmon Brewing Company,Blonde Ale,4.4% ABV,N/A IBU,(0)
482,uHEs7N,Alt Route,Sierra Nevada Brewing Co.,Altbier,6.6% ABV,50 IBU,(3.368)
483,fdnFoV,Audition Blonde,Sierra Nevada Brewing Co.,Blonde Ale - Belgian Blonde / Golden,6.3% ABV,N/A IBU,(3.668)
484,8ugUQF,Fat Tire,New Belgium Brewing Company,Red Ale - American Amber / Red,5.2% ABV,22 IBU,(3.578)
485,zrqusY,Hobgoblin Legendary Ruby Beer,Wychwood Brewery,Brown Ale - English,5.2% ABV,32 IBU,(3.47)
486,zrqusY,N'Ice Chouffe,Brasserie d'Achouffe,Winter Ale,10% ABV,25 IBU,(3.698)
487,zrqusY,Dingle Dark Star,The Porterhouse Brewing Co.,Strong Ale - English,12% ABV,N/A IBU,(4.093)
488,zrqusY,Norefjell Dark Ale (winter Edition),Gøtt Mikrobryggeri,Dark Ale,4.7% ABV,N/A IBU,(2.832)
489,zrqusY,Winter Ale - Special Dark Edition,South Plains Brewing Company,Winter Ale,6% ABV,40 IBU,(3.236)
490,zrqusY,Dark Sour Ale,Brouwerij Stijl,Sour - Ale,7% ABV,N/A IBU,(3.34)
491,zrqusY,Limited Edition: Belgian Strong Dark Ale,Brouwerij Bliksem,Belgian Strong Dark Ale,10.5% ABV,24 IBU,(3.778)
492,zrqusY,Bourbon Barrel Aged Dark Star: Coffee Edition (2018),Fremont Brewing,Stout - Imperial Oatmeal,13.6% ABV,50 IBU,(4.435)
493,zrqusY,Bourbon Barrel Aged Dark Star – Coffee Edition,Fremont Brewing,Stout - Imperial Oatmeal,14.5% ABV,60 IBU,(4.435)
494,zrqusY,Bourbon Barrel Aged Dark Star – Coffee Edition (2017),Fremont Brewing,Stout - Imperial Oatmeal,13.1% ABV,50 IBU,(4.431)
