,beer_id,name,display_name,abv,ibu,style_id,year,glass_id,organic,brewery_id,retired,status,ingredients,hops,malt,misc,yeast
376,utrZWH,Dubbel,Dubbel,7.4,22,58,n/a,n/a,N,VEY3Xa,N,verified,3,36;,246;541;392;429;650;724;,936;,
377,RsTK7E,Dude of York,Dude of York,4.5,10,3,n/a,5,N,941OaA,N,verified,0,,,,
378,vzcxNZ,Dunkelweizen,Dunkelweizen,5.5,12.5,52,n/a,n/a,N,nHLlnK,N,verified,0,,,,
379,hKT9uI,Dunkelweizen Bock,Dunkelweizen Bock,7.2,25.0,53,n/a,n/a,N,nHLlnK,N,verified,0,,,,
380,nvaDvZ,Eagle Rare Barrel Aged Scotch Ale,Eagle Rare Barrel Aged Scotch Ale,11.3,30.0,15,n/a,n/a,N,nHLlnK,N,verified,0,,,,
381,AC98pm,Earth Day EPA,Earth Day EPA,5.2,37.5,5,n/a,5,N,nHLlnK,N,verified,0,,,,
382,jcxBhr,el Mole Ocho,el Mole Ocho (2011),8.4,,125,2011,5,N,AqEUBQ,N,verified,0,,,,
383,YBxI4X,El Mole Ocho,El Mole Ocho,10,16.4,124,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
384,PSRi4b,Electric Ray,Electric Ray,8.5,70,31,n/a,n/a,N,nHLlnK,N,verified,0,,,,
385,jBjeGJ,Electric Ray - Beer Camp Across America,Electric Ray - Beer Camp Across America (2014),8.5,70,97,2014,5,N,nHLlnK,N,verified,0,,,,
386,OFYff7,Envious,Envious (2012),7.5,37.5,119,2012,8,N,AqEUBQ,N,verified,0,,,,
387,DGhJbX,Equinox,Equinox,8.4,50,25,n/a,n/a,Y,nLsoQ9,N,verified,0,,,,
388,ebYlhO,Eroica,Eroica,7.4,10.8,72,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
389,MtJRP6,ESB,ESB,5.5,32,5,n/a,n/a,Y,4F7QA9,N,verified,0,,,,
390,TavGRG,ESB - Early Spring Beer,ESB - Early Spring Beer,5.9,36.0,25,n/a,5,N,nHLlnK,N,verified,0,,,,
391,LDb6oj,Estate Ale,Estate Ale,6.7,67,125,n/a,5,Y,nHLlnK,N,verified,0,,,,
392,kusLBU,Existential,Existential,11.1,80.0,34,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
393,Dn64tp,Experimental Hop Double IPA,Experimental Hop Double IPA,8,65,31,n/a,n/a,N,nHLlnK,N,verified,0,,,,
394,z9eSax,EXPERIMENTAL HOP PILSNER,EXPERIMENTAL HOP PILSNER,5.5,46,98,n/a,n/a,N,nHLlnK,N,verified,0,,,,
395,bTNGkO,Experimental Hop Session IPA,Experimental Hop Session IPA,4.6,41,164,n/a,n/a,N,nHLlnK,N,verified,0,,,,
396,H20aOl,Extra ESB - Small Batch Series,Extra ESB - Small Batch Series,7.8,37.5,5,n/a,n/a,N,IImUD9,N,verified,0,,,,
397,35wxef,Extra Stout,Extra Stout,5.3,35,23,n/a,n/a,N,VEY3Xa,N,verified,0,,,,
398,YViUzm,Extra Time,Extra Time,5.8,25.0,80,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
399,xjwBeb,Fall Ball Red,Fall Ball Red,8,70.0,33,n/a,5,N,DMU2Kf,N,verified,0,,,,
400,JW5SJV,Family Values,Family Values,8.5,35,37,n/a,n/a,N,nHLlnK,N,verified,0,,,,
401,xXEmDi,Fandom Ale Fusion XXXIX,Fandom Ale Fusion XXXIX,5.5,50,112,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
402,QefHZY,Farmhouse Hatter,Farmhouse Hatter,5.07,53,62,n/a,8,N,AqEUBQ,N,verified,3,24;90;,378;650;1950;,,1734;
403,xqbL8h,Fat Slim,Fat Slim,5,55,30,n/a,n/a,N,q6vJUK,N,verified,0,,,,
404,KPu2Ot,Festival Bier,Festival Bier,6,25.0,102,n/a,n/a,N,nHLlnK,N,verified,0,,,,
405,RsGMGn,Festive Ale,Festive Ale (2013),8.5,37.5,124,2013,n/a,N,TMc6H2,N,verified,0,,,,
406,ULacWY,Fils à Papa IV,Fils à Papa IV,6.5,,136,n/a,n/a,N,uM2jeT,N,verified,0,,,,
407,6fJQfz,Fils À Papa V,Fils À Papa V,8.5,32.5,59,n/a,n/a,N,uM2jeT,N,verified,0,,,,
408,ttJysx,Filthy Pumpkin,Filthy Pumpkin,7.75,65.0,43,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
409,9Ylplt,Fistful of Hops,Fistful of Hops,6.2,36.0,25,n/a,n/a,N,nHLlnK,N,verified,0,,,,
410,ceP1Cs,Five Hop - Experimental IPA,Five Hop - Experimental IPA,5.8,60,30,n/a,n/a,N,nHLlnK,N,verified,0,,,,
411,ePh6fw,Flipside Red IPA,Flipside Red IPA,6.2,60,32,n/a,5,N,nHLlnK,N,verified,2,24;27;79;118;,378;429;1922;854;,,
412,OxvWPv,Floral IPA - Beer Camp #53,Floral IPA - Beer Camp #53,5.9,60.0,30,n/a,n/a,N,nHLlnK,N,verified,0,,,,
413,1XAbSf,Foam Pilsner,Foam Pilsner,5.6,32.5,98,n/a,n/a,N,nHLlnK,N,verified,0,,,,
414,iYbsQ5,Fohn,Fohn,4.7,25.0,80,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
415,3wspDn,Foreign Extra Stout (Ghana),Foreign Extra Stout (Ghana),7.5,55.0,16,n/a,n/a,N,HaPdSL,N,verified,0,,,,
416,3nrJLN,Four Hopsmen - Comet Dry Hopped,Four Hopsmen - Comet Dry Hopped,5.2,36.0,25,n/a,n/a,N,q6vJUK,N,verified,0,,,,
417,g7a7Uo,Four Hopsmen - HBC 472,Four Hopsmen - HBC 472,5.2,36.0,25,n/a,n/a,N,q6vJUK,N,verified,0,,,,
418,IRIveF,Four Hopsmen - Hop Head Farms Eperimental Dry Hopped,Four Hopsmen - Hop Head Farms Eperimental Dry Hopped,5.2,36.0,25,n/a,n/a,N,q6vJUK,N,verified,0,,,,
419,ul1jng,Four Hopsmen - Mandarina Bavaria Dry Hopped,Four Hopsmen - Mandarina Bavaria Dry Hopped,5.2,36.0,25,n/a,n/a,N,q6vJUK,N,verified,0,,,,
420,HqKYLu,Four Roses Bourbon Bearwalker Sour,Four Roses Bourbon Bearwalker Sour,n/a,,40,n/a,n/a,Y,p1tFbP,N,verified,0,,,,
421,VyWf1j,Four Roses Rompo,Four Roses Rompo,n/a,12.5,118,n/a,n/a,Y,p1tFbP,N,verified,0,,,,
422,CFiVaj,Four Roses Sour,Four Roses Sour,n/a,,40,n/a,n/a,Y,p1tFbP,N,verified,0,,,,
423,N5lJcK,Four Witches ,Four Witches ,7.3,30.0,72,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
424,rJ51vR,Freedom Tickler,Freedom Tickler,6.8,30.0,72,n/a,n/a,N,q6vJUK,N,verified,0,,,,
425,YaI6zp,Fresh Hop - Mountain Series,Fresh Hop - Mountain Series,6.2,57,26,n/a,5,N,IImUD9,N,verified,0,,,,
426,FVFucy,Fresh Hop Double IPA,Fresh Hop Double IPA,8,82.5,31,n/a,n/a,N,nHLlnK,N,verified,0,,,,
427,1FBXjy,Fresh Hop IPA,Fresh Hop IPA,6.4,58,30,n/a,n/a,N,nHLlnK,N,verified,0,,,,
428,t0iVWe,Fresh Hops of Bel-Air,Fresh Hops of Bel-Air,5.5,35.0,32,n/a,n/a,N,q6vJUK,N,verified,0,,,,
429,tDKmD5,Fresh Sticky Nugs,Fresh Sticky Nugs,8,60,31,n/a,n/a,N,TMc6H2,N,verified,0,,,,
430,907FUe,Fugli,Fugli,5.8,60,30,n/a,5,N,q6vJUK,N,verified,0,,,,
431,PsFAwd,Full Circle,Full Circle,4.9,26,45,n/a,5,N,AqEUBQ,N,verified,3,46;84;,1950;854;,,1873;
432,AI17Hf,Fumble Brewski,Fumble Brewski,4.5,24.0,101,n/a,n/a,N,q6vJUK,N,verified,0,,,,
433,whlYbK,Funk Vessel,Funk Vessel,n/a,,40,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
434,276GV8,Funkytown,Funkytown,6,,170,n/a,n/a,N,VEY3Xa,N,verified,0,,,,
435,CWqXDN,Fusion 16,Fusion 16,4.8,54,108,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
436,w7z0LS,Fusion 17,Fusion 17,5.5,35.0,37,n/a,n/a,N,nLsoQ9,Y,verified,0,,,,
437,JoGCC1,Fusion 18,Fusion 18,10,80.0,34,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
438,hy7HsS,Fusion 20,Fusion 20,9,82.5,31,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
439,HG1dy6,Fusion 21,Fusion 21,4.7,40,30,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
440,uec7XF,Fusion 22,Fusion 22,7.8,,125,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
441,Cn8hSH,Fusion 23,Fusion 23,7,60.0,30,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
442,LVghwn,Fusion 24,Fusion 24,5.7,35.0,32,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
443,BZGnql,Fusion 26,Fusion 26,6.65,,26,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
444,5iehRZ,Fusion 30,Fusion 30,7.1,55,61,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
445,GXDZpo,Fusion 32,Fusion 32,7.5,60.0,30,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
446,cX0XkP,Fusion 34 Michiganja,Fusion 34 Michiganja,6.7,25.0,18,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
447,UFPFnA,Fusion 36: London Confusion,Fusion 36: London Confusion,6.5,49.0,2,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
448,GNtxMV,Fusion 39,Fusion 39,5.5,36.0,25,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
449,dTCluj,Fusion 40,Fusion 40,8.5,82.5,31,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
450,yZruL5,Fusion 48,Fusion 48,8.3,60.0,30,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
451,vLTky5,Fusion 49,Fusion 49,6.5,60.0,30,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
452,b65A4y,Fusion 9,Fusion 9,5.5,82.5,31,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
453,7BGyan,Fuzzworthy,Fuzzworthy,5.9,60.0,30,n/a,n/a,N,VEY3Xa,N,verified,0,,,,
454,mUt5nB,G'Afternoon,G'Afternoon,6,60,30,n/a,n/a,N,q6vJUK,N,verified,0,,,,
455,69R1Vd,G'Knight,G'Knight,8.7,85,31,n/a,5,N,q6vJUK,N,verified,0,,,,
456,CU2xRZ,G'Knight (Breckenridge Whiskey Barrel Aged),G'Knight (Breckenridge Whiskey Barrel Aged),8.7,70.0,33,n/a,n/a,N,q6vJUK,N,verified,0,,,,
457,esFZwY,G'Knight Imperial Red IPA,G'Knight Imperial Red IPA,8.7,,138,n/a,n/a,N,q6vJUK,N,verified,0,,,,
458,9cqNKc,Georgia Brown,Georgia Brown,5.8,30,37,n/a,5,N,TMc6H2,N,verified,0,,,,
459,oLL7QN,German Style IPA,German Style IPA,6.1,45,30,n/a,n/a,N,nHLlnK,N,verified,0,,,,
460,HiunCp,Gingerbread Old Chub,Gingerbread Old Chub,8,32,8,n/a,n/a,N,q6vJUK,N,verified,0,,,,
461,oBALsi,Glissade Golden Bock,Glissade Golden Bock,6.4,42,89,n/a,5,N,nHLlnK,N,verified,0,,,,
462,VFG5pL,GnarlyWine,GnarlyWine,10.6,80.0,34,n/a,5,N,nLsoQ9,N,verified,0,,,,
463,jMQlvu,Goin' Coastal,Goin' Coastal,6.1,60.0,30,n/a,n/a,N,TMc6H2,N,verified,0,,,,
464,8qafAu,Golden Ale,Golden Ale,4.5,20.0,36,n/a,n/a,N,HaPdSL,N,verified,0,,,,
465,WCPtV5,Golden Cap Saison Ale,Golden Cap Saison Ale,6.25,30.0,72,n/a,5,N,AqEUBQ,N,verified,1,,792;,,
466,ZVmIsO,Golden Flash,Golden Flash,5.7,30.0,1,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
467,llmv40,Golden IPA,Golden IPA,5.9,55,30,n/a,n/a,N,nHLlnK,N,verified,2,22;24;26;,378;650;1922;,,
468,trEROu,Good Game,Good Game,11,37.5,60,n/a,n/a,N,q6vJUK,N,verified,0,,,,
469,FocTXx,Goofer Dust,Goofer Dust,6.1,40,25,n/a,n/a,Y,q6vJUK,N,verified,0,,,,
470,S3xcp2,Gr8ful Anniversary Ale,Gr8ful Anniversary Ale,5.2,37.5,119,n/a,n/a,N,VEY3Xa,N,verified,0,,,,
471,CwbQiB,Grand Royal,Grand Royal,8.3,80,31,n/a,n/a,N,VEY3Xa,N,verified,0,,,,
472,4o9Ml2,Grandma's Closet,Grandma's Closet,7.6,,132,n/a,n/a,N,nHLlnK,N,verified,0,,,,
473,17XX3q,GRAPE-A-RITA,GRAPE-A-RITA,n/a,,161,n/a,n/a,N,BznahA,N,verified,0,,,,
474,U7lF72,Grass Monkey,Grass Monkey,5.4,35,112,n/a,n/a,N,TMc6H2,N,verified,0,,,,
475,wJ9ull,Gravenstime,Gravenstime,4.6,,164,n/a,5,N,nLsoQ9,N,verified,0,,,,
476,o4farp,Gravitation Collaboration,Gravitation Collaboration,7.8,29.0,89,n/a,n/a,Y,AqEUBQ,N,verified,0,,,,
477,Cj5RaA,Great Pumpkin,Great Pumpkin,5.5,37.5,121,n/a,n/a,N,p3YrOa,N,verified,0,,,,
478,nPSHXY,Green Monsta IPA,Green Monsta IPA,7.3,55,30,n/a,5,N,DifSi4,N,verified,1,,272;385;387;766;1922;,,
479,DUmEEi,Green State Lager,Green State Lager,4.9,25,98,n/a,n/a,N,VEY3Xa,N,verified,1,59;,,,
480,GVNZZQ,Green Valley Wild Hop Lager,Green Valley Wild Hop Lager,5,10.5,97,n/a,5,Y,BznahA,N,verified,0,,,,
481,7gKo41,Grizzly Imperial Pale Ale,Grizzly Imperial Pale Ale,8.1,85,30,n/a,n/a,N,4F7QA9,N,verified,2,22;24;51;115;135;,209;828;398;234;,,
482,avUZok,Ground Score,Ground Score,7.1,85,25,n/a,n/a,N,TMc6H2,N,verified,0,,,,
483,56HXGK,GUARD de BEER,GUARD de BEER,7,25.0,71,n/a,n/a,N,nHLlnK,N,verified,0,,,,
484,coUX1m,Gubna,Gubna,10,100,31,n/a,5,N,q6vJUK,N,verified,0,,,,
485,pq9MUi,Gubna Barrel Aged,Gubna Barrel Aged,11,100,31,n/a,n/a,N,q6vJUK,N,verified,0,,,,
486,2YWln7,Gubna Imperial IPA,Gubna Imperial IPA,10,82.5,31,n/a,n/a,N,q6vJUK,N,verified,0,,,,
487,NamZiK,Guinness 250th Anniversary Stout,Guinness 250th Anniversary Stout,5,47.5,42,n/a,5,N,HaPdSL,N,verified,0,,,,
488,Yq3v6n,Guinness Black Lager,Guinness Black Lager,4.5,26.0,84,n/a,5,N,HaPdSL,N,verified,0,,,,
489,qbeSzR,Guinness Blonde,Guinness Blonde,5,21,93,n/a,5,N,HaPdSL,N,verified,0,,,,
490,StkEiv,Guinness Draught,Guinness Draught,4.3,50,23,n/a,5,N,HaPdSL,N,verified,2,75;,534;753;234;,,
491,gkSM7N,Guinness Dublin Porter,Guinness Dublin Porter,3.8,45.0,24,n/a,5,N,HaPdSL,N,verified,0,,,,
492,K2qBGW,Guinness Extra Stout,Guinness Extra Stout,5,47.5,42,n/a,5,N,HaPdSL,N,verified,0,,,,
493,J9xszw,Guinness Foreign Extra,Guinness Foreign Extra,7.5,40,24,n/a,5,N,HaPdSL,N,verified,0,,,,
494,c9u7Eo,Guinness Generous Ale,Guinness Generous Ale,5.6,24.0,22,n/a,5,N,HaPdSL,N,verified,0,,,,
495,Ia4uJ0,Guinness Milk Stout,Guinness Milk Stout,5,20.0,20,n/a,n/a,N,HaPdSL,N,verified,0,,,,
496,8LowIZ,Guinness Nitro IPA,Guinness Nitro IPA,5.8,40,30,n/a,n/a,N,HaPdSL,N,verified,1,1;22;23;25;146;,,,
497,JfC6wN,Guinness Red Harvest Stout,Guinness Red Harvest Stout,4.1,35.0,23,n/a,5,N,HaPdSL,N,verified,0,,,,
498,DGCFAD,Guinness Rye Pale Ale,Guinness Rye Pale Ale,5,,117,n/a,n/a,N,HaPdSL,N,verified,0,,,,
499,unQfZE,Guinness Special Export,Guinness Special Export,8,45.0,24,n/a,n/a,N,HaPdSL,N,verified,0,,,,
500,FAIsfG,Guinness West Indies Porter,Guinness West Indies Porter,6,25.0,18,n/a,n/a,N,HaPdSL,N,verified,0,,,,
501,hf0GB8,Hairy Highlander,Hairy Highlander,n/a,30.0,15,n/a,n/a,Y,p1tFbP,N,verified,0,,,,
502,4BzAQE,Happy Ending,Happy Ending (2014),9,65.0,43,2014,n/a,N,TMc6H2,N,verified,0,,,,
503,Hb6O3U,Happy Ending,Happy Ending,9,65.0,43,n/a,5,N,TMc6H2,N,verified,0,,,,
504,NRRfYP,Harbin Lager,Harbin Lager,5.5,20.0,77,n/a,n/a,N,BznahA,N,verified,0,,,,
505,CD9BLy,Harmon Killerbrew,Harmon Killerbrew,7.6,24.0,22,n/a,5,N,DMU2Kf,N,verified,0,,,,
506,ztJYpI,Harp Lager,Harp Lager,5,10.5,97,n/a,4,N,HaPdSL,N,verified,0,,,,
507,Yzokxa,Harp Premium Imported Lager,Harp Premium Imported Lager,4.5,10.5,97,n/a,5,N,HaPdSL,N,verified,0,,,,
508,eIZS7k,Harvest Ale,Harvest Ale,6.5,36.0,25,n/a,5,N,nHLlnK,Y,verified,0,,,,
509,GGaceU,Harvest Ale 2007,Harvest Ale 2007,6.7,36.0,25,n/a,5,N,nHLlnK,N,verified,0,,,,
510,YEIMmF,Harvest Brewers Select IPA,Harvest Brewers Select IPA (2016),6.6,60.0,30,2016,n/a,N,nHLlnK,N,verified,0,,,,
511,x8U1bY,Harvest Fresh Hop IPA - Southern Hemisphere Harvest,Harvest Fresh Hop IPA - Southern Hemisphere Harvest,6.7,67,26,n/a,n/a,N,nHLlnK,N,verified,0,,,,
512,CU1fkx,Harvest Newly Developed Hop IPA (2015),Harvest Newly Developed Hop IPA (2015),6.5,55,30,n/a,n/a,N,nHLlnK,N,verified,0,,,,
513,peyS4P,Harvest Single Hop IPA - Equinox Hops,Harvest Single Hop IPA - Equinox Hops,6.5,55,30,n/a,5,N,nHLlnK,N,verified,0,,,,
514,0oHOZv,Harvest Single Hop IPA - Idaho 7 Varietal,Harvest Single Hop IPA - Idaho 7 Varietal,6.5,55,30,n/a,n/a,N,nHLlnK,N,verified,0,,,,
515,zGsXaD,Harvest Single Hop Mandarina Hops,Harvest Single Hop Mandarina Hops,6.5,60.0,30,n/a,n/a,N,nHLlnK,N,verified,0,,,,
516,FK6HtH,Harvest Single Hop Yakima #291,Harvest Single Hop Yakima #291,6.5,55,30,n/a,n/a,N,nHLlnK,N,verified,0,,,,
517,ZSCpkz,Harvest Wet Hop IPA - Northern Hemisphere Harvest,Harvest Wet Hop IPA - Northern Hemisphere Harvest,6.7,67,26,n/a,n/a,N,nHLlnK,N,verified,0,,,,
518,Mx9jQm,Harvest Wild Hop IPA - Neomexicanus Varietal,Harvest Wild Hop IPA - Neomexicanus Varietal,6.5,55,30,n/a,n/a,N,nHLlnK,N,verified,0,,,,
519,0s57EN,Hash Brown,Hash Brown,6.2,60,37,n/a,n/a,N,TMc6H2,N,verified,0,,,,
520,JKdiyv,Hash Session IPA,Hash Session IPA,4.2,,164,n/a,n/a,N,TMc6H2,N,verified,1,4;17;,,,
521,Oawv0J,Hatchery series #4 Chocolate Milk Stout,Hatchery series #4 Chocolate Milk Stout,5.4,20.0,20,n/a,n/a,N,TMc6H2,N,verified,0,,,,
522,JzAHi3,Hatchery Series #5 - NE Style IPA,Hatchery Series #5 - NE Style IPA,7.5,60.0,30,n/a,n/a,N,TMc6H2,N,verified,0,,,,
523,ygnsjS,Hatchery Series 1 - Mosaic Hop IPA,Hatchery Series 1 - Mosaic Hop IPA,6.4,60.0,30,n/a,n/a,N,TMc6H2,N,verified,0,,,,
524,MZicx4,Hatchery Series 2 Mexican Style Lager,Hatchery Series 2 Mexican Style Lager,4.8,,128,n/a,n/a,N,TMc6H2,N,verified,0,,,,
525,LnzGvI,Hatchery Series Release #6: Golden Summer Ale,Hatchery Series Release #6: Golden Summer Ale,4.8,35,36,n/a,n/a,N,TMc6H2,N,verified,0,,,,
526,b601KW,Hazy Little Thing,Hazy Little Thing,6.7,40,30,n/a,n/a,N,nHLlnK,N,verified,0,,,,
527,tuyIzW,Hazy Memory,Hazy Memory,7.7,60.0,172,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
528,QFOApS,Hefe Proper Ale,Hefe Proper Ale,4,9,48,n/a,5,N,IImUD9,Y,verified,0,,,,
529,5LHS1h,Hefeweizen,Hefeweizen,4.2,12,48,n/a,n/a,Y,p1tFbP,N,verified,0,,,,
530,zD2FYX,Hefeweizen,Hefeweizen,4,28,48,n/a,n/a,Y,4F7QA9,N,verified,0,,,,
531,DsrVwL,Hibiscus Strawberry Gose,Hibiscus Strawberry Gose,4,12.5,47,n/a,n/a,Y,p1tFbP,N,verified,0,,,,
532,FW35fB,High Life Light,High Life Light,4.5,7.5,94,n/a,4,N,hGFVYy,N,verified,0,,,,
533,4U8cc8,High Sierra FestivAle,High Sierra FestivAle,5.2,20.0,36,n/a,n/a,N,nHLlnK,N,verified,0,,,,
534,IDxKzR,High West-ified Imperial Coffee Stout,High West-ified Imperial Coffee Stout,12.2,65.0,43,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
535,5ntmM9,Holidale,Holidale,7.4,,132,n/a,n/a,N,IImUD9,N,verified,0,,,,
536,GnPJde,Holidale (2016),Holidale (2016),10.3,,132,n/a,n/a,N,IImUD9,N,verified,0,,,,
537,t787n5,Holidale (2017),Holidale (2017),8.8,22,132,n/a,n/a,N,IImUD9,N,verified,0,,,,
538,YUaX19,Holiday Ale (2011),Holiday Ale (2011),7.6,63.21,125,n/a,5,N,nLsoQ9,N,verified,0,,,,
539,C0Ax0o,Holiday Haze,Holiday Haze,6.5,40,30,n/a,n/a,N,nHLlnK,N,verified,0,,,,
540,9UUKMj,Holiday Leftovers Ale,Holiday Leftovers Ale,7.6,63.21,125,n/a,5,N,nLsoQ9,N,verified,0,,,,
541,blZIJW,Home Skillet,Home Skillet,5.6,60.0,41,n/a,n/a,N,q6vJUK,N,verified,0,,,,
542,afK7hW,Honey Blonde,Honey Blonde,5.2,20.0,36,n/a,n/a,N,DMU2Kf,N,verified,0,,,,
543,2VR5QQ,Hop And Sour,Hop And Sour,4.4,,40,n/a,n/a,N,nHLlnK,N,verified,0,,,,
544,MUXP6K,Hop Bam,Hop Bam,5.8,,n/a,n/a,n/a,N,nHLlnK,N,verified,0,,,,
545,YSLzio,Hop Bullet IPA,Hop Bullet IPA,8,50,31,n/a,n/a,N,nHLlnK,N,verified,0,,,,
546,fqgLPD,Hop Dog Fresh Hop Pale,Hop Dog Fresh Hop Pale,5.6,34.4,26,n/a,5,N,yX6twV,N,verified,0,,,,
547,JOxnlJ,Hop Dog Harvest Pale Ale,Hop Dog Harvest Pale Ale,6.2,36.0,25,n/a,8,N,yX6twV,N,verified,0,,,,
548,kVKPX7,Hop Harmony,Hop Harmony,6.7,60.0,30,n/a,5,N,nHLlnK,N,verified,0,,,,
549,7HHwqy,Hop Hash,Hop Hash,7.8,100,31,n/a,5,N,TMc6H2,N,verified,2,24;,724;1922;854;,,
550,AAdvVo,Hop House Lager,Hop House Lager,5,10.5,97,n/a,n/a,N,HaPdSL,N,verified,0,,,,
551,Xmetdp,Hop Hunter IPA,Hop Hunter IPA,6.2,60,26,n/a,n/a,N,nHLlnK,N,verified,0,,,,
552,kQiE9q,Hop Peak,Hop Peak,6.5,60.0,30,n/a,n/a,N,IImUD9,N,verified,0,,,,
553,4QXro7,Hop Secret 644,Hop Secret 644,7,,n/a,n/a,n/a,N,nHLlnK,N,verified,0,,,,
554,qXs21b,Hop Smack Double,Hop Smack Double,8.1,,125,n/a,n/a,N,nHLlnK,N,verified,0,,,,
555,Pni8Jo,Hop Stoopid,Hop Stoopid,8,102,31,n/a,5,N,nLsoQ9,N,verified,0,,,,
556,4NgQyT,Hop-Scotch,Hop-Scotch,6.2,,150,n/a,n/a,N,VEY3Xa,N,verified,0,,,,
557,Rj8PxJ,Hopfenweisse,Hopfenweisse,5.7,22.5,112,n/a,n/a,N,VEY3Xa,N,verified,0,,,,
558,bn1wGG,Hopivore,Hopivore,5.84,55.5,26,n/a,5,N,AqEUBQ,N,verified,3,22;24;,378;1922;,,1835;
559,3neLUw,Hoppy Amber Ale - Mountain Series,Hoppy Amber Ale - Mountain Series,6.4,35.0,32,n/a,n/a,N,IImUD9,N,verified,0,,,,
560,xcGtHr,Hoppy Anniversary IPA,Hoppy Anniversary IPA,5.9,60.0,30,n/a,n/a,Y,p1tFbP,N,verified,0,,,,
561,x8Bv0f,Hoppy Floppy,Hoppy Floppy,7.5,60.0,30,n/a,n/a,N,q6vJUK,N,verified,0,,,,
562,EO71ZO,Hoppy Saison,Hoppy Saison,5,40,72,n/a,n/a,Y,p1tFbP,N,verified,0,,,,
563,jbvl8b,Hoppy Saison Mancrush,Hoppy Saison Mancrush,n/a,30.0,72,n/a,n/a,N,q6vJUK,N,verified,0,,,,
564,qpyuqH,Hoppy Seconds,Hoppy Seconds,8.4,,27,n/a,n/a,N,q6vJUK,N,verified,0,,,,
565,XFwk42,Hoppy Wheat IPA,Hoppy Wheat IPA,6.2,52,30,n/a,n/a,N,nHLlnK,N,verified,0,,,,
566,sAQpBR,Hoptimum,Hoptimum (2018),9.6,68,31,2018,n/a,N,nHLlnK,N,verified,0,,,,
567,KQDQgO,Hoptimum,Hoptimum,10.4,100,31,n/a,5,N,nHLlnK,N,verified,0,,,,
568,nOFAoT,Hoptinite,Hoptinite,8,60.0,30,n/a,n/a,N,nHLlnK,N,verified,0,,,,
569,Z1g2ua,Hoptronix,Hoptronix,9,70,31,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
570,ZRujA6,Hotbox Coffee IPA,Hotbox Coffee IPA,7.2,70,30,n/a,n/a,N,q6vJUK,N,verified,0,,,,
571,fOFhEa,Hotbox Coffee Porter,Hotbox Coffee Porter,6.5,25.0,18,n/a,n/a,N,q6vJUK,N,verified,0,,,,
572,bp7TkJ,HotSide Sour Mashed DayTime,HotSide Sour Mashed DayTime,4.65,,170,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
573,IAP9Ye,Huckleberry Cream Ale,Huckleberry Cream Ale,5.5,11.7,109,n/a,5,N,yX6twV,N,verified,0,,,,
574,BceaoL,Hummer,Hummer,5.1,22.5,61,n/a,n/a,N,TMc6H2,N,verified,0,,,,
575,Da2apu,Hurricane,Hurricane,5.9,17.5,100,n/a,n/a,N,BznahA,N,verified,0,,,,
576,ptlOzL,Hurricane High Gravity,Hurricane High Gravity,8,17.5,100,n/a,n/a,N,BznahA,N,verified,0,,,,
577,Oobtwc,IceyPA,IceyPA,7,60.0,30,n/a,n/a,N,q6vJUK,N,verified,0,,,,
578,qQTYZ8,Ichabod Pumpkin Ale,Ichabod Pumpkin Ale,5.2,26,121,n/a,5,N,AqEUBQ,N,verified,4,22;,378;1950;,1039;1285;1383;1386;,1835;
579,Wemgbs,Imperial Black IPA,Imperial Black IPA,7.3,70,41,n/a,5,N,DifSi4,N,verified,0,,,,
580,CtqQJb,Imperial Hatter,Imperial Hatter,9.4,76,31,n/a,5,N,AqEUBQ,N,verified,3,22;24;155;,378;650;1950;,,1835;
