,beer_id,name,display_name,abv,ibu,style_id,year,glass_id,organic,brewery_id,retired,status,ingredients,hops,malt,misc,yeast
581,kSrchj,Imperial India Brown Ale,Imperial India Brown Ale,9.2,35.0,37,n/a,n/a,N,4F7QA9,N,verified,0,,,,
582,AVcFA8,Imperial Pecan Porter,Imperial Pecan Porter,9,42.5,158,n/a,n/a,N,yX6twV,N,verified,0,,,,
583,AdHXWs,Imperial Pils,Imperial Pils,8.6,57,98,n/a,4,N,nLsoQ9,N,verified,0,,,,
584,dbN8in,Imperial Pilsner - Beer Camp #43,Imperial Pilsner - Beer Camp #43,5.6,32.5,98,n/a,4,N,nHLlnK,N,verified,0,,,,
585,EpkUho,Imperial Plum IPA,Imperial Plum IPA,9,57,31,n/a,n/a,N,IImUD9,N,verified,0,,,,
586,uL3sSR,Imperial Pumpkin,Imperial Pumpkin,8,32,121,n/a,5,N,DifSi4,N,verified,0,,,,
587,8zibUO,Imperial Red Ale,Imperial Red Ale,7.6,24.0,22,n/a,5,N,DMU2Kf,N,verified,0,,,,
588,htbWwF,Imperial Red Ale,Imperial Red Ale,7.8,84,32,n/a,5,N,nLsoQ9,N,verified,0,,,,
589,meCiGU,Imperial Red Ale - Beer Camp #65,Imperial Red Ale - Beer Camp #65,8.1,70.0,33,n/a,n/a,N,nHLlnK,N,verified,0,,,,
590,INJWpy,Imperial Stout,Imperial Stout,9.9,72.45,42,n/a,5,N,nLsoQ9,N,verified,0,,,,
591,oC1Ux4,Imperial Stout (Fudge And Sickle),Imperial Stout (Fudge And Sickle),9.9,15,43,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
592,xdvDOQ,Imperial White IPA - Brewery Lane Series,Imperial White IPA - Brewery Lane Series,9,67,31,n/a,n/a,N,IImUD9,N,verified,0,,,,
593,wXVeJD,Incorrigible,Incorrigible,4.5,3,40,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
594,uzbisB,Incorrigible Reserve,Incorrigible Reserve,4.5,5,136,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
595,qpfWYm,India Farmhouse Ale,India Farmhouse Ale,7.4,30.0,72,n/a,n/a,N,nHLlnK,N,verified,0,,,,
596,gVynTw,India Pale Ale,India Pale Ale,6.8,36.0,25,n/a,n/a,N,nHLlnK,N,verified,0,,,,
597,3WxXFm,India Pale Ale IPA,India Pale Ale IPA,6.4,66.5,30,n/a,n/a,N,yX6twV,N,verified,0,,,,
598,yEe3T6,Interstate SMASH Express - Calypso,Interstate SMASH Express - Calypso,7.1,60.0,30,n/a,n/a,N,q6vJUK,N,verified,0,,,,
599,mFO6aU,Into the Woods,Into the Woods,n/a,35.0,37,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
600,si7pxG,IPA,IPA,5.6,50,30,n/a,n/a,N,DifSi4,N,verified,0,,,,
601,DiM4QZ,IPA with Rosemary,IPA with Rosemary,n/a,60.0,30,n/a,n/a,N,TMc6H2,N,verified,0,,,,
602,Yuzbjs,Irish Wheat,Irish Wheat,5.3,22.5,112,n/a,n/a,N,HaPdSL,N,verified,0,,,,
603,mrLL4r,Jack's Pumpkin Spice Ale,Jack's Pumpkin Spice Ale,5.5,37.5,124,n/a,n/a,N,BznahA,N,verified,0,,,,
604,EiBcm8,Jack-Ale-Lantern,Jack-Ale-Lantern,n/a,37.5,121,n/a,n/a,N,p1tFbP,N,verified,0,,,,
605,V9x9qv,Jackalope Coffee Stout,Jackalope Coffee Stout,n/a,47.5,42,n/a,n/a,Y,p1tFbP,N,verified,0,,,,
606,MFgb7Y,Javanilla Ten FIDY,Javanilla Ten FIDY,10.5,65.0,43,n/a,n/a,N,q6vJUK,N,verified,0,,,,
607,LIY58Q,Jazz Honkey Donkey-Weizen,Jazz Honkey Donkey-Weizen,n/a,12.5,52,n/a,n/a,Y,p1tFbP,N,verified,0,,,,
608,jNqqVQ,Jenny Scream Ale,Jenny Scream Ale,5.3,15,109,n/a,n/a,N,q6vJUK,N,verified,0,,,,
609,J0OjIy,Johnny Appleseed,Johnny Appleseed,5.5,,149,n/a,n/a,N,BznahA,N,verified,0,,,,
610,KcLuc7,Johnny Berliner,Johnny Berliner,4,4.5,46,n/a,5,N,p3YrOa,N,verified,0,,,,
611,gm9FbA,Johnny Hash - Dank Tank,Johnny Hash - Dank Tank,8.5,82.5,31,n/a,n/a,N,TMc6H2,N,verified,0,,,,
612,ghPF7u,Juhlia,Juhlia,7.2,,n/a,n/a,n/a,N,VEY3Xa,N,verified,0,,,,
613,NaTBQp,Juicy Dust,Juicy Dust,6.2,60.0,30,n/a,n/a,N,q6vJUK,N,verified,0,,,,
614,FfmdpM,Juicy Wolf,Juicy Wolf,4.8,,164,n/a,n/a,N,q6vJUK,N,verified,0,,,,
615,e4in1c,Kaliber,Kaliber,0.5,,139,n/a,5,N,HaPdSL,N,verified,0,,,,
616,xw3Nti,Karaoke Fail,Karaoke Fail,6.7,37,25,n/a,n/a,N,nHLlnK,N,verified,0,,,,
617,dNnIWw,Kate The Great Russian Imperial Stout,Kate The Great Russian Imperial Stout,9.5,65.0,43,n/a,n/a,N,4F7QA9,N,verified,0,,,,
618,Lo0Ybu,Keller,Keller,4.9,25,56,n/a,n/a,N,VEY3Xa,N,verified,0,,,,
619,JVv3qI,Kellerweis,Kellerweis,4.8,15,48,n/a,5,N,nHLlnK,N,verified,0,,,,
620,P9Ly3t,Kilkenny Irish Cream Ale,Kilkenny Irish Cream Ale,4.3,29,109,n/a,n/a,N,HaPdSL,N,verified,0,,,,
621,OIKxkJ,Kill Ugly Radio,Kill Ugly Radio,7.8,60.0,30,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
622,SDUD8m,King Cobra,King Cobra,6,17.5,100,n/a,n/a,N,BznahA,N,verified,0,,,,
623,XRsG9K,Kings Dish,Kings Dish,6.8,55,138,n/a,n/a,N,IImUD9,N,verified,0,,,,
624,FNByFy,Knightro,Knightro,4.6,35.0,23,n/a,n/a,N,nHLlnK,N,verified,0,,,,
625,vuZYco,Kolsch,Kolsch,5,34,45,n/a,n/a,N,nHLlnK,N,verified,0,,,,
626,wkaQ3k,Kolsch Style Ale - Mountain Series,Kolsch Style Ale - Mountain Series,n/a,21.5,45,n/a,n/a,N,IImUD9,N,verified,0,,,,
627,7x2tzn,Kölsch TEST DUMMIES,Kölsch TEST DUMMIES,6.4,37.5,119,n/a,n/a,N,nHLlnK,N,verified,0,,,,
628,dWISHQ,Lagunator,Lagunator,7.9,42.2,93,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
629,iLlMCb,Lagunitas IPA,Lagunitas IPA,6.2,45.6,30,n/a,5,N,nLsoQ9,N,verified,0,,,,
630,DwGaaX,Lagunitas Undercover Investigation Shut-Down Ale,Lagunitas Undercover Investigation Shut-Down Ale,9.6,66.6,25,n/a,5,N,nLsoQ9,N,verified,0,,,,
631,QuJNYq,Larry,Larry,7.5,82.5,31,n/a,n/a,N,DifSi4,N,verified,0,,,,
632,jZMQtq,Larry Imperial IPA,Larry Imperial IPA,8.5,85,30,n/a,5,N,DifSi4,N,verified,2,4;24;26;79;118;,378;650;1922;,,
633,lj8S4n,Larry Triple Douple,Larry Triple Douple,8.5,85,62,n/a,n/a,N,DifSi4,N,verified,0,,,,
634,QNucGY,Left Behind,Left Behind,n/a,36.0,25,n/a,n/a,Y,p1tFbP,N,verified,0,,,,
635,41SRDq,Leghorn IPA Barrel Aged - Dickel,Leghorn IPA Barrel Aged - Dickel,n/a,,133,n/a,n/a,Y,p1tFbP,N,verified,0,,,,
636,Oklbuw,Leghorn Rye IPA,Leghorn Rye IPA,6,65,30,n/a,n/a,Y,p1tFbP,N,verified,0,,,,
637,3Csw32,Liberty Blonde,Liberty Blonde,4.9,32,36,n/a,n/a,Y,p1tFbP,N,verified,0,,,,
638,xoUVy2,Life and Limb,Life and Limb,10.2,,n/a,n/a,6,N,nHLlnK,N,verified,0,,,,
639,vrGuPg,Liger Lager,Liger Lager,6.9,10.5,97,n/a,n/a,N,4F7QA9,N,verified,0,,,,
640,2NsDUk,Light IPA,Light IPA,4,37,30,n/a,5,N,DifSi4,N,verified,0,,,,
641,36DmYw,Lime-a-Rita,Lime-a-Rita,8,,161,n/a,n/a,N,BznahA,N,verified,0,,,,
642,a29mU4,Little Birdy,Little Birdy,6.9,60.0,30,n/a,n/a,N,VEY3Xa,N,verified,0,,,,
643,2mfXU8,Little Bohemia,Little Bohemia,5.3,,138,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
644,jshi8D,Little Sumpin’ Wild,Little Sumpin’ Wild,8.74,72.51,25,n/a,5,N,nLsoQ9,N,verified,0,,,,
645,XDaNfi,Little Wolf,Little Wolf,4.7,40,25,n/a,n/a,N,VEY3Xa,N,verified,2,22;27;72;1972;,840;692;234;,,
646,DqTrrP,Lolo IPA,Lolo IPA,6.4,60,30,n/a,n/a,Y,4F7QA9,N,verified,0,,,,
647,J183HL,London Calling,London Calling,3.2,15.0,10,n/a,n/a,N,VEY3Xa,N,verified,0,,,,
648,DmCMSF,London Calling English Porter Cask,London Calling English Porter Cask,5.3,42.5,158,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
649,epip51,Long Steam IPA,Long Steam IPA,5.8,60.0,30,n/a,5,N,nHLlnK,N,verified,0,,,,
650,zDUkcd,Lost Dune,Lost Dune,5.5,30,119,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
651,r1uQvZ,Lovebird Wheat,Lovebird Wheat,4.4,12.5,48,n/a,9,N,p1tFbP,N,verified,0,,,,
652,DNAmvo,LowRYEder IPA,LowRYEder IPA,6.2,45,117,n/a,5,N,TMc6H2,N,verified,0,,,,
653,CWwxeR,Lucky 13,Lucky 13,8.3,76.92,32,n/a,5,N,nLsoQ9,N,verified,0,,,,
654,eEWCFd,Lucky U IPA,Lucky U IPA,6.2,68,30,n/a,5,N,IImUD9,N,verified,0,,,,
655,SItgWZ,Lupu Lava Tropical IPA,Lupu Lava Tropical IPA,6.8,60.0,30,n/a,n/a,N,q6vJUK,N,verified,1,44;1972;118;,,,
656,R5Y92z,Ma Mère Spéciale,Ma Mère Spéciale,6,,70,n/a,n/a,N,uM2jeT,N,verified,0,,,,
657,C94dnF,Mach 25 Intergalactic Planetary Ale,Mach 25 Intergalactic Planetary Ale,5,,n/a,n/a,n/a,N,nHLlnK,N,verified,0,,,,
658,c0okIY,Mad Catter,Mad Catter,7,82.5,31,n/a,8,N,AqEUBQ,N,verified,0,,,,
659,baONtD,Mad Hatter IPA,Mad Hatter IPA,7,55,30,n/a,5,N,AqEUBQ,N,verified,3,22;24;27;,650;1950;365;854;,,1835;
660,56hSxC,Madonna,Madonna,8,90,31,n/a,n/a,N,VEY3Xa,N,verified,0,,,,
661,CEVOre,Mai-nd-Bockling,Mai-nd-Bockling,6,30,89,n/a,n/a,N,nHLlnK,N,verified,0,,,,
662,n8itvA,Maillard's Odyssey,Maillard's Odyssey,8.5,40,33,n/a,n/a,N,nHLlnK,N,verified,0,,,,
663,whHlqc,Maillard's Odyssey - Beer Camp Across America,Maillard's Odyssey - Beer Camp Across America (2014),8.5,40,28,2014,5,N,nHLlnK,N,verified,0,,,,
664,xLOOss,Mama's Little Yella Pils,Mama's Little Yella Pils,5.3,35,75,n/a,5,N,q6vJUK,N,verified,0,,,,
665,u0mJPG,Man Full of Trouble,Man Full of Trouble,5,25.0,18,n/a,n/a,N,p3YrOa,N,verified,0,,,,
666,E5i29p,Mandarina Bavaria,Mandarina Bavaria,4.9,,92,n/a,n/a,N,VEY3Xa,N,verified,0,,,,
667,dS0wsG,Mango Mosaic Pale Ale,Mango Mosaic Pale Ale,5.5,29,25,n/a,n/a,N,IImUD9,N,verified,0,,,,
668,iNpc02,Maple Scotch-Style Ale,Maple Scotch-Style Ale,7.3,43,15,n/a,n/a,N,nHLlnK,N,verified,0,,,,
669,fIWpZI,Marilla Trail,Marilla Trail,10.1,,132,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
670,EWG6gq,Martzen,Martzen,n/a,21.5,81,n/a,n/a,N,q6vJUK,N,verified,0,,,,
671,mjPDnq,Mash Appeal,Mash Appeal,4.3,19,93,n/a,n/a,N,q6vJUK,N,verified,0,,,,
672,fnqCGB,Maximus,Maximus,8.2,72.4,30,n/a,5,N,nLsoQ9,N,verified,0,,,,
673,RVXI4q,McKercher's Keller Kolsch,McKercher's Keller Kolsch,5.2,21.5,45,n/a,n/a,N,q6vJUK,N,verified,0,,,,
674,tupCCv,Mean Joe Bean,Mean Joe Bean,8.5,25.0,18,n/a,n/a,N,TMc6H2,N,verified,0,,,,
675,2z4qK8,Michigan Awesome Hatter,Michigan Awesome Hatter,5.8,55,25,n/a,5,N,AqEUBQ,N,verified,0,,,,
676,TMp47T,Michigan Hatter,Michigan Hatter,4.8,60.0,30,n/a,5,N,AqEUBQ,N,verified,0,,,,
677,RiwjnU,Michigan Wet-Hopped Harvest Ale,Michigan Wet-Hopped Harvest Ale,n/a,,26,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
678,1j4prL,Mid Winter India Pale Ale,Mid Winter India Pale Ale,n/a,60.0,30,n/a,n/a,N,TMc6H2,N,verified,0,,,,
679,xrpjYO,Mighty Brown,Mighty Brown,7.5,21,37,n/a,5,N,IImUD9,Y,verified,0,,,,
680,qxNOIk,Milk Stout,Milk Stout,5.8,28,20,n/a,5,N,DifSi4,N,verified,0,,,,
681,JUjEnp,Miller Chill,Miller Chill,4.1,7.5,94,n/a,n/a,N,hGFVYy,N,verified,0,,,,
682,ISlZaz,Miller Fortune,Miller Fortune,6.9,10.5,97,n/a,5,N,hGFVYy,N,verified,0,,,,
683,Y8Ar6h,Miller Genuine Draft,Miller Genuine Draft,4.66,7.5,94,n/a,5,N,hGFVYy,N,verified,0,,,,
684,voS2xG,Miller High Life,Miller High Life,5,7.5,94,n/a,5,N,hGFVYy,N,verified,0,,,,
685,KJIjyd,Miller Lite,Miller Lite,4.2,11,94,n/a,4,N,hGFVYy,N,verified,0,,,,
686,yagN3u,Miller64,Miller64,2.8,7.5,94,n/a,5,N,hGFVYy,N,verified,0,,,,
687,dsVALR,Mischievous,Mischievous,5.5,14,170,n/a,n/a,N,AqEUBQ,N,verified,1,46;,,,
688,ZYOCUN,Mixxtail Firewalker,Mixxtail Firewalker,8,,161,n/a,n/a,N,BznahA,N,verified,0,,,,
689,Bs70do,Mixxtail Long Island Iced Tea,Mixxtail Long Island Iced Tea,8,,161,n/a,n/a,N,BznahA,N,verified,0,,,,
690,GWVXY3,Mocha Porter,Mocha Porter,n/a,27.5,123,n/a,n/a,Y,p1tFbP,N,verified,0,,,,
691,qQw3dE,Monkey King,Monkey King,5.6,23,72,n/a,5,N,AqEUBQ,N,verified,3,33;79;,1950;854;,,1734;
692,JSTPos,Monkey King Saison Farmhouse Ale,Monkey King Saison Farmhouse Ale,6.6,30.0,72,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
693,2FgZ04,Mountain Series: Salted Caramel Brown,Mountain Series: Salted Caramel Brown,6.5,24,37,n/a,n/a,N,IImUD9,N,verified,0,,,,
694,pPGV1H,Mountain Wheat,Mountain Wheat,n/a,10.5,97,n/a,n/a,N,IImUD9,N,verified,0,,,,
695,YWt2Ld,Moving To the Country,Moving To the Country,5,40,25,n/a,n/a,N,TMc6H2,N,verified,0,,,,
696,vpoGSw,Moxee-Moron,Moxee-Moron,7.5,70,31,n/a,n/a,N,nHLlnK,N,verified,0,,,,
697,69Yqbc,Mozango,Mozango,7.7,49,30,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
698,aWUHyv,Mozango (Fusion XXXI),Mozango (Fusion XXXI),9,82.5,31,n/a,n/a,N,nLsoQ9,N,verified,0,,,,
699,OPM4t8,Mt. Takhoma Blonde Ale,Mt. Takhoma Blonde Ale,3.8,22.5,61,n/a,n/a,N,DMU2Kf,N,verified,0,,,,
700,etD9Ry,Mungo Berry,Mungo Berry,4.8,,40,n/a,n/a,N,VEY3Xa,N,verified,0,,,,
701,Esu28L,Murphy's Law Red Ale,Murphy's Law Red Ale,5,20,22,n/a,n/a,N,4F7QA9,N,verified,2,22;97;98;,247;370;386;396;429;626;1922;,,
702,S9QxGf,Myron's Walk - Beer Camp Across America,Myron's Walk - Beer Camp Across America (2014),5.3,38,62,2014,5,N,nHLlnK,N,verified,0,,,,
703,9XJBp9,Narconaut,Narconaut,6.6,70,30,n/a,n/a,N,VEY3Xa,N,verified,2,22;51;62;90;113;,392;434;724;,,
704,Rg6aeS,Narwhal,Narwhal,10.2,60,43,n/a,6,N,nHLlnK,N,verified,2,25;79;,753;370;378;429;1922;,,
705,9Qr0BU,Narwhal Tawny Port Barrel Aged,Narwhal Tawny Port Barrel Aged,11.4,65.0,43,n/a,n/a,N,nHLlnK,N,verified,0,,,,
706,Xzoo8o,Natty Daddy,Natty Daddy,8,7.5,94,n/a,5,N,BznahA,N,verified,0,,,,
707,lFrwWQ,Natural Ice,Natural Ice,5.9,7.5,94,n/a,5,N,BznahA,N,verified,0,,,,
708,NZakfr,Natural Light,Natural Light,4.2,7.5,94,n/a,n/a,N,BznahA,N,verified,0,,,,
709,TPdvZt,Neomixicanus,Neomixicanus,6.5,60.0,30,n/a,n/a,N,nHLlnK,N,verified,0,,,,
710,eI5fN2,New Dogtown Pale Ale,New Dogtown Pale Ale,6.2,36.0,25,n/a,5,N,nLsoQ9,N,verified,0,,,,
711,AXkM1P,New England IPA,New England IPA,7.5,60.0,172,n/a,n/a,N,TMc6H2,N,verified,0,,,,
712,tGCD2j,New Holland Brewing 20th Anniversary Ale,New Holland Brewing 20th Anniversary Ale,20,47.5,14,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
713,Bl8SsD,New Holland Dragon's Milk (Bourbon Barrel Stout),New Holland Dragon's Milk (Bourbon Barrel Stout),n/a,42.5,44,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
714,3PXm6h,Nib Sip Chub,Nib Sip Chub,7,25.0,18,n/a,n/a,N,q6vJUK,N,verified,0,,,,
715,OXcz6Z,Nice Things IPA,Nice Things IPA,6.4,37,30,n/a,n/a,N,p3YrOa,N,verified,0,,,,
716,sicuOa,Night Time,Night Time,7.9,65,41,n/a,5,N,nLsoQ9,N,verified,0,,,,
717,qVUNwf,Night Tripper,Night Tripper,10.8,56,43,n/a,5,N,AqEUBQ,N,verified,0,,,,
718,pDZET2,Night Tripper (2011),Night Tripper (2011),10.8,65.0,43,n/a,5,N,AqEUBQ,N,verified,0,,,,
719,LOVCKl,Night Tripper Barrel Aged,Night Tripper Barrel Aged,10.8,56,43,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
720,B0vbr1,Night Wish,Night Wish,10.5,65.0,43,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
721,YrOqvr,Nitro Irish Stout,Nitro Irish Stout,4.8,38,23,n/a,n/a,N,IImUD9,N,verified,0,,,,
722,ZliVSZ,Nitro Lucky U IPA,Nitro Lucky U IPA,5.7,68,30,n/a,n/a,N,IImUD9,N,verified,0,,,,
723,EkVPnE,Nitro Orange Cream Ale,Nitro Orange Cream Ale,5.5,15,109,n/a,n/a,N,IImUD9,N,verified,0,,,,
724,l4L4RO,Nitro Series: Chocolate Orange Stout,Nitro Series: Chocolate Orange Stout,6,13,20,n/a,n/a,N,IImUD9,N,verified,0,,,,
725,Cwuozg,Nitro Vanilla Porter (NVP),Nitro Vanilla Porter (NVP),4.7,16,18,n/a,n/a,N,IImUD9,N,verified,2,26;11;97;98;,,1490;,
726,TOBHd9,No Middle Ground,No Middle Ground,6.9,45,30,n/a,n/a,N,nHLlnK,N,verified,0,,,,
727,NJL9oB,Noble Helles (Batch No. 32218),Noble Helles (Batch No. 32218),5,21.5,78,n/a,5,N,BznahA,N,verified,0,,,,
728,kzcLek,Noble Hopped Lager (Batch No. 32218),Noble Hopped Lager (Batch No. 32218),5,9.0,93,n/a,5,N,BznahA,N,verified,0,,,,
729,QD9dX7,Nooice,Nooice,6.2,30.0,72,n/a,n/a,N,q6vJUK,N,verified,0,,,,
730,he3yMK,Nooner Pilsner,Nooner Pilsner,5.2,38,98,n/a,n/a,N,nHLlnK,N,verified,0,,,,
731,OhhDEr,Nooner Session IPA,Nooner Session IPA,4.8,40,30,n/a,5,N,nHLlnK,N,verified,2,130;26;24;,854;1922;650;429;,,
732,zdjQs9,Northdown,Northdown,4.1,25,1,n/a,n/a,N,VEY3Xa,N,verified,0,,,,
733,WCKkkd,Now You Know,Now You Know,6.1,60.0,30,n/a,n/a,N,IImUD9,N,verified,0,,,,
734,00CxqR,Nut Brown Ale,Nut Brown Ale,5.2,17,37,n/a,5,N,DifSi4,N,verified,0,,,,
735,2EkHBG,NXS,NXS,6.5,54,30,n/a,n/a,N,nHLlnK,N,verified,0,,,,
736,BEFupD,NxS IPA,NxS IPA,9,82.5,31,n/a,n/a,N,nHLlnK,N,verified,0,,,,
737,n6p2aw,O'Doul's,O'Doul's,0.5,,139,n/a,n/a,N,BznahA,N,verified,0,,,,
738,4QiGHK,O'Doul's Amber,O'Doul's Amber,0.5,24.0,101,n/a,n/a,N,BznahA,N,verified,0,,,,
739,N9aJxO,Oak Aged Mad Hatter India Pale Ale,Oak Aged Mad Hatter India Pale Ale,7.22,62,31,n/a,5,N,AqEUBQ,N,verified,3,24;90;,378;650;1950;,,1835;
740,Jio9R0,Oatmeal Stout,Oatmeal Stout,5,31,21,n/a,5,N,IImUD9,N,verified,0,,,,
741,1HeKZM,Oatmeal Stout - Beer Camp #45,Oatmeal Stout - Beer Camp #45,9,30.0,21,n/a,n/a,N,nHLlnK,N,verified,0,,,,
742,qACg0q,Oatmeal Stout ,Oatmeal Stout ,5.5,30,21,n/a,n/a,Y,4F7QA9,N,verified,0,,,,
743,s5V8YM,Obliterator,Obliterator,10.5,22.0,90,n/a,n/a,N,q6vJUK,N,verified,0,,,,
744,cJvlzs,Octoberfest,Octoberfest,5.2,21,81,n/a,3,N,DifSi4,N,verified,0,,,,
745,oBponF,Oculto,Oculto,6,9.0,93,n/a,n/a,N,BznahA,N,verified,0,,,,
746,798rjW,Oh Saisonna,Oh Saisonna,8.3,30.0,72,n/a,n/a,N,nHLlnK,N,verified,0,,,,
747,ADXvig,Oktober-Fiesta,Oktober-Fiesta,5.5,25,101,n/a,5,N,941OaA,N,verified,0,,,,
748,Pwu2fR,Oktoberfest,Oktoberfest (2015),6,30,102,2015,n/a,N,nHLlnK,Y,verified,0,,,,
749,Q5y7v5,Oktoberfest,Oktoberfest (2018),6,20,102,2018,n/a,N,nHLlnK,N,verified,0,,,,
750,42fXwv,Oktoberfest,Oktoberfest,5.3,25.0,102,n/a,n/a,N,AqEUBQ,N,verified,0,,,,
751,EcAeVx,Oktoberfest,Oktoberfest (2016),6,30,82,2016,n/a,N,nHLlnK,Y,verified,0,,,,
752,sfHgoE,Oktoberfest,Oktoberfest (2014),6.2,30,102,2014,n/a,N,nHLlnK,Y,verified,0,,,,
753,KGaPva,Oktoberfest,Oktoberfest (2017),6.1,30,82,2017,n/a,N,nHLlnK,Y,verified,0,,,,
754,twBPib,Oktoberfest,Oktoberfest,n/a,26.0,82,n/a,n/a,N,IImUD9,N,verified,0,,,,
755,YUVOGh,Oktoberfest Marzen Lager,Oktoberfest Marzen Lager,5.4,26,102,n/a,n/a,N,VEY3Xa,N,verified,0,,,,
756,lr1zya,Old Ale,Old Ale,6.9,40,13,n/a,n/a,N,VEY3Xa,N,verified,3,22;36;,541;429;1920;,,1625;
757,jChDlj,Old Chico Crystal Wheat,Old Chico Crystal Wheat,4.8,26,25,n/a,5,N,nHLlnK,N,verified,2,33;98;,1922;854;,,
758,Uz0Uxf,Old Chico ESB,Old Chico ESB,n/a,37.5,5,n/a,n/a,N,nHLlnK,N,verified,0,,,,
759,kGli9E,Old CHico Pale Bock,Old CHico Pale Bock,n/a,25.0,88,n/a,n/a,N,nHLlnK,N,verified,0,,,,
760,KmsdoV,Old Chub,Old Chub,8,25,15,n/a,5,N,q6vJUK,N,verified,0,,,,
761,9bNjNs,Old Chub Nitro,Old Chub Nitro,8,25,15,n/a,n/a,N,q6vJUK,N,verified,0,,,,
762,lFMs56,Old Double Bagger Barleywine,Old Double Bagger Barleywine,13.2,80.0,34,n/a,n/a,N,q6vJUK,N,verified,0,,,,
763,3L21AU,One Hit Wonder Imperial IPA,One Hit Wonder Imperial IPA,n/a,82.5,31,n/a,n/a,N,q6vJUK,N,verified,0,,,,
764,ZQKG7N,One Nut,One Nut,6.1,35.0,37,n/a,5,N,q6vJUK,N,verified,0,,,,
765,r4I50V,Ophelia,Ophelia,6.6,22.5,113,n/a,n/a,N,IImUD9,N,verified,0,,,,
766,qQPhVI,Oskar Blues IPA,Oskar Blues IPA,6.43,70,30,n/a,5,N,q6vJUK,N,verified,0,,,,
767,qX8i3E,Oskar the G’Rauch,Oskar the G’Rauch,8.5,,125,n/a,n/a,N,q6vJUK,N,verified,0,,,,
768,cCXIXP,Osktoberfest,Osktoberfest,n/a,26.0,82,n/a,n/a,N,q6vJUK,N,verified,0,,,,
769,UZD25d,Otra Vez,Otra Vez,4.5,,165,n/a,n/a,N,nHLlnK,N,verified,0,,,,
770,cByN2F,Otra Vez Gose With Lime & Agave,Otra Vez Gose With Lime & Agave,4.9,6,165,n/a,n/a,N,nHLlnK,N,verified,0,,,,
771,dM2XzJ,Ovila Abbey Aged Dubbel,Ovila Abbey Aged Dubbel,8.5,25.0,58,n/a,n/a,N,nHLlnK,N,verified,0,,,,
772,uXdZle,Ovila Abbey Brown Ale (With Mandarins and Cocoa),Ovila Abbey Brown Ale (With Mandarins and Cocoa),7,35.0,37,n/a,n/a,N,nHLlnK,N,verified,0,,,,
773,Dwhny1,Ovila Abbey Quad with Plums,Ovila Abbey Quad with Plums,10.2,37.5,60,n/a,6,N,nHLlnK,Y,verified,0,,,,
774,7i1hXo,Ovila Abbey Saison,Ovila Abbey Saison,7.5,24,72,n/a,6,N,nHLlnK,N,verified,0,,,,
775,ONdtij,Ovila Abbey Saison (w/ Mandarin Oranges and Peppercorns),Ovila Abbey Saison (w/ Mandarin Oranges and Peppercorns),7.5,24,72,n/a,n/a,N,nHLlnK,N,verified,0,,,,
776,Lx7DEm,Ovila Abbey Trippel,Ovila Abbey Trippel,8.8,30,59,n/a,n/a,N,nHLlnK,N,verified,2,42;135;,166;724;854;,,
777,HO9ROw,Ovila Abbey White,Ovila Abbey White,5.3,22,65,n/a,n/a,N,nHLlnK,N,verified,0,,,,
778,qGQc7S,Ovila Belgian Golden Ale,Ovila Belgian Golden Ale,8.5,35.0,63,n/a,8,N,nHLlnK,N,verified,0,,,,
779,3zb9Gq,Ovila Dubbel,Ovila Dubbel,7.5,25.0,58,n/a,8,N,nHLlnK,N,verified,0,,,,
780,cB7Dxt,Ovila Dubbel Barrel-Aged,Ovila Dubbel Barrel-Aged,10.8,,132,n/a,n/a,N,nHLlnK,N,verified,0,,,,
781,4KIe0t,Ovila Golden With Pomegranates,Ovila Golden With Pomegranates,8.5,30,36,n/a,n/a,N,nHLlnK,N,verified,0,,,,
782,AlRuKw,Ovila Quad,Ovila Quad,10.5,32.5,59,n/a,5,N,nHLlnK,N,verified,0,,,,
783,T7K4um,Ovila Quad Brandy Barrel-Aged,Ovila Quad Brandy Barrel-Aged,10.1,37.5,60,n/a,n/a,N,nHLlnK,N,verified,0,,,,
784,UuyWmA,Ovila Wood-Aged Saison,Ovila Wood-Aged Saison,7.8,30.0,72,n/a,5,N,nHLlnK,N,verified,0,,,,
785,8Ug3hm,Oxford Education,Oxford Education,7.3,20.0,12,n/a,n/a,N,q6vJUK,N,verified,0,,,,
786,pYkVxn,Pacific Daylight,Pacific Daylight,3.9,11,108,n/a,5,N,941OaA,N,verified,0,,,,
