,name,brewery,style,abv,ibu,rating,raters,date
3715,Monk Saison,https://untappd.com/monkishbrewing,Saison / Farmhouse Ale,5.8% ABV,N/A IBU,(3.52),42 Ratings,Added 02/27/14
3716,Smarter Than Spock (batch 3),https://untappd.com/monkishbrewing,IPA - New England,7.1% ABV,N/A IBU,(4.44),42 Ratings,Added 08/22/18
3717,Water Balloon Fight Club (batch 4),https://untappd.com/monkishbrewing,IPA - Imperial / Double New England,8.4% ABV,N/A IBU,(4.44),35 Ratings,Added 12/04/18
3718,More Props And Stunts,https://untappd.com/monkishbrewing,IPA - Imperial / Double,8.4% ABV,N/A IBU,(4.31),29 Ratings,Added 07/30/16
3719,Vocabulary Spills (Batch 2),https://untappd.com/monkishbrewing,IPA - Imperial / Double New England,9.1% ABV,N/A IBU,(4.39),32 Ratings,Added 08/20/18
3720,Beats Is Infinite (b5),https://untappd.com/monkishbrewing,IPA - Imperial / Double New England,8.3% ABV,N/A IBU,(4.45),39 Ratings,Added 09/22/18
3721,Solitary Fantasy,https://untappd.com/monkishbrewing,Saison / Farmhouse Ale,7.4% ABV,N/A IBU,(4.34),36 Ratings,Added 12/08/18
3722,Sunset Beer W/ Brett,https://untappd.com/monkishbrewing,Saison / Farmhouse Ale,4.7% ABV,N/A IBU,(3.95),25 Ratings,Added 12/16/14
3723,Cracked Phone Screen,https://untappd.com/monkishbrewing,Witbier,5% ABV,25 IBU,(3.68),29 Ratings,Added 10/22/15
3724,"Subliminal Sequel (w/ Amarillo, Mandarina Bavaria, & Sterling)",https://untappd.com/monkishbrewing,Blonde Ale - Belgian Blonde / Golden,3.2% ABV,N/A IBU,(3.59),35 Ratings,Added 12/15/18
3725,Spa-ish,https://untappd.com/monkishbrewing,Blonde Ale - Belgian Blonde / Golden,5.4% ABV,N/A IBU,(3.52),21 Ratings,Added 03/22/14
3726,Cotton Candy Space Cookie Pina Colada Double Milkshake,https://untappd.com/monkishbrewing,IPA - American,8.3% ABV,N/A IBU,(4.34),29 Ratings,Added 09/29/18
3727,Damfino IV,https://untappd.com/monkishbrewing,IPA - Imperial / Double,8.5% ABV,N/A IBU,(4.25),19 Ratings,Added 08/24/16
3728,Bathe In Bass Lines (batch 2),https://untappd.com/monkishbrewing,IPA - Imperial / Double New England,8.4% ABV,N/A IBU,(4.33),24 Ratings,Added 12/08/18
3729,Deutsche Hose,https://untappd.com/monkishbrewing,American Wild Ale,5% ABV,N/A IBU,(4.03),20 Ratings,Added 03/30/18
3730,Pine Mountain,https://untappd.com/monkishbrewing,Sour - Ale,5.7% ABV,N/A IBU,(4.02),14 Ratings,Added 08/08/16
3731,Beats Is Infinite (batch 6),https://untappd.com/monkishbrewing,IPA - Imperial / Double New England,8.3% ABV,N/A IBU,(4.53),16 Ratings,Added 01/04/19
3732,Heart Beets,https://untappd.com/monkishbrewing,Pale Ale - Belgian,5.5% ABV,N/A IBU,(3.5),12 Ratings,Added 02/15/15
3733,Spoiled Brat,https://untappd.com/monkishbrewing,Belgian Tripel,9.4% ABV,N/A IBU,(4),12 Ratings,Added 06/22/15
3734,Dancer Magnificat W/ Coffee,https://untappd.com/monkishbrewing,Belgian Strong Dark Ale,10.1% ABV,N/A IBU,(4.12),13 Ratings,Added 12/21/15
3735,Wild Blonde,https://untappd.com/monkishbrewing,American Wild Ale,7.7% ABV,N/A IBU,(4.15),12 Ratings,Added 06/07/16
3736,O’Mosu Peach #3,https://untappd.com/monkishbrewing,Sour - Fruited,N/A ABV,N/A IBU,(4.05),14 Ratings,Added 08/25/18
3737,Magnificat Cask W/ Peppermint Andes,https://untappd.com/monkishbrewing,Belgian Strong Dark Ale,N/A ABV,N/A IBU,(4.08),10 Ratings,Added 12/21/13
3738,Coco Daddy,https://untappd.com/monkishbrewing,Saison / Farmhouse Ale,N/A ABV,N/A IBU,(3.48),12 Ratings,Added 06/22/15
3739,"Crux (w/ Lime, Mint, Ginger & Calamansi)",https://untappd.com/monkishbrewing,Blonde Ale - Belgian Blonde / Golden,N/A ABV,N/A IBU,(N/A),9 Ratings,Added 10/26/14
3740,Santa's Trick,https://untappd.com/monkishbrewing,Winter Ale,N/A ABV,N/A IBU,(N/A),9 Ratings,Added 10/26/14
3741,Wai Thai,https://untappd.com/monkishbrewing,Pale Wheat Ale - American,N/A ABV,N/A IBU,(N/A),8 Ratings,Added 06/22/15
3742,Prancer Magnificat W/ Andes Mints,https://untappd.com/monkishbrewing,Belgian Strong Dark Ale,10.1% ABV,N/A IBU,(N/A),7 Ratings,Added 12/21/15
3743,Henry Nguyen & Team’s IPA,https://untappd.com/monkishbrewing,IPA - New England,N/A ABV,N/A IBU,(N/A),5 Ratings,Added 06/29/18
3744,Juteaux (Batch 3),https://untappd.com/monkishbrewing,Saison / Farmhouse Ale,8.2% ABV,N/A IBU,(4.42),12 Ratings,Added 11/10/18
3745,Crux (w/ Brett & Elderflower),https://untappd.com/monkishbrewing,Blonde Ale - Belgian Blonde / Golden,5.4% ABV,N/A IBU,(N/A),5 Ratings,Added 02/28/15
3746,Hot Papi,https://untappd.com/monkishbrewing,Spiced / Herbed Beer,N/A ABV,N/A IBU,(N/A),7 Ratings,Added 06/22/15
3747,Father's Daughter,https://untappd.com/monkishbrewing,Belgian Tripel,N/A ABV,N/A IBU,(N/A),6 Ratings,Added 06/22/15
3748,Cousin of Death (batch 2),https://untappd.com/monkishbrewing,IPA - Imperial / Double,8.4% ABV,N/A IBU,(4.4),10 Ratings,Added 12/30/18
3749,Blitzen Magnificat W/ Ghost Chile Peppers,https://untappd.com/monkishbrewing,Belgian Strong Dark Ale,10.1% ABV,N/A IBU,(N/A),7 Ratings,Added 12/21/15
3750,Beavis,https://untappd.com/monkishbrewing,IPA - Triple,10.2% ABV,N/A IBU,(N/A),8 Ratings,Added 12/12/17
3751,She-ist,https://untappd.com/monkishbrewing,Belgian Tripel,9.4% ABV,N/A IBU,(N/A),3 Ratings,Added 03/23/14
3752,Space Cookie (Cask’s Not Dead Fest 2018),https://untappd.com/monkishbrewing,IPA - Milkshake,N/A ABV,N/A IBU,(N/A),7 Ratings,Added 11/19/18
3753,Lux,https://untappd.com/monkishbrewing,Rye Beer,5.1% ABV,N/A IBU,(N/A),5 Ratings,Added 03/12/18
3754,Zombie-ish,https://untappd.com/monkishbrewing,Brown Ale - Belgian,7.7% ABV,N/A IBU,(N/A),2 Ratings,Added 12/15/12
3755,Shaken Hips,https://untappd.com/monkishbrewing,Belgian Dubbel,N/A ABV,N/A IBU,(N/A),2 Ratings,Added 06/14/14
3756,Adriana's Magic Blend,https://untappd.com/monkishbrewing,Saison / Farmhouse Ale,N/A ABV,N/A IBU,(N/A),1 Rating,Added 05/15/15
3757,Phosphorescense,https://untappd.com/monkishbrewing,Saison / Farmhouse Ale,6.5% ABV,N/A IBU,(N/A),4 Ratings,Added 04/16/18
3758,LSD,https://untappd.com/monkishbrewing,IPA - American,7% ABV,N/A IBU,(N/A),1 Rating,Added 07/14/16
3759,Foggy Del Amo,https://untappd.com/monkishbrewing,IPA - Imperial / Double New England,8.25% ABV,N/A IBU,(N/A),1 Rating,Added 10/22/18
3760,Monkish Up North Trip,https://untappd.com/monkishbrewing,IPA - Triple,10% ABV,N/A IBU,(N/A),2 Ratings,Added 05/12/18
3761,Genuine IIllusion,https://untappd.com/monkishbrewing,Saison / Farmhouse Ale,6.3% ABV,N/A IBU,(N/A),1 Rating,Added 05/12/18
3762,Celestial Sequel,https://untappd.com/monkishbrewing,Blonde Ale - Belgian Blonde / Golden,N/A ABV,N/A IBU,(N/A),0 Rating,Added 07/17/18
3763,Lax2jfk,https://untappd.com/monkishbrewing,IPA - Triple,10% ABV,N/A IBU,(N/A),0 Rating,Added 09/24/18
3764,Same Tree (batch 2),https://untappd.com/monkishbrewing,American Wild Ale,6.6% ABV,N/A IBU,(N/A),0 Rating,Added 11/26/18
3765,Untitled Cream Stout,https://untappd.com/monkishbrewing,Stout - Milk / Sweet,6.8% ABV,N/A IBU,(N/A),1 Rating,Added 11/29/18
3766,St. David's Stout,https://untappd.com/RedDragonBreweryOps,Stout - Other,7% ABV,N/A IBU,(3.9),679 Ratings,Added 08/15/16
3767,Road Rash Red,https://untappd.com/RedDragonBreweryOps,IPA - Red,6.5% ABV,N/A IBU,(3.71),540 Ratings,Added 04/18/16
3768,Sideways IPA,https://untappd.com/RedDragonBreweryOps,IPA - American,6.7% ABV,55 IBU,(4.13),463 Ratings,Added 08/24/16
3769,Pound Sterling ESB,https://untappd.com/RedDragonBreweryOps,Extra Special / Strong Bitter,4.8% ABV,N/A IBU,(3.78),447 Ratings,Added 08/15/16
3770,3 Sheets,https://untappd.com/RedDragonBreweryOps,IPA - Triple,11.1% ABV,N/A IBU,(4.39),358 Ratings,Added 09/29/17
3771,Double Sideways,https://untappd.com/RedDragonBreweryOps,IPA - Imperial / Double,8% ABV,N/A IBU,(4.39),335 Ratings,Added 09/20/17
3772,Cistercian Belgian Tripel,https://untappd.com/RedDragonBreweryOps,Belgian Tripel,8.8% ABV,N/A IBU,(3.98),309 Ratings,Added 09/24/16
3773,Lupulin Shakedown,https://untappd.com/RedDragonBreweryOps,IPA - American,6.5% ABV,N/A IBU,(4.13),285 Ratings,Added 09/20/16
3774,Can We Kick It?,https://untappd.com/RedDragonBreweryOps,IPA - Triple,10.3% ABV,N/A IBU,(4.43),296 Ratings,Added 02/23/18
3775,X To the Next,https://untappd.com/RedDragonBreweryOps,IPA - Imperial / Double,8% ABV,N/A IBU,(4.23),293 Ratings,Added 02/23/18
3776,Second Cup (Maple Barrel),https://untappd.com/RedDragonBreweryOps,Stout - Imperial / Double,10% ABV,N/A IBU,(4.41),278 Ratings,Added 01/26/18
3777,In the Drink DDH,https://untappd.com/RedDragonBreweryOps,IPA - Imperial / Double,8.1% ABV,N/A IBU,(4.34),254 Ratings,Added 11/23/17
3778,Dragon's Lair,https://untappd.com/RedDragonBreweryOps,IPA - Imperial / Double,8% ABV,N/A IBU,(4.2),234 Ratings,Added 03/24/17
3779,Yorkshire Brown Ale,https://untappd.com/RedDragonBreweryOps,Brown Ale - English,5.6% ABV,N/A IBU,(3.85),240 Ratings,Added 04/18/17
3780,Ole Doc Amber Ale,https://untappd.com/RedDragonBreweryOps,Red Ale - American Amber / Red,5.4% ABV,N/A IBU,(3.77),218 Ratings,Added 09/04/16
3781,Daffodil Welsh Ale,https://untappd.com/RedDragonBreweryOps,English Bitter,4.1% ABV,N/A IBU,(3.64),226 Ratings,Added 11/19/16
3782,Miscommunication,https://untappd.com/RedDragonBreweryOps,IPA - Imperial / Double,8% ABV,N/A IBU,(4.19),217 Ratings,Added 11/30/16
3783,Here Be Dragons,https://untappd.com/RedDragonBreweryOps,Sour - Berliner Weisse,5.3% ABV,N/A IBU,(4.16),217 Ratings,Added 06/26/17
3784,Angry Hippie DDH,https://untappd.com/RedDragonBreweryOps,IPA - Imperial / Double,8% ABV,N/A IBU,(4.4),204 Ratings,Added 10/24/17
3785,Chasing Fireflies,https://untappd.com/RedDragonBreweryOps,Blonde Ale - Belgian Blonde / Golden,6.4% ABV,N/A IBU,(3.62),199 Ratings,Added 08/15/16
3786,Rose of Sharon Welsh Ale,https://untappd.com/RedDragonBreweryOps,English Bitter,4.5% ABV,N/A IBU,(3.91),186 Ratings,Added 06/05/17
3787,Anglesey Saison,https://untappd.com/RedDragonBreweryOps,Saison / Farmhouse Ale,6.3% ABV,N/A IBU,(3.8),195 Ratings,Added 08/15/16
3788,Slurricane,https://untappd.com/RedDragonBreweryOps,Sour - Gose,8.5% ABV,N/A IBU,(4.44),214 Ratings,Added 09/13/18
3789,Pumpkin Harvest Ale,https://untappd.com/RedDragonBreweryOps,Pumpkin / Yam Beer,6.8% ABV,N/A IBU,(3.78),178 Ratings,Added 11/13/16
3790,Manifest Destiny,https://untappd.com/RedDragonBreweryOps,IPA - Imperial / Double,8% ABV,N/A IBU,(4.27),204 Ratings,Added 05/25/18
3791,Ensorcelled,https://untappd.com/TheRareBarrel,American Wild Ale,6.2% ABV,N/A IBU,(4.36),"9,059 Ratings",Added 09/15/13
3792,"Home, Sour Home (Batch 2)",https://untappd.com/TheRareBarrel,American Wild Ale,5.8% ABV,N/A IBU,(4.42),"7,658 Ratings",Added 06/15/15
3793,Impossible Soul,https://untappd.com/TheRareBarrel,American Wild Ale,7.2% ABV,N/A IBU,(4.3),"4,544 Ratings",Added 08/11/15
3794,Soliloquy,https://untappd.com/TheRareBarrel,American Wild Ale,5% ABV,N/A IBU,(4.29),"4,538 Ratings",Added 12/03/14
3795,Cosmic Dust,https://untappd.com/TheRareBarrel,Sour - Ale,5.4% ABV,N/A IBU,(4.2),"3,930 Ratings",Added 03/14/14
3796,There Are Rules,https://untappd.com/TheRareBarrel,Sour - Ale,6% ABV,N/A IBU,(4.34),"3,613 Ratings",Added 11/03/16
3797,Becoming,https://untappd.com/TheRareBarrel,Sour - Ale,6.3% ABV,N/A IBU,(4.32),"3,222 Ratings",Added 10/11/14
3798,Keen Observation (Echo Series),https://untappd.com/TheRareBarrel,American Wild Ale,5.7% ABV,N/A IBU,(4.24),"3,283 Ratings",Added 03/21/15
3799,No Salt,https://untappd.com/TheRareBarrel,American Wild Ale,5.7% ABV,N/A IBU,(4.25),"3,215 Ratings",Added 01/06/16
3800,Gifted Branch,https://untappd.com/TheRareBarrel,American Wild Ale,6.7% ABV,N/A IBU,(4.4),"3,106 Ratings",Added 08/21/16
3801,Afterlight,https://untappd.com/TheRareBarrel,American Wild Ale,6% ABV,N/A IBU,(4.29),"2,913 Ratings",Added 04/18/16
3802,Hyper Paradise,https://untappd.com/TheRareBarrel,Sour - Ale,6.3% ABV,N/A IBU,(4.31),"2,945 Ratings",Added 07/31/17
3803,Shadows of Their Eyes (Batch 4),https://untappd.com/TheRareBarrel,American Wild Ale,7% ABV,N/A IBU,(4.24),"2,854 Ratings",Added 10/15/16
3804,For Ever More,https://untappd.com/TheRareBarrel,Sour - Ale,6.2% ABV,N/A IBU,(4.35),"2,467 Ratings",Added 03/27/17
3805,Seditious Ways,https://untappd.com/TheRareBarrel,American Wild Ale,6.9% ABV,N/A IBU,(4.24),"2,371 Ratings",Added 02/01/17
3806,Egregious,https://untappd.com/TheRareBarrel,American Wild Ale,5.9% ABV,N/A IBU,(4.11),"1,997 Ratings",Added 01/03/14
3807,Bellatrix,https://untappd.com/TheRareBarrel,American Wild Ale,6.3% ABV,N/A IBU,(4.25),"2,270 Ratings",Added 02/25/17
3808,Guava Happens,https://untappd.com/TheRareBarrel,Sour - Ale,6.2% ABV,N/A IBU,(4.17),"2,152 Ratings",Added 09/01/17
3809,Fields Forever,https://untappd.com/TheRareBarrel,American Wild Ale,4.8% ABV,N/A IBU,(4.17),"1,790 Ratings",Added 12/19/13
3810,Tigerlily,https://untappd.com/TheRareBarrel,American Wild Ale,5.4% ABV,N/A IBU,(4.22),"1,875 Ratings",Added 01/24/15
3811,Outlaw Bound,https://untappd.com/TheRareBarrel,Sour - Ale,6.1% ABV,N/A IBU,(4.13),"1,920 Ratings",Added 09/12/17
3812,Tangerang,https://untappd.com/TheRareBarrel,Sour - Ale,5.2% ABV,N/A IBU,(4.2),"1,692 Ratings",Added 10/18/14
3813,Proportional Response,https://untappd.com/TheRareBarrel,American Wild Ale,5.6% ABV,N/A IBU,(4.09),"1,646 Ratings",Added 10/11/13
3814,Quite Something,https://untappd.com/TheRareBarrel,American Wild Ale,5.2% ABV,N/A IBU,(4.37),"1,521 Ratings",Added 03/03/16
3815,Across the Sea,https://untappd.com/TheRareBarrel,Sour - Gose,5.8% ABV,N/A IBU,(4.05),"1,551 Ratings",Added 10/31/14
3816,Summer Jam - Pineapple Beets,https://untappd.com/BarrelCulture,Sour - Ale,N/A ABV,N/A IBU,(4.27),786 Ratings,Added 02/10/18
3817,Cherry Berry - Game Over,https://untappd.com/BarrelCulture,American Wild Ale,6% ABV,20 IBU,(4.12),699 Ratings,Added 04/28/18
3818,Citra & Simcoe - Game Over,https://untappd.com/BarrelCulture,Sour - Ale,6% ABV,20 IBU,(4.23),649 Ratings,Added 01/12/18
3819,White Peach Grape - Summer Jam,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,5 IBU,(4.29),643 Ratings,Added 02/17/18
3820,"Summer Jam - Double Barrel Tangerine, Blood Orange, and Chardonnay Grapes",https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,5 IBU,(4.45),510 Ratings,Added 10/27/17
3821,Passion Fruit Guava - Game Over,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,5 IBU,(4.11),500 Ratings,Added 01/06/18
3822,So Icyyy Passion Fruit And Pink Guava,https://untappd.com/BarrelCulture,Sour - Berliner Weisse,6% ABV,5 IBU,(4.43),441 Ratings,Added 06/29/17
3823,Triple Barrel Atomic Sour - Game Over,https://untappd.com/BarrelCulture,Sour - Ale,6% ABV,5 IBU,(4.26),449 Ratings,Added 02/16/18
3824,So Icyyy - Boysenberry Pushpop,https://untappd.com/BarrelCulture,Sour - Ale,6% ABV,N/A IBU,(4.23),498 Ratings,Added 05/30/18
3825,Raspberry Kush - Game Over,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,5 IBU,(4.24),462 Ratings,Added 01/12/18
3826,Double Peach Vanilla - Game Over,https://untappd.com/BarrelCulture,Sour - Ale,6% ABV,5 IBU,(4.14),451 Ratings,Added 04/04/18
3827,Passion Fruit Cranberry - Game Over,https://untappd.com/BarrelCulture,Sour - Ale,6% ABV,5 IBU,(4.21),420 Ratings,Added 03/22/18
3828,So Icyyy Raspberry And Blueberry,https://untappd.com/BarrelCulture,Sour - Berliner Weisse,6% ABV,5 IBU,(4.39),378 Ratings,Added 06/29/17
3829,"Mosaic, Tangerine & Stonefruit - Game Over",https://untappd.com/BarrelCulture,Sour - Ale,5.5% ABV,N/A IBU,(4.22),390 Ratings,Added 02/17/18
3830,"Passion Fruit, Mosaic & Galaxy - Game Over",https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,10 IBU,(4.23),404 Ratings,Added 01/13/18
3831,Fruit Wave Pink Guava Gose,https://untappd.com/BarrelCulture,Sour - Gose,5.5% ABV,5 IBU,(4.15),359 Ratings,Added 08/05/17
3832,Game Over (Blueberry Vanilla),https://untappd.com/BarrelCulture,Sour - Ale,5.5% ABV,N/A IBU,(4.2),333 Ratings,Added 03/26/18
3833,Summer Jam - Blackberries and Cherries,https://untappd.com/BarrelCulture,Sour - Ale,6% ABV,5 IBU,(4.23),336 Ratings,Added 08/05/17
3834,Double Plum Cinnamon - Game Over,https://untappd.com/BarrelCulture,Sour - Ale,6% ABV,5 IBU,(4.13),352 Ratings,Added 04/05/18
3835,Black Razz - Game Over,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,5 IBU,(4.41),336 Ratings,Added 11/25/17
3836,"Apricot, Mango, & Peaches- Game Over",https://untappd.com/BarrelCulture,Sour - Ale,5.5% ABV,N/A IBU,(4.34),355 Ratings,Added 02/08/18
3837,Y'all So Last Year,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,5 IBU,(4.13),324 Ratings,Added 08/31/17
3838,DDH Citra - Game Over,https://untappd.com/BarrelCulture,Saison / Farmhouse Ale,6% ABV,30 IBU,(3.7),327 Ratings,Added 04/04/18
3839,Good Drank,https://untappd.com/BarrelCulture,Sour - Berliner Weisse,5% ABV,5 IBU,(4.1),336 Ratings,Added 08/31/17
3840,Berry Barrel Cobbler - Game Over,https://untappd.com/BarrelCulture,Sour - Ale,6% ABV,N/A IBU,(4.14),322 Ratings,Added 10/16/18
3841,Tennessee Whiskey Barrel Aged MAZURT RIS,https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.8% ABV,80 IBU,(4.24),321 Ratings,Added 04/04/13
3842,Vanilla MAZURT RIS - Aged in Coconuts,https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.4% ABV,N/A IBU,(4.4),326 Ratings,Added 04/04/13
3843,Machupu Coffee MAZURT RIS (HUNA 2017),https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.6% ABV,80 IBU,(4.29),250 Ratings,Added 01/17/16
3844,Got No Dime - (HUNA 2017),https://untappd.com/MAZURTBrewingCompany,Barleywine - English,12.4% ABV,N/A IBU,(4.24),243 Ratings,Added 03/09/15
3845,Southern Pecan Pie (HUNA 2017),https://untappd.com/MAZURTBrewingCompany,Strong Ale - American,14% ABV,N/A IBU,(4.05),186 Ratings,Added 08/21/15
3846,Got No Dime - Brandy Barrel Aged,https://untappd.com/MAZURTBrewingCompany,Barleywine - English,12.4% ABV,N/A IBU,(4.23),181 Ratings,Added 10/02/13
3847,Coconut Aged Brandy Vanilla MAZURT,https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.6% ABV,80 IBU,(4.52),192 Ratings,Added 03/11/16
3848,The Dingo Drank My Stout (HUNA 2017),https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.6% ABV,80 IBU,(4.2),160 Ratings,Added 01/22/17
3849,Islay Rye MAZURT (Huna16),https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.8% ABV,80 IBU,(4.01),155 Ratings,Added 10/02/13
3850,Vanilla MAZURT RIS (Huna 2017),https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.6% ABV,80 IBU,(4.15),115 Ratings,Added 02/14/17
3851,Casey Valdez Coffee Barleywine,https://untappd.com/MAZURTBrewingCompany,Barleywine - American,12.8% ABV,N/A IBU,(3.73),85 Ratings,Added 03/01/14
3852,Got No Dime,https://untappd.com/MAZURTBrewingCompany,Barleywine - English,12.4% ABV,60 IBU,(4.32),58 Ratings,Added 06/14/13
3853,Brandy Barrel Aged MAZURT RIS,https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.3% ABV,N/A IBU,(4.55),53 Ratings,Added 10/07/12
3854,Rum Barrel Aged MAZURT,https://untappd.com/MAZURTBrewingCompany,Stout - American Imperial / Double,13.2% ABV,80 IBU,(4.48),31 Ratings,Added 11/17/12
3855,Coffee MAZURT Aged In Rum Barrels,https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.4% ABV,80 IBU,(4.26),41 Ratings,Added 08/08/13
3856,DAMP-2,https://untappd.com/MAZURTBrewingCompany,Strong Ale - American,22.5% ABV,N/A IBU,(4.69),28 Ratings,Added 08/10/14
3857,Hole In Juanita - Mexican MAZURT,https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.3% ABV,80 IBU,(4.02),31 Ratings,Added 01/19/13
3858,Smile Smile Smile,https://untappd.com/MAZURTBrewingCompany,IPA - Triple,11.1% ABV,45 IBU,(3.89),32 Ratings,Added 07/22/17
3859,Pillow Fighter,https://untappd.com/MAZURTBrewingCompany,IPA - Imperial / Double,13.5% ABV,125 IBU,(3.71),33 Ratings,Added 04/09/14
3860,Irish Cream Infused Machupu Coffee MAZURT RIS (HUNA 2017),https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.6% ABV,80 IBU,(4.54),35 Ratings,Added 03/08/17
3861,Teenage Calcutta MAZURT RIS,https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.6% ABV,80 IBU,(3.89),28 Ratings,Added 01/22/14
3862,Mazurt Stout,https://untappd.com/MAZURTBrewingCompany,Stout - Other,13.6% ABV,80 IBU,(4.45),26 Ratings,Added 01/19/13
3863,Got No Dime Barleywine Aged In Whiskey Barrel 2013,https://untappd.com/MAZURTBrewingCompany,Barleywine - American,12.2% ABV,60 IBU,(4.39),28 Ratings,Added 06/23/14
3864,DAMP-1,https://untappd.com/MAZURTBrewingCompany,Strong Ale - American,19.75% ABV,N/A IBU,(4.3),21 Ratings,Added 06/12/14
3865,Thai Pillow Fighter,https://untappd.com/MAZURTBrewingCompany,IPA - Imperial / Double,13.5% ABV,125 IBU,(3.72),25 Ratings,Added 04/24/14
3866,Pillow Talker,https://untappd.com/MAZURTBrewingCompany,Barleywine - American,15.75% ABV,100 IBU,(4.4),13 Ratings,Added 06/12/14
3867,Oaked MAZURT,https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.6% ABV,80 IBU,(4.67),15 Ratings,Added 04/26/13
3868,Woodcutters Daughter Collaboration,https://untappd.com/MAZURTBrewingCompany,Brown Ale - American,6% ABV,N/A IBU,(3.57),11 Ratings,Added 04/15/18
3869,Got No Dime - Rum Barrel Aged,https://untappd.com/MAZURTBrewingCompany,Barleywine - English,12.4% ABV,N/A IBU,(4.58),13 Ratings,Added 10/02/13
3870,Gone For Good,https://untappd.com/MAZURTBrewingCompany,IPA - Triple,11.7% ABV,N/A IBU,(N/A),9 Ratings,Added 08/10/16
3871,Barrel Aged Russian Imperial Stout,https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.6% ABV,N/A IBU,(N/A),8 Ratings,Added 03/07/15
3872,Damp Huna 2018,https://untappd.com/MAZURTBrewingCompany,Bock - Eisbock,20% ABV,50 IBU,(N/A),8 Ratings,Added 03/10/18
3873,Brandy Barrel Aged RIS Batch 1 AD,https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.6% ABV,80 IBU,(4.5),10 Ratings,Added 11/23/18
3874,Samson & Delilha,https://untappd.com/MAZURTBrewingCompany,Old Ale,N/A ABV,N/A IBU,(N/A),6 Ratings,Added 05/14/15
3875,Coconut Russian Imperial Stout,https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.5% ABV,N/A IBU,(N/A),5 Ratings,Added 11/20/16
3876,Rhythm Devil > Space,https://untappd.com/MAZURTBrewingCompany,Pale Ale - American,6.7% ABV,N/A IBU,(N/A),4 Ratings,Added 05/14/15
3877,Simcolumbarillo,https://untappd.com/MAZURTBrewingCompany,IPA - American,8.3% ABV,N/A IBU,(N/A),4 Ratings,Added 05/14/15
3878,MAZURT RIS,https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13% ABV,100 IBU,(N/A),4 Ratings,Added 11/20/15
3879,Quadplosion,https://untappd.com/MAZURTBrewingCompany,Belgian Quad,16.5% ABV,N/A IBU,(N/A),3 Ratings,Added 12/24/15
3880,Gone For Good - Spring 2017,https://untappd.com/MAZURTBrewingCompany,IPA - Triple,10.8% ABV,N/A IBU,(N/A),3 Ratings,Added 04/15/17
3881,Double Barrel Got No Dime 2017 Barrel 2,https://untappd.com/MAZURTBrewingCompany,Barleywine - English,13.5% ABV,N/A IBU,(N/A),5 Ratings,Added 11/19/17
3882,Crosseyed Wharf Rat (Belgian) 2011,https://untappd.com/MAZURTBrewingCompany,Barleywine - American,12% ABV,60 IBU,(N/A),0 Rating,Added 06/23/14
3883,Trouble Ahead,https://untappd.com/MAZURTBrewingCompany,Porter - Other,7.7% ABV,N/A IBU,(N/A),2 Ratings,Added 05/14/15
3884,Tennessee Whiskey Barrel Aged RIS 2017,https://untappd.com/MAZURTBrewingCompany,Stout - Russian Imperial,13.6% ABV,84 IBU,(N/A),2 Ratings,Added 03/26/17
3885,Northbound Headlight,https://untappd.com/MAZURTBrewingCompany,IPA - New England,7% ABV,35 IBU,(N/A),1 Rating,Added 07/22/17
3886,"Eyes of the New World (Columbus, Simcoe, & Centennial)",https://untappd.com/MAZURTBrewingCompany,IPA - American,8% ABV,N/A IBU,(N/A),2 Ratings,Added 10/14/17
3887,"Eyes of the New World (Columbus, Simcoe, Centennial Hops, Late Addition Mosaic)",https://untappd.com/MAZURTBrewingCompany,IPA - American,8% ABV,N/A IBU,(N/A),1 Rating,Added 01/14/18
3888,Le Fruited Series White Peach,https://untappd.com/Whiteroosterfarmhousebrewery,American Wild Ale,7% ABV,5 IBU,(4.37),340 Ratings,Added 07/31/17
