,name,brewery,style,abv,ibu,rating,raters,date
0,Blue Suede Shews,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.85),643 Ratings,Added 04/29/16
1,Find the Lady,https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(4.65),532 Ratings,Added 01/19/17
2,The Monte,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.72),474 Ratings,Added 03/18/17
3,Levitation,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.54),311 Ratings,Added 04/20/18
4,Call of the Void,https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(4.85),308 Ratings,Added 08/12/17
5,Crème Brewlée (a.k.a. Coffee & Cream),https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.27),284 Ratings,Added 12/31/17
6,The Man With the Axe,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.66),223 Ratings,Added 08/05/16
7,Blueberry Pancake,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.77),242 Ratings,Added 10/01/16
8,Cali Cotton (R&D),https://untappd.com/PipsMeadery,Mead - Pyment,12% ABV,N/A IBU,(4.63),209 Ratings,Added 09/10/16
9,"Razzamatazz (2018, June)",https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(4.78),239 Ratings,Added 06/21/18
10,Black Currant Pancake,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.85),198 Ratings,Added 05/13/17
11,La Hire,https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(4.62),174 Ratings,Added 04/29/16
12,Banana Pancake,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.92),201 Ratings,Added 06/20/18
13,"Plum (2018, June)",https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(4.67),213 Ratings,Added 06/21/18
14,Torn & Restored,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.39),192 Ratings,Added 03/16/18
15,A Thousand Ships,https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(4.7),168 Ratings,Added 04/29/16
16,Amalgamation,https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(4.73),174 Ratings,Added 03/16/18
17,Apple Turnover,https://untappd.com/PipsMeadery,Mead - Cyser,14% ABV,N/A IBU,(4.81),176 Ratings,Added 05/31/17
18,Snake Eyes,https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(4.63),188 Ratings,Added 03/16/18
19,Raspberry Pancake,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.85),149 Ratings,Added 05/11/18
20,Crazy Cakes,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.8),152 Ratings,Added 08/10/18
21,Presto,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.78),121 Ratings,Added 05/13/17
22,Strawberry Bourbon Pancake,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.86),140 Ratings,Added 12/09/17
23,There's A Snake In My Shews,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.93),125 Ratings,Added 05/14/17
24,Royalty,https://untappd.com/PipsMeadery,Mead - Other,12% ABV,N/A IBU,(4.64),119 Ratings,Added 10/06/18
25,Cali Cotton (Sept 2018),https://untappd.com/PipsMeadery,Mead - Pyment,12% ABV,N/A IBU,(4.7),114 Ratings,Added 09/28/18
26,46+2,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.73),104 Ratings,Added 01/19/17
27,There's A Snake In My Bluet,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.71),88 Ratings,Added 10/01/16
28,Marshmallow La Hire,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.74),102 Ratings,Added 04/29/16
29,The Trickster,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.6),98 Ratings,Added 05/25/18
30,Apricot Turnover,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.74),101 Ratings,Added 05/25/18
31,The Fool,https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(4.73),101 Ratings,Added 06/20/18
32,Imprecation,https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(4.66),81 Ratings,Added 05/12/17
33,Pear Turnover,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.83),88 Ratings,Added 12/09/17
34,Plum Crazy,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.55),76 Ratings,Added 10/22/17
35,Malediction,https://untappd.com/PipsMeadery,Mead - Other,N/A ABV,N/A IBU,(4.78),77 Ratings,Added 07/02/17
36,Coconut Coffee Key Lime Pie,https://untappd.com/PipsMeadery,Mead - Other,12.5% ABV,N/A IBU,(4.85),89 Ratings,Added 09/08/18
37,(R&D batch) Spumoni,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.47),57 Ratings,Added 07/11/16
38,Palindrome,https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(4.62),76 Ratings,Added 08/31/18
39,Blue Sandals,https://untappd.com/PipsMeadery,Mead - Other,11% ABV,N/A IBU,(4.9),75 Ratings,Added 03/16/18
40,Blackjack (R&D),https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(4.65),62 Ratings,Added 06/24/17
41,Tear Drop,https://untappd.com/PipsMeadery,Mead - Pyment,12% ABV,N/A IBU,(4.57),66 Ratings,Added 11/05/17
42,Tricks Are For Kids,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.77),73 Ratings,Added 03/16/18
43,Double Oaked Blueberry Vanilla Wild Card,https://untappd.com/PipsMeadery,Mead - Other,7% ABV,N/A IBU,(4.54),69 Ratings,Added 09/08/18
44,Blackjack (Sept 2018),https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(4.66),67 Ratings,Added 09/28/18
45,Peach Turnover,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.78),58 Ratings,Added 12/12/17
46,Banana Walnut Bread,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.76),52 Ratings,Added 12/11/17
47,Blackberry Mechanic,https://untappd.com/PipsMeadery,Mead - Melomel,12% ABV,N/A IBU,(4.66),48 Ratings,Added 11/07/17
48,Wild Card Series - Black Currant,https://untappd.com/PipsMeadery,Mead - Other,7% ABV,N/A IBU,(4.4),30 Ratings,Added 07/27/16
49,I Stepped In Mud,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.82),41 Ratings,Added 08/26/18
50,Finn,https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(4.67),29 Ratings,Added 04/17/17
51,Cherry Turnover,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.81),40 Ratings,Added 08/10/18
52,Frutta Biscotti,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.84),37 Ratings,Added 08/26/18
53,Blind,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.76),32 Ratings,Added 10/20/18
54,Lights Out,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.66),32 Ratings,Added 10/19/18
55,Wild Card Series - Blueberry Vanilla,https://untappd.com/PipsMeadery,Mead - Other,7% ABV,N/A IBU,(4.24),36 Ratings,Added 03/16/18
56,Old Timey Root Beer,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.53),30 Ratings,Added 12/15/17
57,Smoke & Mirrors,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.56),32 Ratings,Added 08/26/18
58,Dead Man's Hand (Barrel Aged),https://untappd.com/PipsMeadery,Mead - Other,15% ABV,N/A IBU,(4.64),25 Ratings,Added 01/19/17
59,Black Forest,https://untappd.com/PipsMeadery,Mead - Other,N/A ABV,N/A IBU,(4.76),31 Ratings,Added 07/19/18
60,Strawngberry,https://untappd.com/PipsMeadery,Mead - Melomel,19.2% ABV,N/A IBU,(4.73),30 Ratings,Added 09/08/18
61,Hesitation,https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(4.85),26 Ratings,Added 12/06/18
62,Sourwood,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.72),19 Ratings,Added 06/24/17
63,Ace High,https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(4.5),19 Ratings,Added 05/31/16
64,Apricadabra,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(4.85),10 Ratings,Added 06/12/17
65,46 + Moar,https://untappd.com/PipsMeadery,Mead - Other,N/A ABV,N/A IBU,(4.65),10 Ratings,Added 03/18/17
66,Overboard,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(5),10 Ratings,Added 12/06/18
67,Orange Blossom,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(N/A),8 Ratings,Added 12/09/17
68,A Man & His Mjød,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(5),10 Ratings,Added 04/23/18
69,Dead Man's Hand,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(N/A),3 Ratings,Added 04/29/16
70,Rolling Meadows,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(N/A),4 Ratings,Added 05/31/16
71,Back To Basics,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(N/A),4 Ratings,Added 09/10/16
72,Dovetail,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(N/A),7 Ratings,Added 12/30/18
73,Blueberry Blossom,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(N/A),2 Ratings,Added 06/24/17
74,Chocolate Pancake,https://untappd.com/PipsMeadery,Mead - Other,14% ABV,N/A IBU,(N/A),1 Rating,Added 12/06/18
75,Black Currant Bourbon Pancake,https://untappd.com/PipsMeadery,Mead - Melomel,14% ABV,N/A IBU,(N/A),1 Rating,Added 01/01/19
76,The Statement,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.45),"6,383 Ratings",Added 09/02/13
77,Black Agnes,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.68),"4,946 Ratings",Added 01/17/14
78,Raspberry,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.35),"3,922 Ratings",Added 09/27/13
79,Blackberry,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.34),"4,163 Ratings",Added 08/06/13
80,Red Agnes,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.63),"3,003 Ratings",Added 01/23/16
81,Nutmeg,https://untappd.com/SchrammsMead,Mead - Metheglin,13% ABV,14 IBU,(4.19),"2,353 Ratings",Added 06/09/14
82,Ginger,https://untappd.com/SchrammsMead,Mead - Other,N/A ABV,N/A IBU,(4.03),"2,153 Ratings",Added 08/06/13
83,A Smile of Fortune,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.71),"1,806 Ratings",Added 08/06/16
84,The Heart Of Darkness,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.82),"1,576 Ratings",Added 09/20/13
85,Amelia,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.52),"1,492 Ratings",Added 04/26/15
86,Marionberry,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.41),"1,360 Ratings",Added 10/02/16
87,Red Agnes (Batch 2),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.66),"1,174 Ratings",Added 09/29/16
88,Black Agnes (Batch 8),https://untappd.com/SchrammsMead,Mead - Melomel,11% ABV,N/A IBU,(4.78),"1,059 Ratings",Added 10/18/17
89,Erik The Red,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.49),821 Ratings,Added 12/01/13
90,The Rebuttal,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.64),738 Ratings,Added 02/12/17
91,Madeline (1st Birthday),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.61),751 Ratings,Added 03/09/16
92,Heritage (Batch 3),https://untappd.com/SchrammsMead,Mead - Melomel,12.5% ABV,N/A IBU,(4.61),762 Ratings,Added 06/14/18
93,Madeline (3rd Birthday),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.66),761 Ratings,Added 05/04/18
94,Peach,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(3.96),505 Ratings,Added 12/07/13
95,Apple Reserve,https://untappd.com/SchrammsMead,Mead - Cyser,14% ABV,N/A IBU,(4.58),590 Ratings,Added 09/03/16
96,Sarah,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.71),575 Ratings,Added 09/29/16
97,Lord Jim,https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(4.48),566 Ratings,Added 03/14/16
98,Cranberry,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.55),506 Ratings,Added 04/27/15
99,The Statement Reserve,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(4.79),440 Ratings,Added 11/09/13
100,Black Heart,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.16),486 Ratings,Added 10/17/13
101,Apple,https://untappd.com/SchrammsMead,Mead - Cyser,14% ABV,N/A IBU,(4.32),416 Ratings,Added 09/27/13
102,Elderberry,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.35),454 Ratings,Added 01/24/16
103,Blackberry Sec,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(3.87),353 Ratings,Added 01/11/14
104,Erik the Red (Batch 2) (2018),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.5),396 Ratings,Added 01/21/18
105,Amelia (2nd Birthday),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.56),332 Ratings,Added 02/11/18
106,Red Agnes (Batch 3),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.58),308 Ratings,Added 08/04/18
107,Sarah (Batch Two),https://untappd.com/SchrammsMead,Mead - Melomel,12% ABV,N/A IBU,(4.72),261 Ratings,Added 08/04/18
108,Plum,https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(4.16),164 Ratings,Added 08/02/14
109,Apple Crisp,https://untappd.com/SchrammsMead,Mead - Cyser,10% ABV,N/A IBU,(4.27),223 Ratings,Added 10/31/15
110,The Response,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.7),180 Ratings,Added 08/06/16
111,Small Batch Ginger,https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(4.29),127 Ratings,Added 07/11/14
112,Apple Reserve (Steinberger),https://untappd.com/SchrammsMead,Mead - Cyser,N/A ABV,N/A IBU,(4.3),152 Ratings,Added 10/01/16
113,Apple Reserve (71-B),https://untappd.com/SchrammsMead,Mead - Cyser,N/A ABV,N/A IBU,(4.62),156 Ratings,Added 10/01/16
114,Blackberry (Batch 5),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.51),165 Ratings,Added 09/23/17
115,Black Heart (Batch 5),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.16),152 Ratings,Added 08/03/18
116,The Rocket,https://untappd.com/SchrammsMead,Mead - Other,N/A ABV,N/A IBU,(4.35),135 Ratings,Added 08/01/15
117,Tasmanian Leatherwood Traditional,https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(4.23),132 Ratings,Added 03/27/16
118,Blueberry,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.52),134 Ratings,Added 09/30/17
119,Blackberry (Batch 4),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.49),124 Ratings,Added 05/29/16
120,Apple Reserve (Safale US-05),https://untappd.com/SchrammsMead,Mead - Cyser,N/A ABV,N/A IBU,(4.59),126 Ratings,Added 10/01/16
121,Kochanie,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(4.35),128 Ratings,Added 09/30/17
122,Chrissie,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(4.54),131 Ratings,Added 09/28/18
123,Bramble Batch 1,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(4.53),136 Ratings,Added 09/28/18
124,Black Heart (Batch 3),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.11),110 Ratings,Added 01/29/15
125,Aroniaberry,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(4.12),112 Ratings,Added 05/07/16
126,Blueberry Pie,https://untappd.com/SchrammsMead,Mead - Other,N/A ABV,N/A IBU,(4.49),108 Ratings,Added 10/02/16
127,Indigo (Batch 1),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.45),125 Ratings,Added 12/16/18
128,Nutmeg Batch 3,https://untappd.com/SchrammsMead,Mead - Metheglin,N/A ABV,N/A IBU,(4.35),116 Ratings,Added 12/16/17
129,Patience,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(4.42),108 Ratings,Added 10/01/17
130,Marionberry (Batch 2),https://untappd.com/SchrammsMead,Mead - Other,N/A ABV,N/A IBU,(4.38),103 Ratings,Added 08/05/18
131,Ginger (Batch 2),https://untappd.com/SchrammsMead,Mead - Metheglin,14% ABV,N/A IBU,(4.25),98 Ratings,Added 04/22/15
132,The Rocket (71-B),https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(4.4),102 Ratings,Added 04/20/17
133,The Rocket (T-306),https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(4.39),102 Ratings,Added 04/20/17
134,Apple Reserve (Spontaneous),https://untappd.com/SchrammsMead,Mead - Cyser,14% ABV,N/A IBU,(4.47),95 Ratings,Added 01/15/17
135,The Rocket (R-2),https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(4.26),95 Ratings,Added 04/20/17
136,Valentine,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.5),100 Ratings,Added 09/28/18
137,The Statement (Lutowka),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.64),75 Ratings,Added 10/02/16
138,Mambo In Your Mouth,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(4.25),62 Ratings,Added 07/28/14
139,Maravilla,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.59),73 Ratings,Added 09/30/17
140,Schramm’s Mexican Coffee Blossom Traditional US-05,https://untappd.com/SchrammsMead,Mead - Other,N/A ABV,N/A IBU,(4.32),72 Ratings,Added 09/28/18
141,Heather Traditional,https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(4.65),64 Ratings,Added 11/16/15
142,Cranberry Batch 2,https://untappd.com/SchrammsMead,Mead - Melomel,8% ABV,N/A IBU,(4.65),67 Ratings,Added 11/17/18
143,Schramms Wild Blueberry,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(4.41),73 Ratings,Added 12/11/17
144,Mexican Coffee Blossom Traditional 71-B,https://untappd.com/SchrammsMead,Mead - Other,N/A ABV,N/A IBU,(4.16),71 Ratings,Added 09/28/18
145,The Rocket (RHST),https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(4.39),66 Ratings,Added 04/20/17
146,Amelia (1st Birthday),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.59),64 Ratings,Added 10/02/17
147,Coriander Traditional,https://untappd.com/SchrammsMead,Mead - Metheglin,10% ABV,N/A IBU,(4.12),66 Ratings,Added 09/28/18
148,Understanding Honey,https://untappd.com/SchrammsMead,Mead - Other,N/A ABV,N/A IBU,(4.61),57 Ratings,Added 05/07/16
149,Apple Cinnamon,https://untappd.com/SchrammsMead,Mead - Cyser,14% ABV,N/A IBU,(3.75),40 Ratings,Added 10/13/13
150,Forgiveness,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(4.53),45 Ratings,Added 10/21/17
151,Ginger Mead (w/ Pineapple Infusion),https://untappd.com/SchrammsMead,Mead - Other,N/A ABV,N/A IBU,(4.03),31 Ratings,Added 06/18/14
152,Youth,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.31),33 Ratings,Added 12/11/17
153,White Pyment,https://untappd.com/SchrammsMead,Mead - Pyment,14% ABV,N/A IBU,(3.71),18 Ratings,Added 11/18/13
154,Raspberry Sec,https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(4.47),29 Ratings,Added 06/03/17
155,Small Batch Ginger (Batch 3),https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(4.37),21 Ratings,Added 12/18/14
156,Michigan Rhubarb,https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(4.19),23 Ratings,Added 03/27/16
157,Small Batch Ginger (Costa Rican),https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(3.98),16 Ratings,Added 06/28/15
158,Black Heart (Batch 4),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(4.37),19 Ratings,Added 02/19/18
159,Schramm Jaclyn Raspberry,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(N/A),9 Ratings,Added 06/10/16
160,Raspberry/Plum Small Batch,https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(N/A),6 Ratings,Added 10/13/14
161,The Sister's,https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(N/A),2 Ratings,Added 05/29/16
162,Heather (Batch 2),https://untappd.com/SchrammsMead,Mead - Other,14% ABV,N/A IBU,(N/A),7 Ratings,Added 08/03/18
163,Raspberry (Batch 5),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(N/A),8 Ratings,Added 08/31/18
164,Schmistetoe,https://untappd.com/SchrammsMead,Mead - Other,N/A ABV,N/A IBU,(N/A),3 Ratings,Added 12/06/15
165,Cinnamon Statement,https://untappd.com/SchrammsMead,Mead - Other,N/A ABV,N/A IBU,(N/A),2 Ratings,Added 12/06/15
166,Agnes Gran Cuvée,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(N/A),2 Ratings,Added 08/05/18
167,Heart of Darkness (Batch 1 - 2013),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(N/A),2 Ratings,Added 07/08/18
168,The Heart of Darkness (2018 Private Reserve),https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(N/A),2 Ratings,Added 10/09/18
169,Bourbon Barrel Aged Ginger,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(N/A),1 Rating,Added 12/24/17
170,Cuvee De Clarity,https://untappd.com/SchrammsMead,Mead - Melomel,N/A ABV,N/A IBU,(N/A),1 Rating,Added 01/21/18
171,Raspberry Batch 5,https://untappd.com/SchrammsMead,Mead - Melomel,14% ABV,N/A IBU,(N/A),0 Rating,Added 08/31/18
172,Heritage,https://untappd.com/SchrammsMead,Mead - Melomel,12.5% ABV,N/A IBU,(N/A),0 Rating,Added 01/08/19
173,S'Mortal Kombat,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,12.8% ABV,N/A IBU,(4.58),982 Ratings,Added 03/07/18
174,JBM 35,https://untappd.com/3SonsBrewingCo,Stout - Imperial Oatmeal,10% ABV,45 IBU,(4.68),907 Ratings,Added 11/12/14
175,Chocolate Bourbon Summation,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,13% ABV,N/A IBU,(4.6),816 Ratings,Added 03/07/18
176,Big Sxxxy,https://untappd.com/3SonsBrewingCo,Barleywine - English,10.5% ABV,N/A IBU,(4.4),704 Ratings,Added 08/26/16
177,Barrel Aged Imperial Double Scoop,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,12% ABV,N/A IBU,(4.76),610 Ratings,Added 03/07/16
178,Hug Hug Kiss Kiss,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,12.8% ABV,N/A IBU,(4.46),640 Ratings,Added 02/21/18
179,Boysen tha Hood,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,7.2% ABV,N/A IBU,(4.41),510 Ratings,Added 01/30/16
180,BA Scoop,https://untappd.com/3SonsBrewingCo,Stout - Russian Imperial,13% ABV,N/A IBU,(4.63),608 Ratings,Added 03/10/18
181,Double Scoop,https://untappd.com/3SonsBrewingCo,Stout - American,6% ABV,N/A IBU,(4.25),521 Ratings,Added 03/04/14
182,Summation,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,9.8% ABV,N/A IBU,(4.62),484 Ratings,Added 01/19/14
183,Irie Vibes,https://untappd.com/3SonsBrewingCo,Sour - Berliner Weisse,6.8% ABV,N/A IBU,(4.15),494 Ratings,Added 03/07/18
184,Lumberjack Morning Break,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,13% ABV,N/A IBU,(4.66),400 Ratings,Added 07/29/14
185,Scoop à La Mode,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,11.5% ABV,N/A IBU,(4.71),343 Ratings,Added 02/03/17
186,White Oak Dopaliscious,https://untappd.com/3SonsBrewingCo,IPA - New England,7.4% ABV,N/A IBU,(3.87),337 Ratings,Added 03/10/18
187,PSL - Pumpkin spice Latte,https://untappd.com/3SonsBrewingCo,Pumpkin / Yam Beer,7.3% ABV,22 IBU,(4.07),219 Ratings,Added 11/08/13
188,Kopi Summation,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,9.8% ABV,N/A IBU,(4.68),221 Ratings,Added 03/12/15
189,Maple Massacre,https://untappd.com/3SonsBrewingCo,Stout - Imperial Milk / Sweet,12% ABV,N/A IBU,(4.62),206 Ratings,Added 02/07/18
190,Irish Winter,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,7.5% ABV,25 IBU,(4.24),189 Ratings,Added 12/03/13
191,El Padrino,https://untappd.com/3SonsBrewingCo,Stout - Imperial / Double,10% ABV,N/A IBU,(4.44),173 Ratings,Added 03/11/15
192,Dopaliscious,https://untappd.com/3SonsBrewingCo,IPA - American,N/A ABV,N/A IBU,(4.05),168 Ratings,Added 04/02/17
193,Funk Me Sideways,https://untappd.com/3SonsBrewingCo,American Wild Ale,5.8% ABV,N/A IBU,(4.49),129 Ratings,Added 03/06/17
194,PB King,https://untappd.com/3SonsBrewingCo,Stout - American Imperial / Double,8.5% ABV,N/A IBU,(4.28),131 Ratings,Added 03/04/14
195,Dank Ness Monster,https://untappd.com/3SonsBrewingCo,IPA - American,6.5% ABV,55 IBU,(4.14),116 Ratings,Added 12/09/15
