,name,brewery,style,abv,ibu,rating,raters,date,text
1038,The Peach,https://untappd.com/DeGardeBrewing,American Wild Ale,7.3% ABV,N/A IBU,(4.55),"2,473 Ratings",Added 11/20/15,"A golden wild ale aged in Cognac barrels. After extended aging, this was transfered into oak tank and refermented with Oregon Peaches."
1039,Imperial Stone Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,5.3% ABV,N/A IBU,(4.5),"2,271 Ratings",Added 05/03/15,A Berliner Weisse Style Ale Aged in Oak Barrels With Peaches & Apricots
1040,Grand Blanc,https://untappd.com/DeGardeBrewing,American Wild Ale,7.9% ABV,N/A IBU,(4.34),"2,528 Ratings",Added 01/25/16,A golden rye wild ale aged in oak with riesling grapes
1041,Boysenberry Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,4.5% ABV,N/A IBU,(4.34),"2,364 Ratings",Added 06/28/14,A Berliner Weisse style ale aged in Oak Barrels with Boysenberries
1042,Saison Mélange No. 3,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,7.2% ABV,N/A IBU,(4.3),"2,184 Ratings",Added 11/08/16,Saison Mélange No.3 - A Blended Wild Farmhouse Ale Aged in Oak Gin & Vermouth Barrels. ALC 7.2% BY VOL
1043,Imperial Purple Raz Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,5.5% ABV,N/A IBU,(4.56),"2,043 Ratings",Added 03/01/15,Aged in oak barrels with black & red raspberries.
1044,The Lucy,https://untappd.com/DeGardeBrewing,American Wild Ale,8% ABV,N/A IBU,(4.28),"2,286 Ratings",Added 12/08/14,Lambic inspired with muscat grapes
1045,Stone Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,4.4% ABV,N/A IBU,(4.4),"1,900 Ratings",Added 11/23/14,
1046,Petit Azacca,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,5% ABV,N/A IBU,(4.28),"1,927 Ratings",Added 01/31/15,a tart farmhouse style ale aged in oak barrels & dry hopped
1047,The Purple Kriek,https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.44),"2,108 Ratings",Added 10/02/16,
1048,The Lily,https://untappd.com/DeGardeBrewing,American Wild Ale,6% ABV,N/A IBU,(4.31),"2,082 Ratings",Added 02/01/14,A wild ale fermented in oak barrels with Tempranillo grapes
1049,The Kriek,https://untappd.com/DeGardeBrewing,Sour - Ale,7% ABV,N/A IBU,(4.24),"2,112 Ratings",Added 10/02/16,
1050,The Archer,https://untappd.com/DeGardeBrewing,Lambic - Traditional,7% ABV,N/A IBU,(4.27),"2,045 Ratings",Added 11/22/13,Lambic-style ale aged in oak barrels with pinot noir grapes.
1051,Apricot Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,4.3% ABV,N/A IBU,(4.35),"1,947 Ratings",Added 08/11/14,
1052,Pâle,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,6% ABV,N/A IBU,(4.17),"2,024 Ratings",Added 07/22/16,Tart farmhouse rye beer aged in an oak foeder.
1053,Kriek Premiere,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,8.4% ABV,N/A IBU,(4.29),"1,978 Ratings",Added 06/30/17,A Wild Farmhouse Ale Aged in Oak Barrels with Tart Cherries
1054,Special Violet,https://untappd.com/DeGardeBrewing,American Wild Ale,6.4% ABV,N/A IBU,(4.38),"1,998 Ratings",Added 08/19/16,A wild red ale with Boysenberries and Blackberries
1055,Berry Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,4.4% ABV,N/A IBU,(4.33),"1,857 Ratings",Added 11/23/14,"A Berliner Weisse style ale aged in oak barrels with blackberries, boysenberries & blueberries."
1056,The Little Peach,https://untappd.com/DeGardeBrewing,American Wild Ale,5% ABV,N/A IBU,(4.19),"1,964 Ratings",Added 03/25/18,A Spontaneous Wild Ale Aged in Oak Barrels With Oregon Peaches
1057,Citra Hose,https://untappd.com/DeGardeBrewing,Sour - Gose,4% ABV,N/A IBU,(4.26),"1,732 Ratings",Added 05/03/15,a gose style ale aged in oak barrels and dry hopped with citra hops
1058,Cherry Gose,https://untappd.com/DeGardeBrewing,Sour - Gose,5.4% ABV,N/A IBU,(4.21),"1,738 Ratings",Added 08/14/15,
1059,Black Raz Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,4.4% ABV,N/A IBU,(4.41),"1,618 Ratings",Added 08/23/14,Our Berliner Weisse base refermented in barrels with elusive Oregon Black Raspberries.
1060,Desay Deux,https://untappd.com/DeGardeBrewing,American Wild Ale,6.4% ABV,N/A IBU,(4.31),"1,778 Ratings",Added 11/06/16,"A Wild Ale
Aged in Oak with
Re-fermented Raspberries"
1061,Petit Citra,https://untappd.com/DeGardeBrewing,Sour - Ale,5% ABV,N/A IBU,(4.28),"1,629 Ratings",Added 03/06/16,
1062,Imperial Blu Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,5.4% ABV,N/A IBU,(4.36),"1,571 Ratings",Added 01/03/15,A Berliner Weisse style ale aged in oak barrels with blueberries
1063,Autre Grand Rouge,https://untappd.com/DeGardeBrewing,Sour - Ale,6.3% ABV,N/A IBU,(4.26),"1,612 Ratings",Added 06/03/17,Oak aged wild red ale with Zinfandel grapes.
1064,Petit Pêche,https://untappd.com/DeGardeBrewing,American Wild Ale,6.9% ABV,N/A IBU,(4.48),"1,548 Ratings",Added 10/22/16,A Tart Farmhouse Ale Aged in Oak Barrels with Peaches.
1065,The Law of Motion,https://untappd.com/DeGardeBrewing,American Wild Ale,6.5% ABV,N/A IBU,(4.05),"1,645 Ratings",Added 09/15/17,"This wild ale is a cider and beer hybrid, born from the mutual respect and similarities between Baird & Dewar Farmhouse Cider and our brewery. Last Fall,… Read More"
1066,The Pas,https://untappd.com/DeGardeBrewing,American Wild Ale,5.2% ABV,N/A IBU,(4.27),"1,522 Ratings",Added 03/03/17,"A golden wild ale drawing inspiration from Belgian Lambic and Gueuze traditions, this beer was fermented and aged in oak after resting overnight in our… Read More"
1067,The Marion,https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.45),"1,547 Ratings",Added 10/30/16,A wild ale aged in oak barrels with marionberries.
1068,Vin Lee,https://untappd.com/DeGardeBrewing,American Wild Ale,7.4% ABV,N/A IBU,(4.22),"1,429 Ratings",Added 01/02/14,A wild red ale aged in wine barrels with Pinot Noir grapes.
1069,Dame Rouge,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,6.2% ABV,N/A IBU,(4.45),"1,505 Ratings",Added 08/19/16,"Wild oak fermented and aged saison, refermented in oak with Montmorency Cherries and Raspberries, then blended with 20% two year old oak aged saison for… Read More"
1070,Grand Rouge,https://untappd.com/DeGardeBrewing,American Wild Ale,6.7% ABV,N/A IBU,(4.25),"1,566 Ratings",Added 03/12/16,A wild red ale aged in oak with zinfandel grapes.
1071,Apricot Gose,https://untappd.com/DeGardeBrewing,Sour - Gose,5.2% ABV,N/A IBU,(4.54),"1,317 Ratings",Added 08/30/15,
1072,Imperial Raz Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,5.4% ABV,N/A IBU,(4.51),"1,327 Ratings",Added 03/01/15,
1073,Special Noir,https://untappd.com/DeGardeBrewing,American Wild Ale,6.4% ABV,N/A IBU,(4.45),"1,419 Ratings",Added 08/25/17,A Wild Red Ale Aged in Oak Barrels with Black & Red Raspberries
1074,Eponyme,https://untappd.com/DeGardeBrewing,Sour - Ale,6% ABV,N/A IBU,(3.95),"1,383 Ratings",Added 05/01/16,"A blend of barrels, oak tanks and years of wild brown, amber and Bier de Garde, further conditioned on toasted maple wood with a small amount of maple… Read More"
1075,Très Grand Blanc,https://untappd.com/DeGardeBrewing,American Wild Ale,7.9% ABV,N/A IBU,(4.36),"1,377 Ratings",Added 01/22/16,A golden rye wild ale aged in oak with Riesling grapes & dry-hopped.
1076,Currant Gin Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,4.2% ABV,N/A IBU,(4.29),"1,194 Ratings",Added 07/27/14,Aged in Oak Gin Barrels with Black Currants
1077,Dry Hop Premiere,https://untappd.com/DeGardeBrewing,American Wild Ale,6% ABV,N/A IBU,(4.32),"1,263 Ratings",Added 10/02/15,"A tart, wild farmhouse ale dry-hopped with Citra & Mandarina Bavaria."
1078,Petit Mosaic,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,5% ABV,N/A IBU,(4.37),"1,298 Ratings",Added 01/31/15,
1079,The Orchard,https://untappd.com/DeGardeBrewing,American Wild Ale,6.4% ABV,N/A IBU,(4.29),"1,450 Ratings",Added 03/06/18,"A spontaneous wild ale, inoculated in our coolship, then fermented and aged for an average of 20 months in oak. After aging, select barrels were chosen… Read More"
1080,Spruce Desay,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,6.7% ABV,N/A IBU,(4.09),"1,141 Ratings",Added 07/10/15,A sour and fruity farmhouse inspired beer fermented and aged in oak wine barrels blended with two year old earthy and rustic farmhouse beer barrels. Conditioned… Read More
1081,The Vigne,https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.26),"1,279 Ratings",Added 02/17/17,A wild ale aged in oak wine barrels with Zinfandel Grapes
1082,The Boysenberry,https://untappd.com/DeGardeBrewing,Lambic - Fruit,7% ABV,N/A IBU,(4.43),"1,258 Ratings",Added 10/15/17,Spontaneous wild ale aged in oak barrels with boysenberries.
1083,Imperial Cherry Raz Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,5.5% ABV,N/A IBU,(4.45),"1,120 Ratings",Added 03/01/15,
1084,The Broken Truck,https://untappd.com/DeGardeBrewing,American Wild Ale,5% ABV,N/A IBU,(4.56),"1,114 Ratings",Added 06/25/15,"Shortly after we started distributing, we had our cursed old brewery truck break down while carrying a load of kegs to our distributor. Our distributor… Read More"
1085,The Flor,https://untappd.com/DeGardeBrewing,American Wild Ale,6% ABV,N/A IBU,(4.28),"1,151 Ratings",Added 05/01/16,Golden wild ale aged in oak sherry & brandy barrels
1086,Lee Kriek,https://untappd.com/DeGardeBrewing,American Wild Ale,8.4% ABV,N/A IBU,(4.33),"1,125 Ratings",Added 06/28/14,Sour red ale in rye whiskey & pinot barrels with sour cherries.
1087,The Bluest,https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.39),"1,119 Ratings",Added 01/13/17,
1088,Violet Premiere,https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.48),"1,115 Ratings",Added 09/23/17,A farmhouse wild ale with black and red raspberries
1089,The Unblended,https://untappd.com/DeGardeBrewing,Lambic - Traditional,5% ABV,N/A IBU,(4.04),"1,108 Ratings",Added 07/31/15,"Unblended spontaneous beer, served still. A rotating selection of single barrel samples, served only in our taproom. While perhaps not as refined or complex… Read More"
1090,Raspberry Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,4.3% ABV,N/A IBU,(4.39),"1,050 Ratings",Added 06/22/14,Berliner with raspberries aged in oak.
1091,Petit Nectarine,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,6.7% ABV,N/A IBU,(4.49),"1,067 Ratings",Added 10/22/16,Tart wild farmhouse ale agreed in oak with nectarines.
1092,Petit Kriek,https://untappd.com/DeGardeBrewing,American Wild Ale,6.9% ABV,N/A IBU,(4.36),"1,061 Ratings",Added 09/23/16,
1093,Deutsche Hose,https://untappd.com/DeGardeBrewing,Sour - Gose,5% ABV,N/A IBU,(4.07),"1,125 Ratings",Added 02/04/18,A dry-hopped wild ale aged in oak with coriander and citrus peel.
1094,Special Rouge Reserve,https://untappd.com/DeGardeBrewing,American Wild Ale,6.5% ABV,N/A IBU,(4.44),"1,039 Ratings",Added 01/13/17,"A wild red ale aged in oak cask with cherries, raspberries and Zinfandel grapes"
1095,Bière Violet,https://untappd.com/DeGardeBrewing,American Wild Ale,6.5% ABV,N/A IBU,(4.47),"1,029 Ratings",Added 03/02/15,A wild ale aged in French oak Puncheons with Boysenberries.
1096,The Duo,https://untappd.com/DeGardeBrewing,American Wild Ale,6% ABV,N/A IBU,(4.31),987 Ratings,Added 05/23/15,A blend of 18 and 24 month lambics aged in second use gin barrels
1097,The Nord,https://untappd.com/DeGardeBrewing,American Wild Ale,5.5% ABV,N/A IBU,(4.21),"1,027 Ratings",Added 05/06/17,"A wild ale aged in oak, brewed with Casa Agria Specialty Ales. v The Nord, was as always inoculated in our coolship. After fermentation began in oak barrels,… Read More"
1098,The Rougess,https://untappd.com/DeGardeBrewing,American Wild Ale,6.9% ABV,N/A IBU,(4.31),"1,035 Ratings",Added 12/15/17,Spontaneous wild ale aged in French oak puncheon barrels with local red raspberries as well as Montmorency and Morello tart cherries.
1099,The Truffle,https://untappd.com/DeGardeBrewing,American Wild Ale,5% ABV,N/A IBU,(4.4),"1,013 Ratings",Added 03/06/16,Golden wild ale aged in oak barrels with Oregon white truffles.
1100,The Florist,https://untappd.com/DeGardeBrewing,American Wild Ale,6.2% ABV,N/A IBU,(4.02),"1,003 Ratings",Added 03/17/17,A golden wild ale with citrus aged in oak gin barrels blended with our friends from fonta flora.
1101,Crab,https://untappd.com/DeGardeBrewing,American Wild Ale,7.1% ABV,N/A IBU,(4.15),937 Ratings,Added 07/22/17,
1102,Houblon Pêche,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,7% ABV,N/A IBU,(4.08),908 Ratings,Added 06/11/16,A Berliner Weisse Style Ale Aged in Barrels With Peaches & Dry-Hopped.
1103,Imperial Peach Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,5.5% ABV,N/A IBU,(4.48),895 Ratings,Added 12/13/14,
1104,3rd Anniversary,https://untappd.com/DeGardeBrewing,American Wild Ale,6.4% ABV,N/A IBU,(4.49),899 Ratings,Added 05/27/16,
1105,Imperial Hose,https://untappd.com/DeGardeBrewing,Sour - Gose,5.7% ABV,N/A IBU,(4.19),940 Ratings,Added 06/16/17,A Gose Style Ale Aged in Oak Barrels & Dry-Hopped
1106,Saison Melange,https://untappd.com/DeGardeBrewing,American Wild Ale,6.1% ABV,N/A IBU,(4.24),903 Ratings,Added 01/22/16,Blended wild farmhouse ale aged in wine barrels.
1107,Cherry Raz Gose,https://untappd.com/DeGardeBrewing,Sour - Gose,5.4% ABV,N/A IBU,(4.31),856 Ratings,Added 11/01/15,Our Gose style ale aged in wine barrels with cherries and raspberries.
1108,The Maison,https://untappd.com/DeGardeBrewing,American Wild Ale,5% ABV,N/A IBU,(4.33),833 Ratings,Added 12/09/17,"A Spontaneous Wild Ale
Aged in Oak Barrels
Blended from Three Years"
1109,Alt Bu Weisse,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,4.9% ABV,N/A IBU,(4.13),838 Ratings,Added 11/12/16,An imperial Berliner Weisse ale aged in oak from 3 years.
1110,The Road,https://untappd.com/DeGardeBrewing,American Wild Ale,6% ABV,N/A IBU,(4.18),832 Ratings,Added 05/19/17,A collaborative wild ale aged up to two years in oak barrels and dry-hopped
1111,Beaucoup Desay,https://untappd.com/DeGardeBrewing,American Wild Ale,8.9% ABV,N/A IBU,(4.33),795 Ratings,Added 10/12/14,"A wild, oak Chardonnay barrel aged, farmhouse ale with the addition of OR peaches and apricots added directly to the barrel."
1112,Beaucoup Violet,https://untappd.com/DeGardeBrewing,American Wild Ale,6.5% ABV,N/A IBU,(4.5),830 Ratings,Added 05/03/15,
1113,The Duo: Spruce Tip Cuvée (Keeper's Blend),https://untappd.com/DeGardeBrewing,American Wild Ale,6% ABV,N/A IBU,(4.09),896 Ratings,Added 08/28/17,2017 Keepers Beer #2. An elegant blend of multiple years of spontaniously innoculated and barrel fermented golden wild ale aged in local Gin barrels.… Read More
1114,Boysen De Mer,https://untappd.com/DeGardeBrewing,American Wild Ale,6.2% ABV,22 IBU,(4.27),847 Ratings,Added 08/09/17,
1115,Marion De Mer,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,6.2% ABV,N/A IBU,(4.1),826 Ratings,Added 07/16/17,A farmhouse wild ale aged in oak with marionberries
1116,José Hose,https://untappd.com/DeGardeBrewing,Sour - Gose,4% ABV,N/A IBU,(4.31),751 Ratings,Added 01/07/16,A Gose Style Ale Aged in Oak Mezcal Barrels & Dry-Hopped
1117,Imperial Black Raz Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,5.5% ABV,N/A IBU,(4.57),774 Ratings,Added 03/01/15,
1118,Avenue No. 1,https://untappd.com/DeGardeBrewing,American Wild Ale,6.2% ABV,N/A IBU,(4.33),794 Ratings,Added 08/28/16,Two year Wild Farmhouse blend ale with cherries aged in Oak Barrels. Blended with AltBrau & New Avenue for Youth
1119,The Numbers,https://untappd.com/DeGardeBrewing,American Wild Ale,5% ABV,N/A IBU,(4.38),768 Ratings,Added 06/02/16,A multiple year blend of golden wild ale aged in oak barrels
1120,The Sixth Peach,https://untappd.com/DeGardeBrewing,American Wild Ale,6.5% ABV,N/A IBU,(4.43),892 Ratings,Added 01/06/18,A spontaneous wild ale aged in oak barrels with white Saturn peaches.
1121,Caves 5th,https://untappd.com/DeGardeBrewing,American Wild Ale,9.4% ABV,N/A IBU,(4.44),768 Ratings,Added 10/01/16,"A Golden Wild Ale, aged in Oak Chardonnay Barrels with Oregon Peaches."
1122,Mosaic Hose,https://untappd.com/DeGardeBrewing,Sour - Gose,4% ABV,N/A IBU,(4.33),752 Ratings,Added 05/22/15,
1123,Alle Krüge,https://untappd.com/DeGardeBrewing,American Wild Ale,6.8% ABV,N/A IBU,(4.24),777 Ratings,Added 05/26/17,A Wild Brown Ale Aged in Oak Barrels with Blackberries In collaboration with Freigeist Bierkultur
1124,Boysen Premiere,https://untappd.com/DeGardeBrewing,American Wild Ale,6.7% ABV,N/A IBU,(4.47),682 Ratings,Added 11/20/15,"A tart farmhouse style ale, fermented and aged in oak foeder, then transfered into oak tank and refermented on Oregon Boysenberries."
1125,Grand Rouge Réserve,https://untappd.com/DeGardeBrewing,American Wild Ale,6.7% ABV,N/A IBU,(4.23),720 Ratings,Added 05/01/16,
1126,Passion Pom Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,4.4% ABV,N/A IBU,(4.5),698 Ratings,Added 10/23/15,Berliner weisse with passion fruit and pomegranates.
1127,The Broken Truck No.4,https://untappd.com/DeGardeBrewing,American Wild Ale,5.4% ABV,N/A IBU,(4.48),736 Ratings,Added 03/31/18,A Spontaneous Wild Ale aged in Oak Barrels From Four Years For Our Friends at Tin Bucket
1128,The Frais,https://untappd.com/DeGardeBrewing,American Wild Ale,5% ABV,N/A IBU,(4.24),735 Ratings,Added 10/14/17,A spontaneous wild ale aged in oak barrels blended from two years with fresh citra and mosaic hops
1129,Baies & Arbres,https://untappd.com/DeGardeBrewing,American Wild Ale,6.8% ABV,N/A IBU,(4.48),722 Ratings,Added 10/05/17,"This beer began its life as a spontaneously/coolship inoculated and fermented golden wild ale, consisting of a mash of 42% regionally grown unmalted wheat… Read More"
1130,Saison Melange No. 5,https://untappd.com/DeGardeBrewing,American Wild Ale,6% ABV,N/A IBU,(4.34),711 Ratings,Added 03/09/16,A blended wild farmhouse ale aged in oak gin and wine barrels
1131,Roseberry (Batch 2),https://untappd.com/DeGardeBrewing,Sour - Ale,6% ABV,N/A IBU,(4.08),724 Ratings,Added 07/14/17,"A farmhouse wild ale, inoculated with our local yeast and bacteria in coolship, then fermented and aged in oak. After maturation, it was transferred to… Read More"
1132,Raz Premiere,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,6.7% ABV,N/A IBU,(4.44),649 Ratings,Added 11/20/15,"A tart farmhouse style ale, fermented and aged in oak foeder, then transfered into oak tank and refermented with Oregon Raspberries."
1133,Bière Rose,https://untappd.com/DeGardeBrewing,American Wild Ale,6.6% ABV,N/A IBU,(4.34),682 Ratings,Added 03/02/15,A wild ale aged in French oak Puncheons with tart cherries.
1134,Imperial Orchard Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,5.4% ABV,N/A IBU,(4.61),641 Ratings,Added 05/23/15,"A Berliner Weisse style ale aged in oak barrels with apricots, nectarines, & peaches."
1135,Violet De Mer,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,6.1% ABV,N/A IBU,(4.26),668 Ratings,Added 07/23/17,Wild farmhouse ale with black and red raspberries added.
1136,Avenue No. 2,https://untappd.com/DeGardeBrewing,American Wild Ale,6.2% ABV,N/A IBU,(4.35),647 Ratings,Added 08/28/16,Two year Wild Farmhouse ale with marion berries in oak barrels. Blended with AltBrau & New Avenues for Youth
1137,F.A.I.L.,https://untappd.com/DeGardeBrewing,Lager - North American Adjunct,5.5% ABV,N/A IBU,(4.04),658 Ratings,Added 09/09/17,A Wild Lager Aged in Oak Barrels
1138,Citra Pâle,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,6% ABV,N/A IBU,(4.31),599 Ratings,Added 07/23/16,Tart rye farmhouse dry hopped with Citra.
1139,Purple Raz Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,4.2% ABV,N/A IBU,(4.41),603 Ratings,Added 08/30/15,Berliner Weisse style ale aged in oak barrels with red and black raspberries
1140,The Anniversary,https://untappd.com/DeGardeBrewing,American Wild Ale,5% ABV,N/A IBU,(4.51),573 Ratings,Added 05/04/15,A Special Wild Ale Aged in Oak Barrels Blended from Three Years
1141,The Blossom,https://untappd.com/DeGardeBrewing,American Wild Ale,5.3% ABV,N/A IBU,(4.45),545 Ratings,Added 05/26/17,A wild ale aged in oak barrels with peach blossoms.
1142,Framiscus (Batch 2),https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,6.2% ABV,N/A IBU,(4.25),596 Ratings,Added 07/16/17,A Farmhouse Wild Ale Aged in Oak with Raspberries & Hibiscus
1143,Anianish Dry Hop - Cuvee,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,5.2% ABV,N/A IBU,(4.27),598 Ratings,Added 05/01/17,Aged in Oak with Fruit & Spices
1144,The Anniversary Blend No. 2,https://untappd.com/DeGardeBrewing,American Wild Ale,5% ABV,N/A IBU,(4.19),551 Ratings,Added 05/06/17,A special wild ale blended from four years
1145,Saison Mélange No. 4,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,6.7% ABV,N/A IBU,(4.37),555 Ratings,Added 05/15/16,A blended wild farmhouse ale aged in oak barrels from 3 years.
1146,Petit á l'Orange,https://untappd.com/DeGardeBrewing,American Wild Ale,5% ABV,N/A IBU,(4.29),521 Ratings,Added 09/01/16,"From dG: ""Our foeder fermented and aged wild Saison inspired beer, this was transferred after maturation into secondary oak tank for conditioning on orange… Read More"
1147,The Framboise,https://untappd.com/DeGardeBrewing,American Wild Ale,6.5% ABV,N/A IBU,(4.36),554 Ratings,Added 08/29/18,"Our first beer drawing from a base most closely inspired by Lambic that features 100% red raspberries. In this circumstance, we fermented and aged spontaneous… Read More"
1148,Nectarine Bu,https://untappd.com/DeGardeBrewing,Sour - Berliner Weisse,4.4% ABV,N/A IBU,(4.31),517 Ratings,Added 08/30/15,"A Berliner Weisse inspired ale, aged in oak barrels and refermented on Oregon nectarines"
1149,Lee Noir,https://untappd.com/DeGardeBrewing,American Wild Ale,8.7% ABV,N/A IBU,(4.19),457 Ratings,Added 10/26/13,
1150,The Lily (Batch 2),https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.32),459 Ratings,Added 11/23/15,
1151,Biére Blue,https://untappd.com/DeGardeBrewing,American Wild Ale,7.1% ABV,N/A IBU,(4.21),474 Ratings,Added 06/24/16,"A wild golden ale brewed with wheat, this was fermented and aged in very young French oak Cabernet puncheons before refermenting on Oregon Blueberries.… Read More"
1152,The Apricot,https://untappd.com/DeGardeBrewing,American Wild Ale,6.5% ABV,N/A IBU,(4.32),506 Ratings,Added 03/23/18,Another new addition to our 'The' series of beers. This melds multiple years of spontaneous coolship beer from our barrels and introduces fresh apricots… Read More
1153,The Lucy Réserve,https://untappd.com/DeGardeBrewing,American Wild Ale,7.2% ABV,N/A IBU,(4.24),471 Ratings,Added 05/04/18,A Spontaneous Wild Ale Aged Extensively in Oak Barrels with Late Harvest Muscat Grapes
1154,Saison Facile (Dry Hop Cuvee),https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,7% ABV,N/A IBU,(4.27),473 Ratings,Added 01/02/17,Dry Hop Cuvee version of Saison Facile: A Wild Farmhouse Ale Aged in Oak Foeder
1155,Vache De Mer,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,5.9% ABV,N/A IBU,(3.8),484 Ratings,Added 06/16/17,A Wild Farmhouse Ale Aged in Oak Barrels
1156,Zwei Hose,https://untappd.com/DeGardeBrewing,Sour - Gose,5% ABV,N/A IBU,(4.13),465 Ratings,Added 02/04/18,"Double dry-hopped cuvee. A spontaneous wild ale aged in oak barrels with sea salt, coriander, and citrus peel."
1157,Joséf Hose,https://untappd.com/DeGardeBrewing,Sour - Gose,4% ABV,N/A IBU,(4.23),443 Ratings,Added 04/08/16,A gose style ale aged in oak tequila barrels & dry hopped.
1158,The Purple (Batch 2),https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.52),394 Ratings,Added 08/19/16,A Wild Ale aged in Oak Wine Barrels with Black & Red Raspberries
1159,Houblon Mélange,https://untappd.com/DeGardeBrewing,Sour - Ale,5.7% ABV,N/A IBU,(4.26),428 Ratings,Added 04/08/16,Wild ale and saison blend aged in oak and dry hopped.
1160,The Botanique,https://untappd.com/DeGardeBrewing,American Wild Ale,6% ABV,N/A IBU,(4.23),451 Ratings,Added 08/23/18,
1161,Sans,https://untappd.com/DeGardeBrewing,Sour - Gose,5% ABV,N/A IBU,(4.12),427 Ratings,Added 08/06/16,Gose style ale with coriander and Jacobsen sea salt.
1162,The Noir Truffle (2017 b1),https://untappd.com/DeGardeBrewing,Golden Ale,5% ABV,N/A IBU,(4.27),396 Ratings,Added 04/07/17,A golden wild ale aged in oak barrels with Oregon black truffles
1163,Special Violet (Batch 2),https://untappd.com/DeGardeBrewing,American Wild Ale,6.4% ABV,N/A IBU,(4.27),416 Ratings,Added 08/26/17,A Wild Red Ale Aged in Oak with Blackberries
1164,The Vanille Kriek,https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.3),409 Ratings,Added 07/28/18,"A Spontaneous Wild Ale
Aged in Oak Barrels
With Tart Cherries & Vanilla Beans"
1165,The Nectarine,https://untappd.com/DeGardeBrewing,American Wild Ale,6.7% ABV,N/A IBU,(4.4),386 Ratings,Added 03/06/18,"A spontaneous wild ale, inoculated in our coolship, then fermented and aged for an average of 21 months in oak. After aging, select barrels were chosen… Read More"
1166,Petit Blanc Dry Hop Cuvee,https://untappd.com/DeGardeBrewing,Saison / Farmhouse Ale,7.1% ABV,N/A IBU,(4.22),399 Ratings,Added 01/13/17,A tart farmhouse ale aged in oak with late harvest Riesling grapes
1167,The Grenadier,https://untappd.com/DeGardeBrewing,American Wild Ale,6.5% ABV,N/A IBU,(4.31),397 Ratings,Added 11/26/17,A Spontaneous Wild Ale Aged in Oak Barrels with Pluots
1168,The Floue Floue,https://untappd.com/DeGardeBrewing,American Wild Ale,7.4% ABV,N/A IBU,(4.64),368 Ratings,Added 06/07/18,A blend of wild ales aged in oak barrels with peaches. An Oregon & Missouri collaboration with our friends from Side Project.
1169,The Lily (Batch 3),https://untappd.com/DeGardeBrewing,American Wild Ale,7% ABV,N/A IBU,(4.35),359 Ratings,Added 12/10/16,A wild ale aged in Oakland Wine Barrels with Tempranillo Grapes.
