,name,brewery,style,abv,ibu,rating,raters,date,text
1758,Pina Colada - Barrel Punch,https://untappd.com/BarrelCulture,Fruit Beer,3.5% ABV,5 IBU,(4.21),25 Ratings,Added 01/28/18,Barrel Punch is our base golden sour blended with organic coconut and pineapple fruit juice post fermentation to make a light punch like beer.
1759,Pink Pineapple - Barrel Punch,https://untappd.com/BarrelCulture,Fruit Beer,3.5% ABV,5 IBU,(4.36),30 Ratings,Added 02/04/18,Barrel Punch is our base golden sour blended with organic pineapple and pomegranate juice post fermentation to make a light punch like beer
1760,Passion Fruit Berry - Summer Jam,https://untappd.com/BarrelCulture,Fruit Beer,4% ABV,5 IBU,(4.37),29 Ratings,Added 02/28/18,"Summer Jam is golden sour base beer blended with a mixed berry barrel aged sour, then blended a third time with passion fruit and cherries post fermentation… Read More"
1761,Raspberry Lite,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(3.96),28 Ratings,Added 09/01/18,
1762,Grapefruit Burst,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,N/A IBU,(4.18),27 Ratings,Added 12/19/18,
1763,Berry Vanilla Lemonade - Summer Jam,https://untappd.com/BarrelCulture,Fruit Beer,3.5% ABV,5 IBU,(4.2),26 Ratings,Added 03/22/18,
1764,Pineapple • Mango • Vanilla,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,5 IBU,(4.35),27 Ratings,Added 07/29/18,
1765,Mango • White Peach • Creamsicle,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(4.33),26 Ratings,Added 08/03/18,White peach wild ale blended with mango creamsicles.
1766,Almond Joy Slide,https://untappd.com/BarrelCulture,Stout - American,6.5% ABV,N/A IBU,(4.35),24 Ratings,Added 10/31/18,
1767,BC Rum Runner,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,N/A IBU,(4.32),27 Ratings,Added 11/03/18,
1768,Triple Berry Melt,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,N/A IBU,(4.32),24 Ratings,Added 11/15/18,
1769,Apricot Juice Box,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,5 IBU,(3.95),25 Ratings,Added 11/19/17,Experimental series of super fruit forward golden sours blended with over 40% fruit juice (Apricot)
1770,Strawberry Punch - Summer Jam,https://untappd.com/BarrelCulture,Fruit Beer,4% ABV,5 IBU,(4.36),23 Ratings,Added 02/18/18,"Summer Jam is golden sour base beer blended with strawberry punch, and other juices post fermentation to make a light punch like beer."
1771,Imperial Blueberry • Raspberry • Lemonade,https://untappd.com/BarrelCulture,Sour - Ale,8.5% ABV,10 IBU,(4.52),26 Ratings,Added 07/29/18,
1772,Imperial Blueberry Mojito,https://untappd.com/BarrelCulture,Sour - Ale,7% ABV,N/A IBU,(4.19),26 Ratings,Added 08/11/18,
1773,Pilot Batch #1 DDH Amarillo,https://untappd.com/BarrelCulture,IPA - New England,6.5% ABV,25 IBU,(4.15),23 Ratings,Added 11/17/18,"Pilot batch #1 is a DDH juicy IPA brewed with a blend of base malts, malted oats, flaked oats, dextrose, and Amarillo hops."
1774,Twisted Citrus - Summer Jams,https://untappd.com/BarrelCulture,Fruit Beer,3.75% ABV,5 IBU,(4.36),26 Ratings,Added 03/17/18,Blend of citrus juices and other adjuncts blended with a red wine barrel aged golden sour refermented on 2nd use guava.
1775,Wild Blackberry,https://untappd.com/BarrelCulture,American Wild Ale,6.5% ABV,N/A IBU,(4.03),25 Ratings,Added 09/01/18,American Wild Ale aged in pinot noir barrels with fresh blackberries.
1776,Double Oreo Slide,https://untappd.com/BarrelCulture,Stout - American,7.5% ABV,N/A IBU,(4.4),24 Ratings,Added 01/05/19,
1777,Blackberry Saison - Game Over,https://untappd.com/BarrelCulture,Saison / Farmhouse Ale,6% ABV,5 IBU,(4.17),23 Ratings,Added 03/17/18,"This is our Game Over base grain bill open fermented with French Saison yeast, and then refermented with 150lbs of local wild blackberries."
1778,In My Feelings,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,5 IBU,(4.33),25 Ratings,Added 07/14/18,
1779,Imperial Blueberry • Blue Raspberry,https://untappd.com/BarrelCulture,Sour - Ale,6.5% ABV,N/A IBU,(4.42),23 Ratings,Added 07/22/18,Imperial Blueberry Barrel Aged Sour Ale blended with Blue Raspberry Popsciles.
1780,Kawali Peach Red Sangria,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,N/A IBU,(4.26),24 Ratings,Added 08/04/18,Local peach wild ale blended with handcrafted red sangria mix.
1781,Pineapple Island Punch - Summer Jam,https://untappd.com/BarrelCulture,Fruit Beer,4% ABV,5 IBU,(4.41),21 Ratings,Added 02/10/18,"Summer Jam is golden sour base beer blended with pineapple, pink guava, and other adjuncts post fermentation to make a light punch like beer."
1782,Blueberry • Pea Blossom • Peach,https://untappd.com/BarrelCulture,American Wild Ale,6% ABV,5 IBU,(4.26),23 Ratings,Added 07/15/18,
1783,Light Blue Wax,https://untappd.com/BarrelCulture,Sour - Berliner Weisse,9.5% ABV,10 IBU,(4.53),20 Ratings,Added 03/30/17,"Imperial Thunder-Weisse brewed with milk sugar, 4lbs per gallon of organic passion fruit, and a unique mixed culture."
1784,So Icyyy - FruTang Clan,https://untappd.com/BarrelCulture,Sour - Berliner Weisse,5% ABV,5 IBU,(4.22),22 Ratings,Added 09/30/17,"So Icyyy is our super-fruited contribution to the Carolina Weisse style. Every batch of So Icyyy is brewed with pilsner and wheat malts, milk sugar, oats,… Read More"
1785,Mello - Cherry And Marshamallow,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,5 IBU,(4.39),20 Ratings,Added 11/17/17,Experimental series of fruit forward golden sours re-fermented with massive amounts of marshmallow fluff.
1786,White Grape Mimosa,https://untappd.com/BarrelCulture,Sour - Ale,3.5% ABV,5 IBU,(4.36),22 Ratings,Added 05/12/18,
1787,Kawali White Peach Warhead,https://untappd.com/BarrelCulture,Sour - Ale,6% ABV,N/A IBU,(4.06),24 Ratings,Added 08/04/18,Local white peach wild ale blended with a wine barrel aged golden sour.
1788,Peach • Tangerine • Citra,https://untappd.com/BarrelCulture,Sour - Farmhouse IPA,5% ABV,30 IBU,(4.07),22 Ratings,Added 08/05/18,Peach wild ale blended with a fresh tangerine and citra dryhoped farmhouse IPA.
1789,Free Meek Double Cherry,https://untappd.com/BarrelCulture,Sour - Ale,6% ABV,10 IBU,(4.13),21 Ratings,Added 04/25/18,
1790,Strawberry Sangria,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(4.25),21 Ratings,Added 09/06/18,
1791,Watermelon Melt,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(4.36),20 Ratings,Added 09/19/18,
1792,Swedish Fish Melt,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,N/A IBU,(4.22),17 Ratings,Added 10/31/18,
1793,Cranberry Apple - Summer Jam,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(4.36),19 Ratings,Added 11/23/18,
1794,Chocolate Turtle Slide,https://untappd.com/BarrelCulture,Stout - American,7.5% ABV,N/A IBU,(4.12),15 Ratings,Added 12/05/18,Imperial Stout blended with turtle pie ans salted caramel.
1795,Apricot Pink Guava Juice Box,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,5 IBU,(4.42),21 Ratings,Added 11/17/17,"Experimental series of super fruit forward golden sours blended with over 40% fruit juice (Apricot, Pink Guava)."
1796,Vanilla • Mango • Prickly Pear,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,N/A IBU,(4.26),19 Ratings,Added 08/08/18,Vanilla golden sour blended with mango popsicles and fresh prickly pear.
1797,Reese’s Mudslide,https://untappd.com/BarrelCulture,Stout - American,6.5% ABV,N/A IBU,(4.28),19 Ratings,Added 10/31/18,
1798,Sangria Melt,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(4.14),18 Ratings,Added 11/11/18,
1799,Game Over (Papaya Remix),https://untappd.com/BarrelCulture,Sour - Ale,5.5% ABV,N/A IBU,(4.17),19 Ratings,Added 03/26/18,
1800,Imperial Blueberry • Cherry Popsicle,https://untappd.com/BarrelCulture,Sour - Ale,7% ABV,N/A IBU,(4.43),18 Ratings,Added 08/11/18,Barrel-aged golden sour wirh local NC blueberries and cherry popsicles.
1801,Blackberry Raspberry Dryhopped W/ Mosaic,https://untappd.com/BarrelCulture,Sour - Berliner Weisse,N/A ABV,N/A IBU,(4.36),19 Ratings,Added 05/10/17,
1802,White Wax Razz,https://untappd.com/BarrelCulture,Sour - Ale,N/A ABV,N/A IBU,(4.43),15 Ratings,Added 06/04/17,
1803,Wild Peach Heff,https://untappd.com/BarrelCulture,Hefeweizen,5.5% ABV,N/A IBU,(4.02),17 Ratings,Added 08/02/18,Heffeweizen fermented for 24hrs on local peach skins then secondary fermented with an experimental heffeweizen yeast.
1804,Unfiltered Cherry - Barrel Punch,https://untappd.com/BarrelCulture,Fruit Beer,3.5% ABV,5 IBU,(4.35),17 Ratings,Added 12/09/17,Barrel Punch is our base golden sour blended with various fruit post fermentation to make a light punch like beer.
1805,Heavy D,https://untappd.com/BarrelCulture,American Wild Ale,6.5% ABV,N/A IBU,(4.49),18 Ratings,Added 07/26/18,Popsicle style Imperial American Wild Ale aged in red wine puncheons with North Carolina blueberries and mangos.
1806,Strawberry Colada,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,N/A IBU,(4.58),15 Ratings,Added 08/26/18,
1807,BC Painkiller,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,N/A IBU,(4.38),16 Ratings,Added 11/03/18,
1808,Peach • Mosiac • Chinook,https://untappd.com/BarrelCulture,Sour - Farmhouse IPA,6% ABV,30 IBU,(3.95),15 Ratings,Added 08/02/18,Dry hopped farmhouse ipa blended with a peach golden sour.
1809,Strawberry Banana Brunch Melt,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(4),16 Ratings,Added 11/25/18,
1810,OG Cherry Kush,https://untappd.com/BarrelCulture,Sour - Ale,6.5% ABV,25 IBU,(3.68),10 Ratings,Added 06/01/18,Dry hopped barrel aged cherry sour with super dank aroma ?
1811,Imperial Maple Blueberry,https://untappd.com/BarrelCulture,American Wild Ale,9% ABV,N/A IBU,(4.05),16 Ratings,Added 07/18/18,Imperial Blueberry Wild Ale refermented with Dark Maple Syrup.
1812,Peach Wild Ale,https://untappd.com/BarrelCulture,American Wild Ale,6% ABV,N/A IBU,(3.84),16 Ratings,Added 07/19/18,
1813,Tropical Gusher,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,N/A IBU,(4.39),14 Ratings,Added 08/24/18,"Golden sour with cherry, grape, and pineapple popsicles."
1814,Queen Bee Lemonade,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,N/A IBU,(4.35),15 Ratings,Added 09/01/18,
1815,BC Tiki Punch,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,N/A IBU,(4.52),12 Ratings,Added 11/03/18,
1816,Orange Wit • Tropical Tea,https://untappd.com/BarrelCulture,Witbier,5% ABV,N/A IBU,(4.21),12 Ratings,Added 07/22/18,Classic orange wit infused with a blend of loose leaf Tropical Tea.
1817,Cherry • Watermelon • Lemonade,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(4.15),12 Ratings,Added 07/25/18,"Watemelon, Cherry, Lemonade Sour Ale Slushee."
1818,Heavy D,https://untappd.com/BarrelCulture,American Wild Ale,6.5% ABV,N/A IBU,(4.3),11 Ratings,Added 07/26/18,Popsicle style Imperial American Wild Ale aged in red wine puncheons with North Carolina blueberries and mangos.
1819,Miami Vice,https://untappd.com/BarrelCulture,Sour - Ale,N/A ABV,N/A IBU,(4.29),12 Ratings,Added 09/08/18,Blend of two slushees! Tropical Gusher & Pina Colada
1820,Blackberry Ghost,https://untappd.com/BarrelCulture,Sour - Berliner Weisse,N/A ABV,N/A IBU,(4.05),10 Ratings,Added 05/14/17,
1821,Black Wax Wild Ale,https://untappd.com/BarrelCulture,American Wild Ale,N/A ABV,N/A IBU,(4.68),11 Ratings,Added 05/29/17,
1822,Imperial Blueberry • Lime • Banana,https://untappd.com/BarrelCulture,Sour - Ale,7% ABV,N/A IBU,(4.36),11 Ratings,Added 08/01/18,Imperial Blueberry Sour Ale blended with banana and lime popsciles.
1823,Dragon Fruit • Mango,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,N/A IBU,(4.2),10 Ratings,Added 08/01/18,Golden sour with mango popsciles blended with fresh dragon fruit.
1824,Lemon • Pineapple • Peach,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,N/A IBU,(4.25),11 Ratings,Added 08/11/18,"Barrel-aged golden sour with lemons, pineapple, and NC peaches."
1825,Double Peach Pineapple,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(4.3),11 Ratings,Added 08/15/18,
1826,Young Coconut • Pineapple,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,N/A IBU,(N/A),9 Ratings,Added 08/23/18,Golden sour slushee blended with young coconut and pineapple.
1827,Wedding Punch,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,N/A IBU,(4.08),10 Ratings,Added 09/02/18,
1828,Stawberry Coconut Brunch Melt,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),9 Ratings,Added 12/19/18,
1829,Blackberry Strawberry Currant,https://untappd.com/BarrelCulture,American Wild Ale,6% ABV,N/A IBU,(4.6),10 Ratings,Added 05/06/17,
1830,Green Monstah,https://untappd.com/BarrelCulture,Sour - Ale,N/A ABV,N/A IBU,(4.23),10 Ratings,Added 05/07/17,"With key lime, mandarin, kiwi, pure hawaiian spiulina, and four pounds of mango."
1831,Watermelon Slushee,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,5 IBU,(4.27),11 Ratings,Added 07/19/18,
1832,Cinnamon Queen Bee Lemonade,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,N/A IBU,(4.33),10 Ratings,Added 09/08/18,
1833,Cherry Melt,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(4.25),10 Ratings,Added 09/19/18,
1834,Emerald Isle,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,N/A IBU,(N/A),7 Ratings,Added 10/20/18,"NC peaches, mango, passionfruit, and blue popsicles!"
1835,Mango Melt,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,N/A IBU,(N/A),9 Ratings,Added 10/24/18,
1836,Tropic Fusion Margarita - Summer Jam,https://untappd.com/BarrelCulture,Fruit Beer,4% ABV,5 IBU,(N/A),9 Ratings,Added 04/25/18,
1837,Fuzzy Peach,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,5 IBU,(N/A),7 Ratings,Added 07/08/18,
1838,White Peach Grape Melt,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),8 Ratings,Added 09/29/18,
1839,Prosecco Melt,https://untappd.com/BarrelCulture,Sour - Ale,7% ABV,N/A IBU,(N/A),8 Ratings,Added 09/30/18,
1840,Guava Melt,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,N/A IBU,(N/A),6 Ratings,Added 10/24/18,
1841,Peachy Brunch Melt,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),8 Ratings,Added 11/25/18,
1842,Purple Wax,https://untappd.com/BarrelCulture,American Wild Ale,6% ABV,10 IBU,(N/A),6 Ratings,Added 03/30/17,Blackberry wild ale fermented with 4lbs of organic blackberries per gallon and a unique mixed culture.
1843,Citra Boysenberry Saison,https://untappd.com/BarrelCulture,Saison / Farmhouse Ale,6% ABV,20 IBU,(N/A),7 Ratings,Added 04/25/18,Funky Boysenberry Saison dry-hopped with Citra.
1844,Imperial Local Blueberry • Blackberry • Strawberry,https://untappd.com/BarrelCulture,Sour - Ale,7% ABV,N/A IBU,(N/A),7 Ratings,Added 08/04/18,Local blueberry wild ale blended with local blackberries and strawberries.
1845,Blood Orange Melt,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),7 Ratings,Added 09/30/18,
1846,Strawberry Colada Melt,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),8 Ratings,Added 10/10/18,"Strawberries, Pineapples, and Young Green Coconuts."
1847,Strawberry Lemonade Melt,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),8 Ratings,Added 10/12/18,
1848,Red Metallic Wax,https://untappd.com/BarrelCulture,American Wild Ale,6% ABV,5 IBU,(N/A),5 Ratings,Added 02/06/17,Strawberry wild ale fermented with 4lbs of organic Strawberries per gallon and a unique mixed culture.
1849,Yellow Wax,https://untappd.com/BarrelCulture,American Wild Ale,5% ABV,10 IBU,(N/A),7 Ratings,Added 03/30/17,Peach wild ale fermented with 4lbs of organic Peaches per gallon and a unique mixed culture.
1850,Imperial Blueberry • Strawberry • Colada,https://untappd.com/BarrelCulture,Sour - Ale,7% ABV,N/A IBU,(N/A),6 Ratings,Added 08/08/18,Imperial blueberry wild ale blended with strawberry colada popsicles.
1851,Strawberry Melt,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),7 Ratings,Added 10/06/18,
1852,Island Retreat,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),6 Ratings,Added 10/06/18,Pineapple wirh a hint of coconut.
1853,Black Plum Cherry Cocoa Nib Melt,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),6 Ratings,Added 12/05/18,
1854,Unmarked,https://untappd.com/BarrelCulture,Sour - Gose,N/A ABV,N/A IBU,(N/A),4 Ratings,Added 09/05/17,
1855,Cherry & Black Currant - 50 Carats,https://untappd.com/BarrelCulture,American Wild Ale,N/A ABV,N/A IBU,(N/A),3 Ratings,Added 07/15/18,1/1 Bottle
1856,Coffee • Chocolate • Pecan • Coconut,https://untappd.com/BarrelCulture,Stout - Imperial Oatmeal,6.5% ABV,N/A IBU,(N/A),6 Ratings,Added 07/22/18,"Coffee Chocolate Oatmeal Stout blended with chocolate coconut pecan popsciles.
*contains nuts and dairy"
1857,Crumble For Ya,https://untappd.com/BarrelCulture,Sour - Fruited,5.5% ABV,N/A IBU,(N/A),5 Ratings,Added 09/23/18,
1858,Passion Saison,https://untappd.com/BarrelCulture,Saison / Farmhouse Ale,N/A ABV,N/A IBU,(N/A),5 Ratings,Added 07/29/17,
1859,Ghost - Raspberry And Blueberry Seth,https://untappd.com/BarrelCulture,American Wild Ale,4.2% ABV,N/A IBU,(N/A),5 Ratings,Added 07/30/17,Blend of raspberry and blueberry wild ales
1860,House Saison Dry Hopped,https://untappd.com/BarrelCulture,Saison / Farmhouse Ale,5% ABV,5 IBU,(N/A),5 Ratings,Added 09/02/17,
1861,Dragon Fruit • Kawali Peaches • Coconut • Mango,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,N/A IBU,(N/A),4 Ratings,Added 08/04/18,"Fresh Dragon Fruit, Local Peaches, Mango, and Coconut popsicles."
1862,Orange Fruit Punch,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,N/A IBU,(N/A),3 Ratings,Added 09/01/18,
1863,Drinco De Mayo,https://untappd.com/BarrelCulture,Lager - American Light,4.8% ABV,N/A IBU,(N/A),4 Ratings,Added 05/06/18,
1864,Unfiltered Watermelon Lemonade,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,5 IBU,(N/A),2 Ratings,Added 05/23/18,Barrel aged golden sour infused with fresh watermelon and lemon.
1865,Imperial Blueberry • Rasberry,https://untappd.com/BarrelCulture,Sour - Ale,7% ABV,N/A IBU,(N/A),4 Ratings,Added 08/05/18,Imperial Blueberry Wild Ale blended with fresh raspberries.
1866,Watermelon Smash,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,N/A IBU,(N/A),4 Ratings,Added 09/01/18,
1867,Watermelon Cherry Melt,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),4 Ratings,Added 10/03/18,
1868,Peach Melt,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,N/A IBU,(N/A),1 Rating,Added 10/24/18,
1869,Cherry Berry - 50 Carats,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,5 IBU,(N/A),3 Ratings,Added 12/08/17,Red Wine Barrel Aged Golden sour re-fermented on fruit and blended with 10% open fermented wild Saison
1870,Game Over - Base,https://untappd.com/BarrelCulture,Sour - Ale,5.5% ABV,5 IBU,(N/A),2 Ratings,Added 03/24/18,American sour ale aged in wine barrels with mixed fruit. This is the base beer.
1871,Big Hazy,https://untappd.com/BarrelCulture,IPA - New England,10.1% ABV,N/A IBU,(N/A),3 Ratings,Added 05/05/18,
1872,Peach Lager,https://untappd.com/BarrelCulture,Lager - North American Adjunct,N/A ABV,N/A IBU,(N/A),2 Ratings,Added 07/01/18,Collab with Mason Jar
1873,Summer Jam Pino Noir Blackberry Cherry,https://untappd.com/BarrelCulture,Sour - Fruited,N/A ABV,N/A IBU,(N/A),2 Ratings,Added 07/30/18,
1874,Key Lime • Peach • Blue Margarita,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),2 Ratings,Added 08/03/18,Peach wild ale blended with fresh squeezed key lime and blue margarita!
1875,Kawali Peach • Mango • Key Lime • Coconut,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),2 Ratings,Added 08/04/18,"Local white peach wild ale blended with fresh mango, key limes, and coconut!"
1876,Imperial Raspberry • Pomegranate • Blueberry Pie,https://untappd.com/BarrelCulture,Sour - Ale,7% ABV,N/A IBU,(N/A),3 Ratings,Added 08/15/18,
1877,Raspberry Lemonade,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),3 Ratings,Added 09/26/18,
1878,Hidden Barrel American Sour Ale,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,5 IBU,(N/A),2 Ratings,Added 08/05/17,
1879,So Icyy Base Purple Plum,https://untappd.com/BarrelCulture,Sour - Berliner Weisse,N/A ABV,N/A IBU,(N/A),2 Ratings,Added 09/23/17,Fruited sour
1880,Cranberry Raspberry Cherry Sorcery,https://untappd.com/BarrelCulture,Sour - Berliner Weisse,N/A ABV,N/A IBU,(N/A),1 Rating,Added 11/09/18,
1881,Windy Hill,https://untappd.com/BarrelCulture,IPA - New England,7% ABV,N/A IBU,(N/A),1 Rating,Added 11/12/17,
1882,Strawberry Lemonade - Barrel Punch,https://untappd.com/BarrelCulture,Fruit Beer,3% ABV,N/A IBU,(N/A),1 Rating,Added 01/26/18,Barrel Punch is our base golden sour blended strawberries and lemons post fermentation to make a light punch like beer
1883,Barrel Culture Dragonfruit Game Over,https://untappd.com/BarrelCulture,American Wild Ale,N/A ABV,N/A IBU,(N/A),1 Rating,Added 03/16/18,
1884,Double Peach - Game Over,https://untappd.com/BarrelCulture,Sour - Ale,6% ABV,5 IBU,(N/A),1 Rating,Added 03/22/18,
1885,50 Carats,https://untappd.com/BarrelCulture,American Wild Ale,N/A ABV,N/A IBU,(N/A),1 Rating,Added 07/15/18,Cherry and black currants
1886,Blueberry Lemon Slushee,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),1 Rating,Added 07/20/18,Mix of Summer Lemonade Sour and Blueberry Italian Ice.
1887,Wild Dry Hopped Peach Milkshake,https://untappd.com/BarrelCulture,IPA - Milkshake,6.5% ABV,20 IBU,(N/A),1 Rating,Added 07/26/18,"Dry hopped Milkshake IPA brewed with local micorflora, tropical IPA yeast, 2lbs per gallon of local peaches, and lactose. (mosiac and eldorado)"
1888,Citra Dry Hop Farmhouse IPA,https://untappd.com/BarrelCulture,Sour - Farmhouse IPA,6.5% ABV,30 IBU,(N/A),0 Rating,Added 08/05/18,Farmhouse IPA fermented hot with chinook and citra dry hop additions.
1889,Imperial Blueberry • Watermelon • Raspberry,https://untappd.com/BarrelCulture,Sour - Ale,6.5% ABV,N/A IBU,(N/A),1 Rating,Added 08/05/18,Imperial blueberry wild ale blended with watermelon and raspberry popsicles.
1890,"Raspberry, Strawberry, Blueberry, Pomegranate",https://untappd.com/BarrelCulture,Sour - Fruited,5% ABV,N/A IBU,(N/A),1 Rating,Added 08/19/18,"Raspberry, Strawberry, Blueberry, Pomegranate Slushee"
1891,Game Over Pear Cranberry Sour,https://untappd.com/BarrelCulture,Sour - Fruited,4.8% ABV,N/A IBU,(N/A),1 Rating,Added 09/14/18,
1892,Mango Pineapple Melt,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),1 Rating,Added 09/22/18,
1893,White Grape - Summer Jam,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),1 Rating,Added 09/26/18,
1894,Barrel Culture Beach Lounge,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),1 Rating,Added 09/28/18,
1895,Blood Orange Slushee,https://untappd.com/BarrelCulture,Sour - Fruited,N/A ABV,N/A IBU,(N/A),1 Rating,Added 10/05/18,
1896,Game Over,https://untappd.com/BarrelCulture,Sour - Ale,6% ABV,N/A IBU,(N/A),1 Rating,Added 10/13/18,Aged in Red Wine Barrels
1897,Summer Jam Raspberry Lemonade,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),1 Rating,Added 10/20/18,
1898,Barrel Culture,https://untappd.com/BarrelCulture,Saison / Farmhouse Ale,5.5% ABV,10 IBU,(N/A),0 Rating,Added 08/31/17,
1899,Barrel Cooler - Barrel Punch,https://untappd.com/BarrelCulture,Fruit Beer,3.5% ABV,5 IBU,(N/A),0 Rating,Added 02/03/18,Barrel Punch is our base golden sour blended with a lemon lime beverage.
1900,Dark Berry- Barrel Punch,https://untappd.com/BarrelCulture,Fruit Beer,3.5% ABV,5 IBU,(N/A),0 Rating,Added 02/03/18,Barrel Punch is our base golden sour blended with organic Blackberry and Blueberry.
1901,Tropical Punch - Summer Jam,https://untappd.com/BarrelCulture,Fruit Beer,4% ABV,5 IBU,(N/A),0 Rating,Added 04/05/18,Mixed Culture Red Wine Barrel Aged American Golden Sour Ale blended with a fresh tropical fruit punch.
1902,Margarita Punch,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,5 IBU,(N/A),0 Rating,Added 04/14/18,Margrarita inspired session sour ale.
1903,Mojito Dreams,https://untappd.com/BarrelCulture,Sour - Ale,4% ABV,5 IBU,(N/A),0 Rating,Added 05/23/18,Golden sour blended fresh limes and hand crafted organic mojito mix.
1904,Eldorado Orange Zest,https://untappd.com/BarrelCulture,Sour - Ale,5% ABV,30 IBU,(N/A),0 Rating,Added 06/02/18,"Golden sour brewed with orange zest, cold pressed orange juice, and dryhopped with Eldorado."
1905,Test Batch #44,https://untappd.com/BarrelCulture,Sour - Ale,6.5% ABV,25 IBU,(N/A),0 Rating,Added 06/13/18,
1906,Tangerine • Valencia Orange • Peach,https://untappd.com/BarrelCulture,Sour - Ale,4.5% ABV,N/A IBU,(N/A),0 Rating,Added 06/15/18,Peach wild ale blended with cold pressed tangerine and valencia oranges.
1907,So Icyyy,https://untappd.com/BarrelCulture,Sour - Ale,6% ABV,N/A IBU,(N/A),0 Rating,Added 06/19/18,
1908,Peach Heffy,https://untappd.com/BarrelCulture,Hefeweizen,5.5% ABV,N/A IBU,(N/A),0 Rating,Added 07/26/18,Experimental Hefeweizen yeast blended with local peaches and microflora.
